NOMOD,MINOR,MAJOR
22538540,22540715,22532479
22538541,22540715,22532487
22538600,22540718,22532503
22538621,22540727,22532509
22538627,22540730,22532512
22538630,22540736,22532538
22538645,22540738,22532550
22538651,22540759,22532583
22538660,22540774,22532586
22538701,22540799,22532604
22538725,22540801,22532607
22538755,22540811,22532622
22538755,22540816,22532622
22538758,22540822,22532631
22538758,22540837,22532642
22538776,22540840,22532646
22538776,22540843,22532648
22538809,22540861,22532657
22538812,22540864,22532687
22538818,22540870,22532693
22538832,22540894,22532711
22538850,22540906,22532726
22538859,22540911,22532732
22538874,22540926,22532753
22538898,22540926,22532759
22538907,22540938,22532762
22538910,22540939,22532768
22538918,22540965,22532771
22538937,22540968,22532786
22538939,22540968,22532795
22538945,22540977,22532809
22538963,22540977,22532815
22538963,22540986,22532822
22538970,22541001,22532836
22538970,22541007,22532851
22538987,22541019,22532860
22538990,22541025,22532875
22539041,22541043,22532878
22539050,22541064,22532884
22539053,22541064,22532916
22539080,22541067,22532920
22539085,22541072,22532929
22539112,22541132,22532938
22539113,22541141,22532938
22539160,22541147,22532973
22539172,22541153,22532982
22539178,22541156,22532988
22539178,22541162,22532994
22539181,22541168,22533000
22539187,22541218,22533009
22539190,22541251,22533024
22539198,22541257,22533033
22539208,22541284,22533036
22539244,22541293,22533071
22539252,22541296,22533101
22539273,22541358,22533104
22539276,22541370,22533107
22539276,22541391,22533113
22539300,22541400,22533137
22539309,22541403,22533143
22539309,22541406,22533149
22539312,22541427,22533181
22539318,22541427,22533187
22539336,22541459,22533194
22539339,22541480,22533211
22539411,22541483,22533217
22539431,22541498,22533221
22539431,22541504,22533223
22539440,22541519,22533230
22539452,22541528,22533232
22539467,22541546,22533247
22539485,22541558,22533247
22539511,22541558,22533247
22539514,22541564,22533280
22539517,22541573,22533292
22539518,22541621,22533322
22539526,22541668,22533342
22539529,22541710,22533349
22539539,22541713,22533370
22539547,22541728,22533376
22539553,22541742,22533376
22539559,22541748,22533402
22539562,22541775,22533408
22539568,22541790,22533423
22539574,22541826,22533429
22539583,22541832,22533450
22539586,22541859,22533465
22539589,22541880,22533471
22539615,22541883,22533474
22539628,22541891,22533479
22539637,22541892,22533521
22539645,22541918,22533533
22539646,22541939,22533536
22539669,22541957,22533548
22539685,22541966,22533617
22539687,22542002,22533617
22539696,22542005,22533643
22539711,22542037,22533652
22539744,22542094,22533659
22539756,22542100,22533700
22539756,22542115,22533739
22539758,22542124,22533745
22539779,22542136,22533748
22539800,22542181,22533754
22539815,22542204,22533757
22539822,22542219,22533774
22539825,22542249,22533802
22539848,22542249,22533840
22539851,22542264,22533852
22539869,22542285,22533855
22539884,22542297,22533855
22539890,22542365,22533881
22539904,22542377,22533882
22539910,22542380,22533891
22539917,22542401,22533905
22539928,22542416,22533917
22539938,22542422,22533944
22539952,22542425,22533944
22539973,22542434,22533953
22539985,22542442,22533977
22540006,22542455,22533983
22540030,22542472,22534033
22540047,22542488,22534066
22540051,22542532,22534072
22540075,22542535,22534085
22540083,22542550,22534090
22540107,22542598,22534099
22540128,22542603,22534105
22540152,22542639,22534114
22540158,22542642,22534132
22540158,22542657,22534132
22540161,22542669,22534132
22540167,22542675,22534135
22540170,22542710,22534144
22540173,22542720,22534147
22540176,22542728,22534153
22540184,22542770,22534159
22540188,22542779,22534167
22540197,22542815,22534191
22540208,22542830,22534221
22540238,22542868,22534227
22540274,22542869,22534242
22540325,22542896,22534254
22540328,22542919,22534275
22540328,22542934,22534284
22540334,22542988,22534290
22540336,22543005,22534296
22540345,22543030,22534308
22540375,22543059,22534337
22540405,22543077,22534344
22540429,22543080,22534346
22540456,22543086,22534356
22540474,22543089,22534358
22540506,22543128,22534367
22540524,22543136,22534385
22540524,22543148,22534400
22540533,22543172,22534403
22540545,22543179,22534421
22540566,22543196,22534424
22540593,22543196,22534424
22540599,22543214,22534427
22540605,22543259,22534427
22540662,22543274,22534430
22540667,22543280,22534439
22540676,22543280,22534453
22540679,22543289,22534456
22540691,22543295,22534478
22540694,22543309,22534480
22540694,22543322,22534486
22540706,22543339,22534489
22540715,22543345,22534495
22540721,22543354,22534496
22540730,22543357,22534501
22540762,22543360,22534504
22540763,22543363,22534516
22540766,22543384,22534522
22540798,22543414,22534546
22540816,22543422,22534549
22540822,22543431,22534549
22540843,22543450,22534561
22540852,22543467,22534585
22540858,22543479,22534588
22540858,22543482,22534608
22540867,22543500,22534624
22540890,22543509,22534638
22540917,22543509,22534650
22540938,22543611,22534671
22540959,22543625,22534680
22540977,22543637,22534680
22540989,22543637,22534698
22541001,22543655,22534710
22541028,22543661,22534728
22541034,22543703,22534737
22541054,22543712,22534749
22541066,22543732,22534760
22541072,22543756,22534779
22541084,22543789,22534796
22541090,22543855,22534799
22541123,22543893,22534805
22541126,22543893,22534817
22541132,22543911,22534829
22541135,22543967,22534835
22541174,22543983,22534847
22541212,22544045,22534850
22541233,22544078,22534853
22541254,22544105,22534859
22541275,22544117,22534873
22541284,22544152,22534892
22541290,22544156,22534918
22541311,22544185,22534924
22541340,22544230,22534945
22541343,22544242,22534957
22541352,22544259,22535010
22541367,22544268,22535011
22541373,22544277,22535019
22541379,22544304,22535029
22541379,22544313,22535037
22541394,22544316,22535046
22541403,22544334,22535064
22541412,22544379,22535085
22541415,22544385,22535097
22541427,22544409,22535109
22541459,22544412,22535115
22541480,22544412,22535124
22541487,22544423,22535130
22541490,22544438,22535133
22541516,22544442,22535151
22541522,22544454,22535177
22541552,22544519,22535205
22541555,22544534,22535207
22541564,22544534,22535225
22541564,22544546,22535237
22541567,22544599,22535273
22541611,22544602,22535291
22541618,22544614,22535306
22541623,22544632,22535359
22541644,22544656,22535380
22541695,22544658,22535380
22541698,22544671,22535413
22541701,22544701,22535413
22541701,22544748,22535416
22541710,22544754,22535422
22541716,22544760,22535425
22541731,22544775,22535431
22541758,22544807,22535440
22541775,22544841,22535445
22541787,22544903,22535449
22541796,22544909,22535460
22541805,22544944,22535478
22541841,22544963,22535484
22541844,22544974,22535496
22541874,22544974,22535508
22541894,22544977,22535526
22541894,22545031,22535550
22541912,22545043,22535615
22541960,22545078,22535618
22541972,22545135,22535651
22541975,22545180,22535675
22541992,22545275,22535684
22541999,22545338,22535690
22542008,22545356,22535755
22542026,22545377,22535755
22542052,22545380,22535770
22542055,22545442,22535779
22542062,22545463,22535800
22542070,22545472,22535812
22542082,22545499,22535851
22542112,22545522,22535856
22542124,22545535,22535863
22542142,22545555,22535865
22542184,22545576,22535872
22542201,22545582,22535875
22542210,22545588,22535910
22542210,22545633,22535934
22542219,22545641,22535943
22542231,22545681,22535987
22542240,22545722,22535993
22542249,22545740,22536023
22542276,22545740,22536080
22542288,22545764,22536083
22542359,22545797,22536116
22542362,22545829,22536118
22542395,22545865,22536118
22542398,22545930,22536119
22542398,22545964,22536122
22542434,22545999,22536184
22542443,22546026,22536190
22542466,22546050,22536202
22542490,22546083,22536205
22542499,22546085,22536244
22542574,22546097,22536259
22542580,22546110,22536288
22542588,22546139,22536366
22542606,22546190,22536378
22542669,22546267,22536393
22542743,22546366,22536401
22542770,22546484,22536405
22542785,22546541,22536407
22542803,22546568,22536449
22542806,22546607,22536476
22542848,22546616,22536488
22542860,22546726,22536497
22542895,22546726,22536530
22542913,22546752,22536536
22542916,22546768,22536640
22542928,22546783,22536655
22542934,22546818,22536685
22542940,22546860,22536685
22542949,22546869,22536694
22542958,22546878,22536732
22542987,22546884,22536735
22543018,22546940,22536753
22543020,22546967,22536771
22543044,22546994,22536786
22543047,22546997,22536798
22543062,22547036,22536813
22543071,22547054,22536819
22543104,22547059,22536836
22543125,22547095,22536864
22543131,22547110,22536896
22543158,22547155,22536908
22543184,22547158,22536920
22543277,22547247,22536923
22543298,22547280,22536941
22543301,22547352,22536979
22543309,22547402,22537048
22543322,22547452,22537075
22543327,22547530,22537102
22543348,22547530,22537141
22543455,22547551,22537155
22543464,22547644,22537176
22543467,22547700,22537191
22543473,22547741,22537197
22543497,22547751,22537218
22543518,22547786,22537227
22543530,22547795,22537227
22543545,22547813,22537263
22543560,22547834,22537281
22543566,22547843,22537283
22543602,22547864,22537292
22543619,22547891,22537295
22543619,22547998,22537304
22543622,22548052,22537381
22543625,22548066,22537382
22543634,22548088,22537390
22543664,22548093,22537393
22543670,22548108,22537415
22543681,22548174,22537447
22543762,22548180,22537459
22543774,22548189,22537465
22543786,22548287,22537483
22543795,22548314,22537489
22543816,22548335,22537522
22543863,22548359,22537557
22543866,22548382,22537608
22543878,22548397,22537620
22543884,22548465,22537623
22543893,22548475,22537671
22543893,22548501,22537683
22543905,22548525,22537697
22543914,22548695,22537706
22543917,22548716,22537748
22543920,22548719,22537766
22543955,22548737,22537772
22543958,22548745,22537787
22544018,22548894,22537826
22544060,22548924,22537850
22544078,22549008,22537864
22544116,22549017,22537864
22544159,22549020,22537876
22544197,22549079,22537909
22544260,22549294,22537912
22544298,22549520,22537918
22544298,22549612,22537951
22544310,22549710,22537966
22544325,22549833,22537966
22544393,22549862,22537983
22544409,22550012,22538007
22544411,22550071,22538016
22544435,22550143,22538016
22544468,22550324,22538073
22544483,22550360,22538079
22544492,22550366,22538111
22544501,22550395,22538120
22544510,22550566,22538121
22544515,22550700,22538139
22544546,22550867,22538162
22544563,22551063,22538207
22544587,22551092,22538216
22544593,22551212,22538245
22544596,22551316,22538255
22544635,22551340,22538263
22544650,22551400,22538266
22544674,22551462,22538284
22544843,22551468,22538305
22544849,22551784,22538305
22544873,22551807,22538329
22544882,22551835,22538350
22544900,22552016,22538350
22544921,22552145,22538391
22545082,22552201,22538466
22545115,22552234,22538514
22545121,22552406,22538537
22545135,22552502,22538543
22545138,22552588,22538561
22545174,22552680,22538576
22545210,22552684,22538609
22545266,22552910,22538630
22545302,22552963,22538647
22545305,22553130,22538654
22545314,22553345,22538660
22545344,22553455,22538669
22545368,22553634,22538671
22545394,22553988,22538696
22545511,22554143,22538722
22545514,22554164,22538743
22545526,22554572,22538746
22545538,22555004,22538746
22545544,22555126,22538770
22545558,22555168,22538812
22545636,22555486,22538827
22545645,22555543,22538922
22545731,22556198,22538957
22545785,22556377,22538975
22545833,22556666,22539011
22545841,22556672,22539017
22545871,22556839,22539038
22545883,22556952,22539092
22545916,22557056,22539163
22545925,22557086,22539169
22545928,22557574,22539217
22545933,22557732,22539243
22545982,22557917,22539249
22546002,22557917,22539324
22546017,22558087,22539371
22546017,22558206,22539395
22546020,22558232,22539413
22546070,22558560,22539419
22546133,22558766,22539428
22546181,22558903,22539440
22546217,22559076,22539449
22546237,22559186,22539458
22546288,22559189,22539494
22546297,22559413,22539535
22546342,22559454,22539550
22546425,22559576,22539571
22546467,22559761,22539595
22546618,22560256,22539607
22546648,22560300,22539672
22546714,22560336,22539696
22546717,22560386,22539696
22546747,22560416,22539705
22546750,22561149,22539776
22546881,22561191,22539824
22546937,22561470,22539887
22546946,22561527,22539947
22547122,22561536,22539955
22547191,22561583,22539964
22547206,22561622,22540012
22547217,22561628,22540018
22547238,22561733,22540092
22547322,22561992,22540107
22547366,22562016,22540131
22547390,22562069,22540223
22547429,22562147,22540224
22547498,22562528,22540226
22547504,22562596,22540238
22547506,22562662,22540253
22547626,22562787,22540259
22547694,22562829,22540265
22547697,22562844,22540301
22547807,22562888,22540313
22547852,22562948,22540369
22548084,22563103,22540417
22548161,22563171,22540459
22548254,22563243,22540530
22548266,22563243,22540533
22548400,22563296,22540587
22548409,22563326,22540602
22548415,22563359,22540608
22548561,22563538,22540620
22548576,22563580,22540634
22548617,22563657,22540640
22548627,22563663,22540664
22548755,22563734,22540691
22548927,22563767,22540754
22548954,22563890,22540798
22549141,22563949,22540885
22549180,22564041,22540903
22549189,22564047,22540971
22549207,22564169,22541007
22549267,22564169,22541025
22549324,22564202,22541025
22549354,22564313,22541046
22549550,22564324,22541090
22549559,22564363,22541090
22549797,22564452,22541120
22549996,22564539,22541147
22550318,22564589,22541161
22550345,22564598,22541230
22550455,22564637,22541236
22550506,22564637,22541278
22550530,22564667,22541296
22550557,22564738,22541302
22550586,22564741,22541320
22550595,22564801,22541367
22550607,22565042,22541385
