NOMOD,MINOR,MAJOR
22623927,22647881,22623775
22623986,22647892,22623776
22624065,22647911,22623810
22624151,22648005,22623841
22624214,22648097,22623917
22624220,22648179,22623966
22624307,22648192,22623986
22624384,22648254,22624027
22624420,22648265,22624051
22624434,22648319,22624084
22624584,22648340,22624086
22624640,22648529,22624112
22624718,22648552,22624115
22624780,22648572,22624139
22624792,22648574,22624186
22625035,22648577,22624204
22625108,22648607,22624219
22625182,22648765,22624229
22625311,22648904,22624233
22625355,22648920,22624262
22625374,22648973,22624281
22625406,22648996,22624295
22625460,22649129,22624354
22625598,22649148,22624360
22625621,22649209,22624414
22625623,22649266,22624421
22625748,22649472,22624444
22625865,22649506,22624471
22625950,22649570,22624560
22625965,22649597,22624563
22626094,22649619,22624669
22626130,22649682,22624685
22626131,22649734,22624730
22626137,22649793,22624739
22626277,22649793,22624831
22626299,22649862,22624859
22626317,22649951,22624875
22626460,22649971,22624903
22626479,22650084,22625061
22626518,22650094,22625061
22626532,22650190,22625126
22626536,22650222,22625161
22626541,22650232,22625194
22626544,22650332,22625231
22626574,22650397,22625242
22626597,22650498,22625263
22626601,22650499,22625295
22626606,22650521,22625302
22626621,22650679,22625303
22626699,22650733,22625327
22626773,22650738,22625369
22626795,22650780,22625384
22626839,22650814,22625491
22626840,22650849,22625510
22626859,22650895,22625566
22626895,22650933,22625664
22626909,22650985,22625732
22626937,22651032,22625753
22626993,22651046,22625850
22627080,22651094,22625874
22627100,22651145,22625905
22627125,22651179,22625913
22627284,22651181,22625943
22627338,22651225,22626011
22627348,22651295,22626042
22627414,22651368,22626138
22627424,22651370,22626162
22627524,22651482,22626173
22627582,22651495,22626212
22627595,22651514,22626230
22627628,22651518,22626240
22627650,22651579,22626294
22627713,22651587,22626304
22627717,22651644,22626311
22627793,22651655,22626343
22627825,22651682,22626381
22627919,22651736,22626432
22627926,22651755,22626466
22627935,22651767,22626475
22627938,22651782,22626482
22627974,22651917,22626482
22628070,22651938,22626488
22628074,22651952,22626505
22628225,22652002,22626560
22628269,22652099,22626572
22628381,22652123,22626666
22628387,22652155,22626681
22628443,22652179,22626696
22628473,22652192,22626758
22628514,22652215,22626810
22628519,22652253,22626840
22628563,22652257,22626909
22628610,22652257,22626912
22628632,22652263,22626916
22628687,22652286,22626925
22628688,22652366,22627061
22628766,22652370,22627127
22628770,22652475,22627175
22628814,22652489,22627198
22628840,22652506,22627203
22628847,22652533,22627213
22628870,22652547,22627225
22628909,22652582,22627243
22629028,22652602,22627252
22629028,22652603,22627253
22629038,22652633,22627259
22629052,22652741,22627273
22629083,22652816,22627321
22629118,22652834,22627322
22629125,22652853,22627335
22629152,22652894,22627372
22629159,22652900,22627406
22629178,22652928,22627461
22629197,22652989,22627485
22629241,22653029,22627521
22629261,22653038,22627542
22629318,22653079,22627621
22629331,22653088,22627670
22629344,22653176,22627673
22629349,22653190,22627770
22629361,22653200,22627774
22629444,22653201,22627819
22629545,22653262,22627862
22629577,22653270,22627889
22629594,22653319,22627893
22629650,22653323,22627895
22629652,22653373,22627906
22629708,22653383,22627941
22629716,22653462,22627951
22629752,22653521,22627968
22629801,22653537,22628007
22629928,22653641,22628014
22629970,22653755,22628015
22630006,22653833,22628047
22630014,22653857,22628059
22630014,22653895,22628066
22630059,22653924,22628110
22630098,22653940,22628170
22630143,22653963,22628181
22630143,22654000,22628196
22630155,22654070,22628225
22630193,22654113,22628281
22630214,22654280,22628337
22630219,22654360,22628378
22630237,22654412,22628378
22630294,22654493,22628420
22630334,22654545,22628426
22630358,22654551,22628441
22630412,22654565,22628466
22630433,22654576,22628471
22630440,22654668,22628479
22630485,22654685,22628516
22630487,22654696,22628622
22630492,22654714,22628657
22630556,22654717,22628705
22630572,22654744,22628782
22630580,22654759,22628826
22630703,22654854,22628942
22630773,22654888,22628963
22630892,22654908,22628966
22630928,22654913,22628992
22630991,22654952,22629006
22631039,22654969,22629051
22631046,22654973,22629068
22631101,22654998,22629103
22631111,22655001,22629111
22631152,22655009,22629115
22631159,22655015,22629153
22631173,22655053,22629205
22631206,22655077,22629228
22631235,22655086,22629236
22631271,22655310,22629259
22631292,22655316,22629392
22631296,22655346,22629412
22631309,22655400,22629422
22631363,22655432,22629474
22631375,22655435,22629495
22631386,22655445,22629567
22631444,22655518,22629621
22631465,22655599,22629656
22631510,22655637,22629679
22631519,22655706,22629720
22631524,22655712,22629777
22631658,22655742,22629833
22631668,22655746,22629864
22631709,22655789,22629870
22631724,22655978,22629907
22631766,22656034,22629912
22631771,22656045,22629914
22631776,22656066,22629947
22631794,22656068,22629984
22631799,22656119,22629992
22631864,22656163,22630036
22631872,22656217,22630041
22631895,22656238,22630059
22631902,22656307,22630069
22631918,22656327,22630073
22631926,22656459,22630077
22631962,22656462,22630112
22632010,22656494,22630115
22632037,22656513,22630156
22632038,22656629,22630198
22632057,22656635,22630199
22632060,22656644,22630210
22632060,22656669,22630257
22632153,22656709,22630279
22632157,22656727,22630302
22632181,22656753,22630319
22632184,22656852,22630350
22632245,22656860,22630357
22632287,22656912,22630420
22632303,22656947,22630509
22632326,22656971,22630511
22632332,22657004,22630558
22632356,22657059,22630630
22632377,22657100,22630632
22632405,22657101,22630732
22632444,22657189,22630751
22632452,22657233,22630776
22632494,22657378,22630820
22632520,22657431,22630867
22632585,22657459,22630887
22632590,22657462,22630927
22632643,22657468,22630955
22632646,22657519,22630975
22632656,22657540,22630975
22632661,22657557,22630989
22632679,22657561,22631019
22632751,22657573,22631024
22632754,22657580,22631049
22632755,22657591,22631158
22632860,22657600,22631162
22632868,22657644,22631163
22633010,22657647,22631181
22633036,22657671,22631184
22633051,22657672,22631193
22633062,22657699,22631197
22633104,22657712,22631241
22633164,22657758,22631265
22633166,22657762,22631405
22633167,22657802,22631453
22633178,22657827,22631475
22633186,22657883,22631506
22633206,22657915,22631527
22633236,22657916,22631533
22633237,22657922,22631563
22633254,22657976,22631571
22633258,22657977,22631587
22633284,22658042,22631597
22633312,22658044,22631608
22633348,22658159,22631617
22633389,22658190,22631619
22633392,22658204,22631636
22633395,22658264,22631647
22633400,22658286,22631652
22633425,22658353,22631666
22633450,22658384,22631680
22633492,22658385,22631719
22633513,22658393,22631721
22633560,22658550,22631764
22633566,22658553,22631798
22633613,22658586,22631829
22633639,22658613,22631870
22633667,22658619,22631893
22633681,22658640,22631909
22633684,22658670,22631911
22633684,22658676,22631976
22633709,22658678,22631992
22633726,22658700,22631996
22633732,22658736,22632003
22633768,22658791,22632014
22633779,22658811,22632014
22633814,22658837,22632074
22633844,22658843,22632082
22633921,22658878,22632102
22633977,22658880,22632132
22633995,22658905,22632138
22634012,22658911,22632202
22634027,22658932,22632207
22634037,22658995,22632247
22634044,22659030,22632256
22634063,22659030,22632273
22634090,22659037,22632370
22634092,22659059,22632390
22634097,22659062,22632409
22634119,22659145,22632436
22634132,22659164,22632466
22634134,22659216,22632546
22634185,22659297,22632552
22634230,22659312,22632576
22634231,22659343,22632630
22634271,22659362,22632670
22634324,22659367,22632689
22634408,22659372,22632740
22634468,22659418,22632760
22634473,22659436,22632812
22634523,22659436,22632978
22634583,22659503,22633001
22634735,22659514,22633026
22634767,22659591,22633064
22634837,22659603,22633069
22634839,22659626,22633114
22634886,22659683,22633114
22634969,22659729,22633139
22634970,22659769,22633139
22635011,22659805,22633143
22635045,22659858,22633146
22635065,22659876,22633150
22635100,22659905,22633338
22635105,22659907,22633354
22635131,22659932,22633370
22635142,22659943,22633482
22635166,22659980,22633549
22635169,22659981,22633588
22635173,22660047,22633625
22635432,22660076,22633635
22635453,22660077,22633658
22635503,22660097,22633666
22635504,22660108,22633681
22635561,22660153,22633746
22635587,22660200,22633771
22635598,22660211,22633783
22635612,22660267,22633788
22635656,22660270,22633801
22635657,22660285,22633844
22635692,22660296,22633918
22635696,22660346,22633936
22635733,22660366,22633940
22635766,22660366,22634001
22635791,22660479,22634009
22635791,22660561,22634041
22635822,22660572,22634051
22635826,22660598,22634146
22635826,22660614,22634149
22635842,22660669,22634164
22635892,22660735,22634173
22635992,22660758,22634190
22636005,22660779,22634217
22636037,22660796,22634247
22636156,22660816,22634319
22636175,22660867,22634348
22636189,22660873,22634430
22636199,22660912,22634433
22636245,22660941,22634459
22636280,22660945,22634491
22636283,22660951,22634495
22636313,22661040,22634495
22636324,22661087,22634527
22636332,22661114,22634535
22636338,22661127,22634571
22636342,22661139,22634625
22636396,22661154,22634627
22636407,22661206,22634702
22636422,22661238,22634753
22636440,22661312,22634755
22636462,22661316,22634773
22636518,22661356,22634777
22636547,22661374,22634818
22636561,22661388,22634826
22636592,22661431,22634867
22636624,22661465,22634884
22636664,22661489,22634929
22636672,22661495,22635035
22636674,22661561,22635052
22636695,22661749,22635134
22636722,22661759,22635135
22636733,22661771,22635186
22636747,22661854,22635203
22636789,22661901,22635264
22636792,22661916,22635269
22636801,22662015,22635314
22636849,22662058,22635387
22636871,22662160,22635438
22636871,22662196,22635447
22636876,22662301,22635482
22637006,22662327,22635491
22637032,22662336,22635498
22637073,22662366,22635517
22637089,22662452,22635583
22637189,22662498,22635623
22637204,22662503,22635917
22637223,22662528,22635973
22637230,22662627,22636056
22637241,22662749,22636089
22637246,22662801,22636091
22637271,22662852,22636130
22637280,22662853,22636140
22637291,22662870,22636174
22637355,22662887,22636176
22637395,22662899,22636239
22637400,22662915,22636264
22637423,22662930,22636296
22637431,22662939,22636308
22637440,22662989,22636353
22637461,22663026,22636364
22637473,22663053,22636385
22637475,22663057,22636407
22637510,22663077,22636411
22637553,22663098,22636453
22637606,22663121,22636629
22637613,22663124,22636668
22637640,22663175,22636669
22637660,22663343,22636674
22637668,22663399,22636693
22637676,22663426,22636734
22637694,22663514,22636799
22637749,22663653,22636874
22637761,22663684,22636897
22637762,22663688,22636913
22637781,22663738,22636998
22637785,22663738,22637113
22637813,22663759,22637147
22637876,22663799,22637179
22637883,22663880,22637227
22637919,22663921,22637230
22637943,22663980,22637247
22637953,22664054,22637359
22637966,22664155,22637372
22637983,22664173,22637398
22638060,22664223,22637438
22638091,22664246,22637445
22638095,22664267,22637476
22638146,22664372,22637521
22638161,22664384,22637533
22638199,22664471,22637599
22638262,22664482,22637693
22638279,22664490,22637706
22638360,22664513,22637730
22638458,22664566,22637746
22638461,22664607,22637908
22638481,22664681,22637979
22638509,22664791,22637990
22638532,22664834,22638061
22638536,22664854,22638112
22638550,22664909,22638120
22638582,22664999,22638146
22638584,22665015,22638280
22638680,22665129,22638280
22638766,22665167,22638290
22638858,22665190,22638306
22638892,22665209,22638314
22638916,22665232,22638345
22638923,22665386,22638346
22638953,22665392,22638380
22638961,22665435,22638382
22638970,22665504,22638470
22638971,22665534,22638490
22638973,22665577,22638499
22639010,22665616,22638542
22639043,22665682,22638565
22639045,22665704,22638624
22639048,22665707,22638684
22639058,22665714,22638692
22639098,22665735,22638700
22639115,22665847,22638725
22639150,22665985,22638799
22639156,22666006,22638844
22639160,22666011,22638851
22639167,22666046,22638907
22639309,22666050,22638940
22639334,22666059,22638987
22639369,22666067,22639016
22639389,22666078,22639053
22639448,22666117,22639057
22639510,22666194,22639063
22639572,22666224,22639103
22639591,22666268,22639117
22639612,22666274,22639163
22639631,22666384,22639177
22639701,22666456,22639217
22639754,22666474,22639224
22639766,22666491,22639244
22639769,22666562,22639351
22639831,22666569,22639423
22639837,22666608,22639435
22639839,22666651,22639520
22639865,22666834,22639523
22639882,22666898,22639623
22639886,22667019,22639707
22639887,22667031,22639725
22639896,22667073,22639774
22639901,22667181,22639787
22639950,22667200,22639829
22639972,22667256,22639850
22640025,22667336,22639889
22640034,22667419,22639996
22640060,22667525,22640111
22640099,22667572,22640181
22640130,22667574,22640256
22640169,22667678,22640264
22640179,22667734,22640312
22640189,22667740,22640378
22640202,22667791,22640512
22640204,22667894,22640553
22640282,22667904,22640557
22640283,22667934,22640611
22640338,22667939,22640619
22640342,22667951,22640626
22640450,22667994,22640629
22640452,22668001,22640651
22640485,22668031,22640675
22640485,22668056,22640714
22640502,22668088,22640789
22640506,22668089,22640801
22640509,22668440,22640909
22640513,22668443,22640909
22640675,22668518,22640923
22640676,22668630,22640980
22640688,22668632,22641033
22640690,22668698,22641051
22640761,22668765,22641068
22640787,22668779,22641073
22640787,22668841,22641130
22640790,22668843,22641162
22640916,22668910,22641219
22640924,22668940,22641226
22640949,22668996,22641246
22640980,22669004,22641269
22641002,22669087,22641277
22641015,22669145,22641329
22641108,22669148,22641375
22641113,22669150,22641394
22641138,22669173,22641448
22641202,22669261,22641492
22641290,22669305,22641522
22641375,22669312,22641619
22641378,22669319,22641755
22641402,22669351,22641930
22641416,22669380,22641954
22641429,22669557,22641979
22641486,22669597,22642013
22641502,22669678,22642035
22641546,22669884,22642072
22641569,22669946,22642117
22641593,22670037,22642137
22641712,22670141,22642295
22641817,22670181,22642323
22641826,22670204,22642393
22641850,22670221,22642436
22641851,22670361,22642444
22641853,22670442,22642469
22641862,22670533,22642497
22641863,22670689,22642510
22641870,22670712,22642602
22641896,22670715,22642608
22641958,22670727,22642682
22641997,22670734,22642787
22642103,22671001,22642808
22642154,22671089,22642812
22642171,22671137,22642856
22642242,22671313,22642898
22642282,22671535,22642917
22642358,22671576,22642939
22642415,22671831,22642951
22642467,22671936,22642995
22642505,22671972,22643158
22642553,22672025,22643212
22642590,22672039,22643222
22642633,22672072,22643272
22642697,22672083,22643277
22642715,22672099,22643333
22642718,22672291,22643384
22642896,22672301,22643455
22642955,22672301,22643459
22642999,22672325,22643473
22643049,22672331,22643495
22643060,22672437,22643499
22643156,22672488,22643530
22643241,22672702,22643530
22643261,22672775,22643571
22643282,22672822,22643580
22643335,22672846,22643613
22643345,22672854,22643692
22643356,22673271,22643713
22643368,22673329,22643745
22643388,22673398,22643879
22643394,22673461,22643953
22643478,22673483,22643958
22643550,22673591,22643961
22643577,22673641,22644137
22643604,22673740,22644144
22643606,22673741,22644175
22643610,22673747,22644191
22643626,22673757,22644345
22643687,22673986,22644346
22643714,22674051,22644360
22643755,22674082,22644443
22643815,22674083,22644496
22643849,22674123,22644504
22643860,22674173,22644721
22643866,22674198,22644773
22643871,22674266,22644774
22643873,22674363,22644840
22643887,22674403,22644854
22643975,22674506,22644950
22644066,22674820,22645076
22644071,22674823,22645104
22644104,22675067,22645116
22644119,22675147,22645127
22644137,22675176,22645226
22644225,22675241,22645247
22644237,22675398,22645251
22644277,22675467,22645298
22644309,22675564,22645317
22644309,22675614,22645330
22644322,22675695,22645423
22644330,22675817,22645444
22644343,22675857,22645451
22644353,22675964,22645496
22644413,22676012,22645519
22644461,22676046,22645546
22644520,22676071,22645564
22644520,22676236,22645606
22644571,22676248,22645648
22644595,22676366,22645664
22644640,22676505,22645688
22644734,22676629,22645689
22644750,22676750,22645700
22644800,22676768,22645709
22644862,22676787,22645764
22644939,22676916,22645829
22644985,22676997,22645833
22644996,22677070,22645959
22645084,22677119,22645977
22645118,22677165,22646116
22645146,22677185,22646121
22645150,22677270,22646139
22645277,22677386,22646165
22645278,22677395,22646167
22645288,22677467,22646196
22645289,22677664,22646198
22645380,22677767,22646210
22645390,22677827,22646255
22645452,22677948,22646256
22645456,22678180,22646305
22645479,22678276,22646311
22645639,22678585,22646322
22645697,22678639,22646340
22645784,22678647,22646359
22645876,22678672,22646360
22645888,22678713,22646362
22646114,22678857,22646376
22646118,22678882,22646441
22646119,22678986,22646456
22646159,22679144,22646491
22646208,22679201,22646516
22646260,22679249,22646529
22646263,22679258,22646532
22646278,22679415,22646532
22646281,22679416,22646609
22646298,22679444,22646628
22646393,22679463,22646654
22646500,22679485,22646696
22646635,22679488,22646768
22646737,22679588,22646853
22646740,22679615,22646902
22646976,22679673,22646944
22647022,22679734,22646954
22647116,22679764,22647015
22647175,22679783,22647053
22647223,22679896,22647083
22647264,22679916,22647103
22647335,22679974,22647111
22647341,22680006,22647158
22647361,22680026,22647196
22647449,22680221,22647206
22647464,22680330,22647256
22647497,22680341,22647261
22647541,22680501,22647274
22647591,22680872,22647480
22647601,22681275,22647482
22647668,22681658,22647491
22647718,22681711,22647537
22647733,22681743,22647541
22647852,22681862,22647573
22647906,22682119,22647597
22647948,22682216,22647638
22647962,22682263,22647649
22647971,22682296,22647713
22647982,22682301,22647791
22648195,22682328,22647816
22648249,22682411,22647872
22648280,22682513,22647886
22648295,22682538,22647916
22648301,22682580,22647952
22648303,22682647,22647970
22648357,22682672,22647997
22648365,22682679,22648020
22648373,22682779,22648059
22648378,22682849,22648070
22648450,22682868,22648094
22648625,22682942,22648123
22648634,22682952,22648325
22648659,22683017,22648381
22648663,22683151,22648391
22648717,22683177,22648401
22648950,22683292,22648404
22648951,22683359,22648451
22648990,22683500,22648470
22648995,22683660,22648513
22649014,22683670,22648533
22649024,22683728,22648537
22649042,22683730,22648545
22649047,22683750,22648547
22649068,22683801,22648554
22649105,22683831,22648589
22649129,22683869,22648606
22649213,22683927,22648637
22649251,22684024,22648706
22649309,22684102,22648707
22649331,22684152,22648732
22649538,22684212,22648735
22649563,22684445,22648740
22649590,22684455,22648744
22649648,22684558,22648791
22649697,22684759,22648850
22649789,22684826,22648862
22649806,22684841,22648891
22649810,22685012,22648902
22649910,22685055,22648920
22649932,22685415,22648924
22649968,22685425,22649010
22650048,22685530,22649021
22650065,22685669,22649053
22650104,22685710,22649063
22650138,22685767,22649064
22650147,22685843,22649120
22650166,22685849,22649136
22650209,22685961,22649143
22650225,22686296,22649201
22650238,22686302,22649209
22650298,22686326,22649217
22650311,22686351,22649228
22650344,22686430,22649319
22650358,22686435,22649325
22650418,22686488,22649327
22650465,22686523,22649332
22650507,22686792,22649333
22650517,22686830,22649349
22650544,22686882,22649355
22650618,22686931,22649360
22650649,22687004,22649363
22650661,22687008,22649432
22650673,22687090,22649432
22650700,22687116,22649495
22650743,22687135,22649499
22650783,22687149,22649510
22650816,22687190,22649538
22650894,22687200,22649539
22650898,22687218,22649548
22651001,22687340,22649611
22651067,22687370,22649672
22651123,22687417,22649720
22651130,22687437,22649730
22651154,22687561,22649794
22651171,22687594,22649815
22651182,22687626,22649848
22651212,22687627,22649881
22651259,22687642,22649906
22651281,22687689,22649947
22651290,22687692,22649964
22651316,22687721,22650072
22651347,22687795,22650076
22651387,22687798,22650124
22651399,22687921,22650133
22651402,22687999,22650142
22651435,22688006,22650145
22651435,22688016,22650181
22651438,22688066,22650204
22651533,22688095,22650234
22651542,22688236,22650259
22651548,22688302,22650304
22651573,22688309,22650320
22651585,22688317,22650329
22651633,22688333,22650366
22651662,22688356,22650425
22651687,22688361,22650461
22651711,22688366,22650540
22651843,22688440,22650546
22651866,22688484,22650596
22651899,22688485,22650605
22651923,22688532,22650618
22652007,22688559,22650659
22652018,22688614,22650736
22652089,22688667,22650740
22652120,22688758,22650808
22652134,22688763,22650840
22652135,22688796,22650860
22652140,22688800,22650868
22652143,22688824,22650887
22652152,22688861,22650965
22652176,22688905,22651049
22652192,22688959,22651115
22652296,22688966,22651165
22652339,22689080,22651211
22652359,22689090,22651228
22652437,22689108,22651297
22652438,22689181,22651311
22652505,22689183,22651319
22652532,22689223,22651327
22652571,22689239,22651359
22652589,22689289,22651376
22652627,22689377,22651396
22652633,22689463,22651397
22652634,22689470,22651474
22652642,22689501,22651492
22652677,22689518,22651503
22652691,22689529,22651514
22652710,22689555,22651525
22652724,22689626,22651577
22652739,22689662,22651580
22652775,22689668,22651643
22652820,22689671,22651685
22652842,22689790,22651721
22652860,22689796,22651771
22652926,22689811,22651775
22652978,22689813,22651781
22653015,22689818,22651809
22653101,22689887,22651913
22653105,22689910,22651916
22653158,22689966,22651929
22653194,22689967,22652036
22653207,22689995,22652044
22653219,22690013,22652083
22653248,22690080,22652129
22653287,22690086,22652173
22653330,22690122,22652267
22653348,22690130,22652269
22653404,22690263,22652319
22653491,22690267,22652371
22653540,22690279,22652386
22653571,22690280,22652394
22653696,22690339,22652417
22653704,22690378,22652439
22653718,22690387,22652465
22653752,22690400,22652531
22653760,22690413,22652567
22653842,22690424,22652619
22653930,22690442,22652626
22653976,22690519,22652648
22653983,22690520,22652677
22654001,22690539,22652736
22654005,22690571,22652739
22654073,22690579,22652775
22654080,22690584,22652794
22654086,22690655,22652811
22654094,22690669,22652839
22654113,22690682,22652921
22654121,22690751,22652922
22654123,22690862,22652922
22654131,22690976,22652932
22654165,22690999,22652946
22654223,22691069,22652973
22654293,22691118,22652985
22654294,22691176,22653023
22654295,22691239,22653034
22654320,22691242,22653037
22654399,22691263,22653043
22654463,22691340,22653111
22654488,22691347,22653213
22654547,22691349,22653266
22654553,22691392,22653297
22654575,22691454,22653311
22654599,22691479,22653328
22654599,22691517,22653334
22654600,22691564,22653335
22654648,22691603,22653339
22654660,22691614,22653354
22654690,22691637,22653370
22654788,22691644,22653399
22654807,22691670,22653432
22654862,22691704,22653547
22654926,22691705,22653613
22654953,22691711,22653637
22654965,22691742,22653641
22654968,22691745,22653683
22655001,22691757,22653687
22655006,22691790,22653748
22655014,22691805,22653753
22655044,22691844,22653804
22655077,22691853,22653833
22655162,22691909,22653916
22655186,22691918,22653952
22655250,22691941,22653981
22655258,22692041,22654000
22655289,22692052,22654017
22655347,22692130,22654083
22655367,22692139,22654108
22655372,22692175,22654149
22655383,22692205,22654216
22655384,22692212,22654290
22655399,22692219,22654365
22655402,22692246,22654375
22655410,22692299,22654449
22655410,22692305,22654520
22655467,22692333,22654532
22655468,22692349,22654540
22655496,22692365,22654545
22655504,22692384,22654576
22655543,22692389,22654712
22655545,22692412,22654801
22655601,22692435,22654886
22655625,22692444,22654939
22655649,22692444,22654959
22655714,22692516,22655044
22655792,22692523,22655111
22655911,22692542,22655114
22655925,22692567,22655142
22655945,22692594,22655232
22656026,22692595,22655238
22656054,22692603,22655240
22656190,22692624,22655253
22656213,22692668,22655278
22656274,22692690,22655335
22656292,22692748,22655355
22656296,22692839,22655360
22656301,22692860,22655364
22656310,22692876,22655396
22656364,22692898,22655452
22656371,22692913,22655497
22656411,22692918,22655544
22656414,22693075,22655576
22656432,22693081,22655588
22656474,22693084,22655611
22656514,22693111,22655670
22656520,22693137,22655678
22656534,22693156,22655692
22656543,22693163,22655693
22656629,22693172,22655723
22656673,22693225,22655765
22656706,22693233,22655775
22656712,22693238,22655787
22656713,22693293,22655817
22656792,22693332,22655818
22656843,22693342,22655827
22656869,22693364,22655838
22656872,22693423,22655858
22656896,22693431,22655859
22656919,22693438,22655866
22656942,22693447,22655880
22656955,22693476,22655915
22656972,22693504,22655916
22657016,22693506,22655964
22657016,22693510,22656073
22657092,22693529,22656118
22657102,22693558,22656130
22657114,22693579,22656141
22657128,22693579,22656143
22657179,22693607,22656216
22657300,22693619,22656241
22657328,22693630,22656322
22657391,22693631,22656338
22657410,22693638,22656349
22657428,22693717,22656364
22657440,22693750,22656448
22657562,22693795,22656495
22657601,22693804,22656518
22657610,22693811,22656533
22657611,22693841,22656546
22657630,22693916,22656566
22657689,22693922,22656608
22657729,22693936,22656617
22657802,22693936,22656663
22657872,22693937,22656674
22657924,22693952,22656701
22657942,22693966,22656707
22657954,22693980,22656708
22657978,22693980,22656786
22658120,22693985,22656876
22658183,22694000,22656879
22658183,22694029,22656891
22658216,22694072,22656933
22658237,22694075,22656945
22658265,22694111,22656976
22658291,22694124,22656984
22658305,22694129,22657026
22658358,22694183,22657042
22658391,22694251,22657043
22658401,22694256,22657050
22658430,22694315,22657059
22658553,22694354,22657074
22658566,22694379,22657134
22658571,22694391,22657176
22658591,22694396,22657183
22658606,22694432,22657196
22658611,22694450,22657212
22658672,22694453,22657321
22658678,22694460,22657480
22658696,22694460,22657543
22658701,22694481,22657606
22658712,22694512,22657618
22658717,22694532,22657731
22658724,22694601,22657751
22658811,22694633,22657762
22658904,22694687,22657773
22659013,22694700,22657778
22659085,22694723,22657846
22659088,22694744,22658085
22659108,22694748,22658126
22659139,22694824,22658166
22659171,22694828,22658206
22659203,22694831,22658224
22659206,22694845,22658237
22659304,22694862,22658310
22659318,22694867,22658331
22659325,22694868,22658403
22659345,22694890,22658447
22659443,22694910,22658489
22659464,22694928,22658513
22659482,22694930,22658560
22659506,22694984,22658583
22659558,22694988,22658625
22659564,22695000,22658668
22659596,22695013,22658709
22659672,22695013,22658762
22659779,22695030,22658778
22659793,22695031,22658847
22659945,22695045,22658882
22660001,22695057,22658884
22660067,22695066,22658939
22660151,22695127,22658967
22660207,22695162,22658976
22660212,22695220,22658985
22660245,22695244,22659020
22660277,22695270,22659119
22660307,22695282,22659120
22660334,22695289,22659232
22660347,22695293,22659311
22660367,22695340,22659362
22660384,22695343,22659396
22660470,22695370,22659404
22660474,22695375,22659462
22660503,22695388,22659526
22660519,22695396,22659564
22660528,22695403,22659585
22660535,22695421,22659651
22660538,22695441,22659653
22660669,22695441,22659664
22660700,22695444,22659736
22660803,22695454,22659782
22660833,22695475,22659786
22660853,22695498,22659826
22660862,22695500,22659850
22660865,22695504,22659856
22660887,22695535,22659903
22660889,22695550,22659904
22660892,22695552,22659908
22660914,22695584,22659941
22660926,22695585,22660097
22660935,22695588,22660098
22660935,22695621,22660146
22660941,22695645,22660161
22660943,22695650,22660187
22661030,22695659,22660274
22661049,22695705,22660411
22661050,22695720,22660414
22661057,22695732,22660510
22661066,22695751,22660561
22661072,22695769,22660753
22661074,22695800,22660820
22661181,22695805,22660826
22661182,22695849,22660905
22661305,22695863,22660905
22661317,22695871,22660950
22661334,22695882,22660956
22661337,22695886,22660974
22661387,22695909,22660998
22661394,22695936,22661049
22661395,22695936,22661127
22661456,22695955,22661139
22661462,22695975,22661145
22661463,22696001,22661179
22661527,22696008,22661200
22661535,22696009,22661229
22661545,22696059,22661303
22661615,22696079,22661431
22661633,22696093,22661450
22661653,22696146,22661498
22661654,22696180,22661604
22661752,22696180,22661639
22661867,22696198,22661667
22661870,22696204,22661688
22661955,22696206,22661716
22662041,22696231,22661853
22662116,22696259,22661901
22662246,22696440,22661902
22662279,22696463,22662022
22662333,22696476,22662088
22662343,22696480,22662194
22662391,22696543,22662210
22662404,22696546,22662252
22662434,22696551,22662257
22662499,22696557,22662486
22662520,22696595,22662515
22662523,22696610,22662547
22662526,22696654,22662562
22662577,22696796,22662679
22662579,22696814,22662690
22662654,22696843,22662840
22662679,22696868,22662924
22662749,22696899,22662980
22662800,22696925,22663071
22662881,22696971,22663081
22662935,22696980,22663174
22662956,22696998,22663194
22662972,22697014,22663320
22662973,22697039,22663484
22662994,22697047,22663534
22663060,22697058,22663553
22663084,22697059,22663621
22663142,22697163,22663652
22663248,22697181,22663798
22663264,22697236,22663813
22663288,22697237,22664002
22663388,22697265,22664047
22663414,22697291,22664082
22663509,22697309,22664155
22663514,22697322,22664170
22663628,22697344,22664177
22663637,22697357,22664199
22663685,22697359,22664276
22663695,22697365,22664278
22663749,22697420,22664349
22663794,22697423,22664438
22663942,22697452,22664441
22663998,22697476,22664501
22664022,22697482,22664510
22664123,22697507,22664520
22664263,22697541,22664556
22664305,22697570,22664594
22664330,22697662,22664663
22664341,22697679,22664832
22664447,22697722,22664954
22664489,22697738,22664996
22664558,22697751,22665010
22664574,22697751,22665084
22664583,22697752,22665100
22664608,22697773,22665115
22664744,22697777,22665261
22664905,22697781,22665433
22664939,22697834,22665438
22665149,22697836,22665438
22665208,22697873,22665523
22665324,22697893,22665556
22665355,22697896,22665622
22665422,22697917,22665811
22665423,22697927,22665942
22665460,22697928,22665958
22665473,22697935,22665964
22665480,22697939,22666032
22665566,22697955,22666147
22665569,22697968,22666338
22665582,22697978,22666373
22665619,22697996,22666381
22665668,22698026,22666480
22665674,22698044,22666535
22665726,22698053,22666578
22665743,22698111,22666606
22665789,22698134,22666646
22665798,22698142,22666657
22665884,22698182,22666763
22665933,22698184,22666872
22665960,22698195,22667159
22666033,22698265,22667336
22666118,22698266,22667722
