0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12642612,12638633,12649678,12652980,12652346,12652640,,12653616,12649320,12649062,12642599,12638311,12648472,12653031,12653836,12653049,12650023,12654641,,12656054,12638495,12653596,12660005,12652676,12642571,12637984,12648707,12654539,12642295,12638122,12649706,12653731,12648970,12654595,12654117,12649389,12650174,12639512,12634549,12641843
12642617,12638638,12649691,12652982,12652354,12652655,,12653616,12649346,12649080,12642599,12638316,12648472,12653036,12653841,12653049,12650046,12654664,,12656067,12638505,12653634,12660018,12652678,12642576,12637984,12648722,12654549,12642295,12638127,12649719,12653731,12648970,12654605,12654117,12649415,12650176,12639512,12634554,12641845
12642622,12638643,12649701,12652985,12652369,12652658,,12653626,12649348,12649121,12642604,12638316,12648472,12653036,12653846,12653049,12650046,12654669,,12656072,12638505,12653652,12660033,12652691,12642589,12637999,12648740,12654567,12642295,12638127,12649724,12653739,12648993,12654605,12654127,12649435,12650184,12639512,12634557,12641858
12642622,12638643,12649706,12652990,12652369,12652686,,12653647,12649351,12649131,12642604,12638321,12648474,12653046,12653846,12653054,12650051,12654669,,12656077,12638505,12653657,12660043,12652696,12642594,12638004,12648753,12654577,12642300,12638127,12649734,12653739,12648996,12654628,12654130,12649440,12650184,12639517,12634559,12641863
12642622,12638661,12649706,12652990,12652387,12652691,,12653672,12649351,12649134,12642607,12638326,12648482,12653049,12653851,12653059,12650054,12654674,,12656087,12638505,12653662,12660046,12652709,12642594,12638007,12648781,12654582,12642308,12638132,12649739,12653749,12649006,12654628,12654140,12649443,12650189,12639525,12634562,12641863
12642625,12638661,12649729,12652995,12652387,12652701,,12653680,12649361,12649149,12642612,12638329,12648487,12653049,12653854,12653072,12650061,12654679,,12656090,12638508,12653667,12660171,12652714,12642604,12638007,12648799,12654592,12642308,12638132,12649739,12653772,12649006,12654661,12654140,12649448,12650189,12639530,12634562,12641863
12642632,12638666,12649732,12652998,12652397,12652701,,12653685,12649364,12649149,12642617,12638329,12648510,12653059,12653859,12653082,12650061,12654692,,12656113,12638510,12653670,12660189,12652719,12642604,12638009,12648799,12654595,12642313,12638132,12649747,12653777,12649011,12654661,12654145,12649461,12650189,12639530,12634562,12641871
12642640,12638679,12649734,12653003,12652415,12652704,,12653703,12649366,12649154,12642627,12638331,12648536,12653059,12653859,12653087,12650105,12654692,,12656118,12638510,12653680,12660199,12652719,12642612,12638012,12648814,12654595,12642313,12638142,12649760,12653777,12649021,12654669,12654158,12649463,12650197,12639530,12634562,12641881
12642645,12638697,12649739,12653008,12652415,12652709,,12653713,12649417,12649154,12642630,12638339,12648538,12653064,12653882,12653087,12650110,12654697,,12656131,12638513,12653698,12660202,12652719,12642612,12638017,12648822,12654600,12642313,12638142,12649783,12653795,12649024,12654687,12654173,12649484,12650197,12639530,12634567,12641881
12642645,12638707,12649765,12653013,12652425,12652722,,12653736,12649435,12649162,12642630,12638347,12648541,12653074,12653900,12653087,12650130,12654707,,12656151,12638518,12653703,12660235,12652724,12642612,12638017,12648832,12654613,12642318,12638145,12649788,12653800,12649039,12654692,12654176,12649489,12650207,12639530,12634567,12641914
12642648,12638707,12649765,12653031,12652443,12652724,,12653739,12649438,12649172,12642632,12638347,12648569,12653077,12653902,12653123,12650133,12654715,,12656169,12638523,12653708,12660253,12652732,12642617,12638017,12648837,12654623,12642323,12638145,12649793,12653813,12649047,12654715,12654176,12649512,12650238,12639535,12634567,12641945
12642658,12638715,12649770,12653036,12652443,12652727,,12653749,12649443,12649177,12642635,12638347,12648574,12653082,12653902,12653128,12650156,12654720,,12656169,12638528,12653713,12660276,12652747,12642617,12638022,12648878,12654636,12642326,12638147,12649801,12653823,12649062,12654720,12654181,12649530,12650243,12639535,12634572,12641950
12642668,12638722,12649778,12653041,12652443,12652742,,12653749,12649448,12649185,12642658,12638349,12648574,12653082,12653910,12653128,12650192,12654725,,12656169,12638538,12653734,12660332,12652750,12642617,12638032,12648909,12654646,12642326,12638160,12649801,12653846,12649070,12654728,12654191,12649535,12650245,12639535,12634572,12641955
12642668,12638730,12649780,12653059,12652461,12652755,,12653757,12649453,12649200,12642668,12638349,12648579,12653087,12653915,12653128,12650207,12654751,,12656179,12638541,12653744,12660373,12652755,12642622,12638040,12648914,12654651,12642328,12638165,12649806,12653846,12649085,12654738,12654191,12649540,12650248,12639535,12634572,12641955
12642668,12638735,12649783,12653067,12652466,12652773,,12653767,12649489,12649200,12642681,12638357,12648612,12653095,12653920,12653138,12650222,12654756,,12656187,12638551,12653762,12660396,12652760,12642627,12638045,12648924,12654659,12642331,12638168,12649811,12653846,12649098,12654738,12654199,12649548,12650253,12639535,12634575,12641963
12642671,12638740,12649798,12653082,12652476,12652778,,12653767,12649494,12649200,12642681,12638362,12648656,12653097,12653933,12653146,12650240,12654761,,12656246,12638556,12653772,12660442,12652773,12642627,12638045,12648929,12654659,12642331,12638168,12649811,12653864,12649103,12654753,12654209,12649553,12650263,12639535,12634575,12641968
12642673,12638743,12649803,12653090,12652479,12652798,,12653780,12649499,12649203,12642686,12638362,12648661,12653100,12653956,12653146,12650240,12654774,,12656279,12638569,12653772,12660470,12652788,12642630,12638048,12648947,12654669,12642336,12638168,12649829,12653877,12649116,12654756,12654209,12649573,12650286,12639540,12634577,12641973
12642676,12638753,12649816,12653092,12652507,12652806,,12653782,12649512,12649205,12642709,12638362,12648661,12653105,12653969,12653151,12650253,12654779,,12656302,12638577,12653782,12660473,12652801,12642640,12638048,12648955,12654677,12642341,12638173,12649839,12653879,12649126,12654771,12654214,12649581,12650294,12639540,12634577,12641983
12642681,12638753,12649824,12653123,12652517,12652811,,12653805,12649527,12649205,12642709,12638362,12648666,12653128,12653974,12653164,12650268,12654799,,12656325,12638587,12653790,12660483,12652806,12642640,12638050,12648970,12654679,12642341,12638178,12649844,12653892,12649131,12654774,12654217,12649609,12650299,12639540,12634580,12642006
12642691,12638758,12649831,12653128,12652517,12652829,,12653813,12649530,12649218,12642714,12638375,12648676,12653133,12653984,12653179,12650276,12654802,,12656376,12638592,12653800,12660519,12652806,12642640,12638053,12648988,12654700,12642346,12638183,12649890,12653897,12649141,12654779,12654232,12649609,12650299,12639540,12634580,12642009
12642691,12638768,12649839,12653151,12652525,12652829,,12653813,12649545,12649223,12642714,12638395,12648702,12653143,12653984,12653192,12650284,12654820,,12656379,12638597,12653803,12660626,12652811,12642645,12638058,12649006,12654710,12642354,12638183,12649890,12653923,12649144,12654779,12654268,12649614,12650304,12639543,12634580,12642024
12642699,12638771,12649839,12653189,12652543,12652834,,12653823,12649558,12649226,12642717,12638395,12648707,12653146,12653989,12653202,12650286,12654825,,12656407,12638610,12653813,12660741,12652811,12642650,12638063,12649034,12654715,12642354,12638191,12649903,12653966,12649149,12654784,12654291,12649619,12650304,12639545,12634580,12642024
12642704,12638799,12649849,12653192,12652543,12652847,,12653836,12649578,12649236,12642719,12638403,12648717,12653156,12654002,12653207,12650294,12654840,,12656412,12638610,12653818,12660746,12652819,12642653,12638063,12649044,12654728,12642354,12638196,12649916,12653966,12649149,12654784,12654301,12649624,12650317,12639548,12634582,12642029
12642704,12638799,12649852,12653192,12652548,12652867,,12653841,12649596,12649236,12642727,12638408,12648725,12653164,12654002,12653215,12650307,12654858,,12656440,12638615,12653818,12660746,12652844,12642653,12638063,12649057,12654751,12642359,12638206,12649918,12653969,12649167,12654807,12654314,12649627,12650322,12639548,12634582,12642047
12642709,12638799,12649867,12653197,12652566,12652875,,12653841,12649599,12649246,12642732,12638408,12648727,12653207,12654010,12653215,12650322,12654858,,12656445,12638620,12653818,12660810,12652844,12642653,12638063,12649057,12654766,12642364,12638211,12649926,12653969,12649177,12654815,12654319,12649632,12650322,12639553,12634582,12642078
12642709,12638799,12649872,12653197,12652571,12652903,,12653841,12649604,12649251,12642732,12638413,12648730,12653210,12654015,12653220,12650327,12654881,,12656491,12638620,12653818,12660820,12652852,12642653,12638063,12649057,12654766,12642364,12638214,12649972,12653974,12649182,12654820,12654324,12649637,12650345,12639553,12634585,12642083
12642709,12638804,12649926,12653207,12652586,12652926,,12653849,12649609,12649264,12642732,12638418,12648735,12653210,12654030,12653220,12650345,12654899,,12656499,12638625,12653828,12660833,12652852,12642653,12638071,12649062,12654766,12642369,12638214,12649990,12653974,12649195,12654830,12654329,12649650,12650396,12639558,12634585,12642088
12642714,12638807,12649936,12653220,12652586,12652934,,12653864,12649614,12649264,12642732,12638418,12648740,12653215,12654035,12653220,12650373,12654904,,12656509,12638630,12653836,12660856,12652857,12642658,12638073,12649080,12654771,12642372,12638216,12649990,12653979,12649208,12654838,12654337,12649668,12650399,12639558,12634585,12642088
12642714,12638809,12649964,12653238,12652591,12652954,,12653887,12649637,12649297,12642737,12638421,12648768,12653220,12654038,12653220,12650376,12654907,,12656555,12638633,12653846,12660861,12652865,12642658,12638086,12649098,12654771,12642377,12638224,12649992,12653984,12649218,12654848,12654365,12649678,12650404,12639558,12634585,12642129
12642714,12638809,12649977,12653243,12652640,12652985,,12653895,12649655,12649302,12642740,12638423,12648776,12653225,12654066,12653230,12650386,12654922,,12656560,12638638,12653864,12660866,12652885,12642658,12638086,12649103,12654776,12642382,12638229,12649992,12653992,12649236,12654853,12654370,12649683,12650409,12639563,12634590,12642134
12642727,12638812,12649987,12653258,12652650,12652990,,12653902,12649673,12649305,12642742,12638426,12648804,12653225,12654076,12653258,12650391,12654922,,12656563,12638638,12653879,12660884,12652888,12642663,12638096,12649108,12654779,12642387,12638237,12650000,12653994,12649246,12654894,12654393,12649706,12650437,12639566,12634590,12642139
12642727,12638827,12650008,12653276,12652655,12653003,,12653905,12649678,12649305,12642745,12638426,12648832,12653228,12654081,12653289,12650396,12654930,,12656578,12638646,12653895,12660907,12652903,12642663,12638101,12649113,12654784,12642387,12638237,12650005,12653997,12649249,12654907,12654406,12649711,12650455,12639571,12634590,12642139
12642732,12638827,12650023,12653281,12652673,12653005,,12653933,12649701,12649310,12642745,12638431,12648832,12653243,12654086,12653294,12650422,12654932,,12656578,12638648,12653897,12660912,12652908,12642671,12638109,12649116,12654789,12642395,12638242,12650010,12654007,12649277,12654914,12654411,12649719,12650475,12639573,12634595,12642147
12642732,12638840,12650028,12653299,12652683,12653008,,12653933,12649729,12649315,12642765,12638431,12648837,12653248,12654089,12653297,12650424,12654935,,12656624,12638648,12653900,12660930,12652929,12642673,12638132,12649121,12654802,12642397,12638247,12650013,12654012,12649282,12654914,12654457,12649747,12650493,12639576,12634598,12642203
12642732,12638850,12650033,12653307,12652686,12653013,,12653938,12649760,12649318,12642768,12638431,12648837,12653256,12654094,12653317,12650460,12654935,,12656683,12638648,12653902,12660963,12652939,12642673,12638137,12649159,12654822,12642397,12638247,12650028,12654030,12649287,12654927,12654470,12649747,12650493,12639576,12634598,12642231
12642732,12638855,12650041,12653312,12652691,12653018,,12653948,12649798,12649333,12642773,12638439,12648850,12653271,12654112,12653325,12650468,12654945,,12656688,12638666,12653910,12660994,12652944,12642676,12638137,12649182,12654835,12642405,12638247,12650074,12654033,12649287,12654935,12654490,12649765,12650501,12639576,12634598,12642244
12642742,12638860,12650087,12653317,12652691,12653026,,12653951,12649806,12649338,12642778,12638444,12648850,12653276,12654112,12653340,12650478,12654958,,12656693,12638674,12653910,12661004,12652980,12642681,12638137,12649213,12654871,12642405,12638252,12650105,12654038,12649305,12654973,12654498,12649770,12650506,12639581,12634598,12642272
12642745,12638868,12650092,12653320,12652714,12653026,,12653951,12649816,12649338,12642783,12638449,12648868,12653284,12654112,12653345,12650488,12655014,,12656749,12638679,12653910,12661017,12652985,12642681,12638140,12649231,12654889,12642405,12638260,12650105,12654040,12649305,12654981,12654503,12649775,12650506,12639581,12634598,12642303
12642750,12638909,12650097,12653335,12652724,12653026,,12653956,12649844,12649348,12642786,12638449,12648873,12653284,12654117,12653345,12650501,12655042,,12656762,12638684,12653910,12661045,12652990,12642681,12638155,12649233,12654894,12642410,12638265,12650110,12654048,12649328,12654986,12654526,12649775,12650511,12639581,12634600,12642318
12642760,12638914,12650115,12653345,12652727,12653036,,12653961,12649849,12649348,12642796,12638449,12648878,12653294,12654140,12653353,12650506,12655045,,12656770,12638689,12653928,12661053,12652990,12642686,12638155,12649236,12654907,12642415,12638270,12650128,12654058,12649338,12654991,12654536,12649778,12650511,12639581,12634600,12642318
12642763,12638922,12650128,12653350,12652732,12653054,,12653971,12649852,12649348,12642796,12638454,12648883,12653307,12654153,12653368,12650519,12655060,,12656772,12638689,12653943,12661127,12653013,12642696,12638155,12649241,12654922,12642420,12638270,12650151,12654058,12649356,12654991,12654577,12649778,12650516,12639586,12634603,12642328
12642765,12638929,12650148,12653353,12652737,12653059,,12654002,12649857,12649351,12642801,12638459,12648891,12653312,12654153,12653368,12650524,12655065,,12656785,12638697,12653956,12661132,12653036,12642704,12638155,12649246,12654922,12642423,12638285,12650189,12654066,12649356,12654991,12654577,12649783,12650516,12639586,12634603,12642382
12642765,12638947,12650194,12653358,12652737,12653069,,12654007,12649880,12649351,12642806,12638464,12648896,12653325,12654163,12653381,12650534,12655078,,12656793,12638707,12653956,12661147,12653067,12642704,12638165,12649256,12654940,12642423,12638288,12650207,12654071,12649361,12655006,12654600,12649785,12650524,12639586,12634605,12642387
12642770,12638947,12650199,12653363,12652760,12653095,,12654007,12649885,12649356,12642814,12638464,12648901,12653330,12654199,12653381,12650557,12655083,,12656795,12638707,12653974,12661201,12653082,12642709,12638165,12649264,12654955,12642428,12638293,12650212,12654071,12649364,12655014,12654600,12649793,12650534,12639586,12634608,12642395
12642773,12638950,12650248,12653363,12652760,12653105,,12654030,12649898,12649369,12642819,12638472,12648901,12653335,12654217,12653396,12650560,12655088,,12656826,12638712,12653984,12661219,12653082,12642709,12638165,12649269,12654968,12642433,12638303,12650212,12654076,12649366,12655014,12654600,12649798,12650539,12639586,12634608,12642410
12642783,12638960,12650253,12653376,12652773,12653123,,12654040,12649903,12649379,12642829,12638477,12648924,12653335,12654219,12653399,12650565,12655116,,12656846,12638712,12653992,12661237,12653115,12642709,12638170,12649282,12654968,12642433,12638303,12650215,12654112,12649369,12655024,12654610,12649798,12650557,12639589,12634608,12642415
12642783,12638960,12650271,12653404,12652778,12653146,,12654043,12649903,12649384,12642834,12638477,12648924,12653335,12654219,12653422,12650585,12655119,,12656872,12638720,12653994,12661252,12653128,12642719,12638170,12649287,12654973,12642433,12638303,12650225,12654122,12649374,12655029,12654623,12649801,12650557,12639591,12634608,12642443
12642788,12638970,12650276,12653414,12652783,12653146,,12654043,12649908,12649397,12642837,12638482,12648957,12653340,12654232,12653422,12650593,12655129,,12656882,12638725,12654025,12661270,12653151,12642722,12638173,12649287,12654981,12642433,12638303,12650253,12654127,12649384,12655068,12654631,12649808,12650557,12639594,12634613,12642456
12642791,12638975,12650281,12653417,12652788,12653179,,12654048,12649913,12649430,12642839,12638482,12648960,12653348,12654255,12653445,12650598,12655129,,12656900,12638725,12654030,12661301,12653161,12642732,12638173,12649310,12654986,12642438,12638306,12650258,12654130,12649384,12655073,12654651,12649816,12650557,12639594,12634618,12642461
12642806,12638978,12650286,12653427,12652798,12653184,,12654048,12649926,12649430,12642847,12638487,12648978,12653350,12654311,12653450,12650644,12655134,,12656905,12638730,12654038,12661339,12653161,12642737,12638178,12649333,12654999,12642443,12638306,12650284,12654150,12649397,12655091,12654654,12649829,12650562,12639596,12634618,12642461
12642806,12638988,12650322,12653435,12652814,12653189,,12654048,12649926,12649435,12642852,12638490,12648983,12653368,12654314,12653460,12650662,12655147,,12656910,12638730,12654038,12661362,12653202,12642737,12638183,12649356,12655014,12642448,12638308,12650284,12654153,12649420,12655119,12654687,12649834,12650562,12639604,12634618,12642479
12642814,12638991,12650340,12653440,12652829,12653192,,12654066,12649926,12649458,12642852,12638500,12648988,12653368,12654324,12653465,12650675,12655147,,12656946,12638730,12654066,12661380,12653202,12642737,12638191,12649364,12655037,12642451,12638308,12650373,12654191,12649425,12655152,12654697,12649852,12650562,12639604,12634618,12642479
12642832,12638996,12650345,12653445,12652842,12653192,,12654076,12649926,12649461,12642857,12638500,12649001,12653381,12654337,12653468,12650690,12655203,,12656964,12638730,12654071,12661398,12653215,12642737,12638191,12649374,12655042,12642456,12638311,12650373,12654191,12649425,12655152,12654697,12649862,12650565,12639604,12634618,12642497
12642837,12639001,12650345,12653468,12652852,12653192,,12654076,12649931,12649463,12642862,12638523,12649021,12653381,12654342,12653473,12650690,12655203,,12656982,12638735,12654076,12661413,12653220,12642740,12638196,12649374,12655052,12642456,12638311,12650391,12654227,12649443,12655180,12654705,12649903,12650570,12639609,12634626,12642497
12642837,12639001,12650363,12653486,12652857,12653197,,12654089,12649936,12649471,12642865,12638528,12649034,12653386,12654352,12653509,12650736,12655208,,12656987,12638738,12654089,12661431,12653225,12642742,12638201,12649379,12655055,12642461,12638311,12650391,12654232,12649448,12655183,12654733,12649926,12650575,12639609,12634626,12642502
12642842,12639006,12650386,12653491,12652860,12653207,,12654094,12649964,12649489,12642870,12638538,12649047,12653389,12654380,12653514,12650736,12655221,,12657020,12638738,12654094,12661444,12653233,12642750,12638206,12649407,12655060,12642461,12638311,12650404,12654232,12649453,12655185,12654738,12649931,12650583,12639609,12634628,12642517
12642852,12639006,12650406,12653496,12652880,12653212,,12654140,12649969,12649504,12642875,12638554,12649113,12653404,12654383,12653519,12650744,12655234,,12657038,12638748,12654099,12661467,12653238,12642755,12638206,12649407,12655073,12642466,12638316,12650447,12654273,12649466,12655185,12654761,12649954,12650603,12639612,12634631,12642520
12642862,12639016,12650450,12653506,12652921,12653243,,12654148,12649982,12649509,12642875,12638556,12649116,12653437,12654403,12653524,12650759,12655239,,12657071,12638748,12654102,12661487,12653238,12642755,12638214,12649412,12655083,12642474,12638316,12650473,12654291,12649499,12655203,12654802,12649954,12650603,12639614,12634631,12642530
12642865,12639024,12650455,12653519,12652934,12653243,,12654163,12649987,12649517,12642888,12638559,12649126,12653445,12654434,12653529,12650772,12655244,,12657112,12638753,12654104,12661500,12653261,12642760,12638219,12649415,12655096,12642479,12638326,12650483,12654296,12649517,12655206,12654812,12649959,12650603,12639614,12634631,12642530
12642870,12639029,12650460,12653529,12652944,12653248,,12654181,12649995,12649522,12642888,12638564,12649149,12653455,12654452,12653557,12650787,12655254,,12657143,12638761,12654112,12661513,12653274,12642763,12638224,12649425,12655114,12642484,12638326,12650491,12654296,12649522,12655226,12654812,12650013,12650608,12639617,12634631,12642533
12642878,12639057,12650470,12653529,12652949,12653261,,12654186,12650051,12649530,12642888,12638569,12649154,12653465,12654452,12653560,12650790,12655267,,12657148,12638768,12654132,12661546,12653279,12642770,12638232,12649430,12655139,12642492,12638326,12650496,12654301,12649527,12655305,12654822,12650013,12650621,12639617,12634631,12642548
12642880,12639057,12650483,12653542,12652967,12653266,,12654194,12650059,12649535,12642893,12638569,12649195,12653468,12654490,12653560,12650823,12655272,,12657184,12638768,12654135,12661592,12653299,12642783,12638234,12649430,12655157,12642494,12638329,12650501,12654311,12649545,12655308,12654830,12650028,12650621,12639619,12634631,12642571
12642888,12639057,12650483,12653547,12652967,12653284,,12654199,12650069,12649568,12642898,12638574,12649223,12653473,12654500,12653570,12650833,12655272,,12657194,12638771,12654140,12661597,12653322,12642783,12638239,12649471,12655165,12642497,12638329,12650524,12654319,12649545,12655326,12654840,12650031,12650621,12639619,12634636,12642584
12642893,12639062,12650501,12653552,12652967,12653289,,12654214,12650087,12649581,12642901,12638579,12649228,12653478,12654508,12653578,12650833,12655285,,12657199,12638771,12654140,12661605,12653322,12642796,12638242,12649494,12655175,12642497,12638331,12650547,12654339,12649548,12655326,12654868,12650033,12650621,12639619,12634636,12642584
12642893,12639062,12650539,12653555,12652972,12653294,,12654217,12650087,12649581,12642903,12638582,12649241,12653488,12654523,12653601,12650846,12655290,,12657209,12638776,12654145,12661638,12653325,12642801,12638242,12649494,12655183,12642507,12638334,12650552,12654342,12649563,12655344,12654871,12650036,12650631,12639622,12634641,12642594
12642898,12639065,12650570,12653555,12652972,12653317,,12654224,12650092,12649586,12642906,12638584,12649254,12653491,12654536,12653606,12650851,12655290,,12657227,12638781,12654150,12661651,12653330,12642801,12638252,12649494,12655213,12642507,12638344,12650557,12654365,12649563,12655377,12654884,12650038,12650636,12639622,12634641,12642622
12642898,12639075,12650588,12653578,12652977,12653322,,12654227,12650143,12649591,12642908,12638592,12649274,12653496,12654549,12653611,12650874,12655300,,12657227,12638781,12654171,12661661,12653330,12642806,12638260,12649527,12655231,12642512,12638344,12650585,12654375,12649576,12655397,12654886,12650046,12650639,12639627,12634646,12642627
12642903,12639093,12650608,12653588,12652977,12653330,,12654250,12650169,12649591,12642921,12638592,12649287,12653501,12654549,12653629,12650948,12655305,,12657227,12638789,12654173,12661666,12653330,12642809,12638260,12649563,12655244,12642515,12638349,12650593,12654380,12649586,12655400,12654889,12650051,12650644,12639627,12634649,12642627
12642903,12639098,12650621,12653588,12652977,12653330,,12654255,12650189,12649609,12642926,12638592,12649292,12653511,12654554,12653629,12650951,12655308,,12657235,12638789,12654178,12661712,12653340,12642809,12638260,12649581,12655249,12642515,12638352,12650603,12654388,12649596,12655400,12654927,12650061,12650667,12639627,12634649,12642630
12642906,12639103,12650657,12653603,12652980,12653340,,12654273,12650212,12649627,12642929,12638597,12649310,12653524,12654582,12653644,12650958,12655313,,12657291,12638804,12654186,12661771,12653348,12642811,12638260,12649591,12655313,12642520,12638357,12650611,12654388,12649609,12655405,12654932,12650079,12650680,12639627,12634649,12642648
12642916,12639111,12650672,12653606,12652985,12653353,,12654293,12650217,12649637,12642934,12638597,12649310,12653547,12654615,12653652,12650961,12655313,,12657306,12638807,12654196,12661830,12653358,12642814,12638265,12649596,12655318,12642525,12638362,12650626,12654403,12649614,12655410,12654935,12650087,12650685,12639627,12634651,12642653
12642916,12639113,12650675,12653626,12652985,12653376,,12654314,12650220,12649645,12642934,12638610,12649315,12653550,12654651,12653657,12651017,12655318,,12657309,12638817,12654204,12661835,12653363,12642814,12638265,12649609,12655331,12642530,12638362,12650636,12654403,12649632,12655438,12654937,12650087,12650713,12639632,12634651,12642676
12642921,12639144,12650682,12653629,12653003,12653381,,12654324,12650230,12649663,12642944,12638615,12649328,12653557,12654679,12653667,12651035,12655318,,12657314,12638822,12654214,12661840,12653381,12642816,12638270,12649614,12655336,12642530,12638367,12650639,12654424,12649637,12655456,12654963,12650097,12650718,12639632,12634651,12642676
12642939,12639144,12650685,12653647,12653021,12653389,,12654352,12650245,12649665,12642962,12638623,12649356,12653583,12654692,12653675,12651048,12655346,,12657314,12638822,12654217,12661901,12653381,12642819,12638270,12649624,12655336,12642530,12638375,12650649,12654444,12649665,12655466,12654973,12650102,12650718,12639632,12634654,12642691
12642939,12639154,12650695,12653647,12653026,12653409,,12654352,12650248,12649673,12642962,12638628,12649369,12653626,12654710,12653680,12651068,12655354,,12657319,12638822,12654219,12661932,12653389,12642819,12638275,12649650,12655336,12642535,12638395,12650652,12654477,12649668,12655469,12654991,12650115,12650736,12639635,12634654,12642691
12642944,12639167,12650736,12653652,12653031,12653417,,12654357,12650248,12649706,12642970,12638638,12649389,12653629,12654756,12653680,12651099,12655367,,12657337,12638822,12654232,12661947,12653394,12642819,12638283,12649660,12655336,12642535,12638408,12650662,12654508,12649678,12655507,12655019,12650120,12650741,12639640,12634654,12642696
12642944,12639172,12650736,12653662,12653031,12653422,,12654362,12650248,12649706,12642980,12638638,12649402,12653634,12654769,12653698,12651137,12655372,,12657347,12638845,12654237,12661970,12653396,12642824,12638293,12649665,12655351,12642540,12638418,12650700,12654513,12649683,12655538,12655050,12650125,12650746,12639642,12634659,12642719
12642944,12639185,12650782,12653670,12653044,12653422,,12654375,12650253,12649783,12642985,12638638,12649407,12653672,12654774,12653703,12651206,12655377,,12657360,12638845,12654250,12661978,12653404,12642829,12638311,12649673,12655354,12642581,12638423,12650703,12654521,12649688,12655548,12655050,12650133,12650749,12639645,12634659,12642737
12642944,12639190,12650787,12653680,12653046,12653432,,12654380,12650263,12649793,12642985,12638661,12649425,12653680,12654779,12653708,12651224,12655415,,12657365,12638850,12654250,12661993,12653409,12642829,12638311,12649686,12655359,12642584,12638423,12650764,12654526,12649691,12655597,12655050,12650143,12650751,12639645,12634659,12642755
12642949,12639190,12650805,12653690,12653049,12653468,,12654393,12650263,12649811,12642990,12638671,12649425,12653690,12654784,12653708,12651229,12655443,,12657373,12638850,12654255,12662011,12653422,12642834,12638326,12649709,12655367,12642589,12638431,12650787,12654531,12649696,12655617,12655070,12650143,12650759,12639645,12634659,12642755
12642954,12639190,12650823,12653708,12653054,12653468,,12654416,12650281,12649829,12642990,12638674,12649425,12653703,12654792,12653711,12651242,12655451,,12657383,12638850,12654296,12662093,12653422,12642842,12638326,12649747,12655377,12642589,12638431,12650792,12654564,12649706,12655635,12655070,12650148,12650769,12639650,12634664,12642768
12642962,12639203,12650851,12653708,12653067,12653478,,12654429,12650281,12649834,12642990,12638674,12649458,12653716,12654797,12653716,12651250,12655461,,12657401,12638858,12654296,12662157,12653427,12642847,12638339,12649757,12655382,12642594,12638439,12650836,12654577,12649734,12655653,12655096,12650161,12650769,12639650,12634664,12642773
12642962,12639203,12650874,12653708,12653082,12653483,,12654431,12650291,12649847,12642998,12638684,12649461,12653734,12654797,12653721,12651265,12655464,,12657411,12638863,12654311,12662190,12653427,12642847,12638344,12649793,12655382,12642594,12638459,12650879,12654582,12649752,12655727,12655098,12650174,12650782,12639650,12634667,12642778
12642985,12639205,12650879,12653713,12653087,12653486,,12654444,12650299,12649880,12643008,12638689,12649471,12653736,12654807,12653721,12651273,12655497,,12657429,12638863,12654314,12662190,12653432,12642852,12638352,12649854,12655387,12642599,12638464,12650897,12654582,12649770,12655745,12655129,12650189,12650795,12639650,12634669,12642783
12642985,12639213,12650889,12653718,12653087,12653486,,12654477,12650304,12649885,12643013,12638692,12649484,12653744,12654812,12653726,12651278,12655515,,12657444,12638863,12654316,12662213,12653460,12642857,12638357,12649857,12655395,12642599,12638472,12650902,12654587,12649778,12655750,12655134,12650202,12650805,12639650,12634669,12642788
12642993,12639223,12650907,12653721,12653110,12653488,,12654485,12650312,12649885,12643021,12638694,12649489,12653749,12654835,12653739,12651278,12655553,,12657447,12638863,12654324,12662223,12653460,12642862,12638367,12649862,12655405,12642609,12638477,12650905,12654592,12649816,12655768,12655137,12650220,12650838,12639650,12634669,12642801
