0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12636609,12632469,12632837,12637368,12636821,12636729,12633430,12637217,12632589,12632671,12636762,12631237,12632354,12637015,12637580,12637268,12632773,12638012,12633680,12633269,12632653,12637971,12637731,12637493,12637015,12632382,12632489,12637907,12636683,12632111,12632967,12637125,12632847,12637884,12637570,12633179,12636517,12635753,12631025,12631641
12636609,12632479,12632842,12637373,12636831,12636798,12633440,12637268,12632597,12632676,12636788,12631242,12632374,12637028,12637585,12637281,12632801,12638040,12633688,12633274,12632681,12637979,12637759,12637493,12637018,12632387,12632525,12637910,12636688,12632124,12632980,12637184,12632857,12637892,12637575,12633192,12636532,12635786,12631033,12631646
12636629,12632484,12632842,12637404,12636834,12636816,12633445,12637309,12632599,12632691,12636790,12631288,12632400,12637033,12637598,12637286,12632804,12638045,12633693,12633302,12632732,12637986,12637764,12637511,12637028,12632410,12632535,12637958,12636711,12632142,12632980,12637194,12632888,12637902,12637598,12633192,12636568,12635786,12631043,12631651
12636637,12632489,12632852,12637404,12636839,12636844,12633458,12637317,12632599,12632732,12636821,12631329,12632418,12637041,12637611,12637286,12632819,12638053,12633731,12633330,12632750,12637994,12637772,12637526,12637061,12632420,12632556,12637971,12636760,12632147,12632980,12637225,12632888,12637925,12637598,12633197,12636591,12635804,12631071,12631656
12636660,12632492,12632860,12637419,12636844,12636877,12633473,12637396,12632622,12632755,12636862,12631347,12632423,12637046,12637613,12637304,12632824,12638078,12633762,12633340,12632763,12638009,12637774,12637539,12637069,12632423,12632556,12637981,12636775,12632175,12632998,12637258,12632898,12637930,12637598,12633205,12636609,12635819,12631076,12631679
12636683,12632492,12632865,12637473,12636854,12636890,12633478,12637419,12632643,12632763,12636872,12631416,12632446,12637084,12637616,12637319,12632883,12638109,12633762,12633363,12632773,12638017,12637787,12637539,12637079,12632428,12632566,12637994,12636798,12632180,12632998,12637478,12632903,12637930,12637644,12633238,12636619,12635850,12631112,12631687
12636698,12632515,12632870,12637473,12636918,12636923,12633499,12637437,12632673,12632765,12636872,12631434,12632487,12637084,12637649,12637340,12632893,12638122,12633770,12633366,12632773,12638022,12637792,12637552,12637102,12632456,12632589,12638009,12636849,12632267,12633008,12637603,12632903,12637938,12637649,12633246,12636627,12635855,12631135,12631700
12636706,12632520,12632875,12637475,12636931,12636926,12633532,12637447,12632709,12632773,12636885,12631462,12632533,12637092,12637677,12637350,12632926,12638150,12633772,12633376,12632801,12638063,12637848,12637608,12637105,12632456,12632612,12638017,12636849,12632267,12633016,12637618,12632916,12637943,12637649,12633251,12636688,12635855,12631135,12631702
12636744,12632543,12632911,12637521,12636936,12636936,12633532,12637450,12632732,12632778,12636885,12631536,12632535,12637115,12637695,12637350,12632929,12638150,12633775,12633399,12632847,12638091,12637874,12637649,12637110,12632461,12632671,12638027,12636859,12632285,12633016,12637626,12632929,12637948,12637659,12633256,12636701,12635855,12631140,12631702
12636747,12632561,12632916,12637534,12636941,12636944,12633532,12637452,12632740,12632791,12636890,12631567,12632556,12637115,12637695,12637378,12632934,12638168,12633785,12633412,12632852,12638127,12637907,12637657,12637110,12632461,12632796,12638063,12636872,12632290,12633021,12637654,12632952,12637953,12637695,12633256,12636706,12635929,12631155,12631738
12636775,12632594,12632921,12637552,12636949,12636954,12633547,12637470,12632745,12632791,12636908,12631582,12632571,12637125,12637703,12637383,12632939,12638168,12633785,12633417,12632906,12638137,12637925,12637677,12637120,12632484,12632842,12638081,12636885,12632290,12633026,12637662,12632957,12637953,12637700,12633261,12636711,12635942,12631168,12631738
12636775,12632635,12632998,12637593,12637010,12636954,12633565,12637480,12632750,12632801,12636918,12631592,12632579,12637166,12637713,12637396,12633013,12638173,12633813,12633422,12632916,12638155,12637953,12637690,12637138,12632530,12632860,12638099,12636913,12632326,12633044,12637687,12632957,12637966,12637708,12633279,12636752,12635957,12631176,12631753
12636783,12632640,12632998,12637593,12637015,12636959,12633578,12637483,12632768,12632801,12636921,12631595,12632589,12637179,12637723,12637396,12633026,12638193,12633849,12633427,12632926,12638173,12637981,12637700,12637158,12632530,12632878,12638109,12636931,12632328,12633077,12637708,12632962,12637984,12637713,12633279,12636798,12635960,12631186,12631756
12636793,12632658,12633039,12637603,12637033,12636982,12633591,12637503,12632791,12632814,12636954,12631651,12632589,12637184,12637728,12637396,12633054,12638206,12633859,12633476,12632934,12638178,12637981,12637713,12637161,12632530,12632880,12638109,12636931,12632328,12633100,12637713,12632967,12637994,12637736,12633284,12636798,12635965,12631199,12631766
12636803,12632709,12633044,12637626,12637041,12637043,12633591,12637511,12632819,12632860,12636964,12631656,12632597,12637194,12637741,12637414,12633087,12638206,12633872,12633478,12632957,12638201,12637994,12637718,12637166,12632543,12632888,12638127,12636941,12632346,12633123,12637718,12632975,12637999,12637741,12633325,12636872,12635970,12631204,12631769
12636813,12632712,12633095,12637631,12637043,12637051,12633593,12637519,12632827,12632870,12636974,12631669,12632599,12637199,12637754,12637419,12633090,12638211,12633872,12633486,12632970,12638214,12637999,12637728,12637171,12632553,12632903,12638142,12636949,12632351,12633131,12637728,12632980,12638004,12637754,12633412,12636880,12635970,12631209,12631792
12636826,12632722,12633126,12637636,12637056,12637051,12633606,12637524,12632837,12632906,12636977,12631756,12632635,12637207,12637764,12637447,12633095,12638216,12633887,12633509,12632975,12638214,12638012,12637764,12637171,12632576,12632911,12638168,12636954,12632369,12633149,12637728,12632990,12638012,12637756,12633417,12636890,12635975,12631214,12631799
12636852,12632737,12633131,12637654,12637079,12637092,12633609,12637549,12632842,12632916,12636977,12631776,12632640,12637235,12637777,12637493,12633095,12638216,12633890,12633509,12632980,12638237,12638025,12637769,12637179,12632584,12632929,12638170,12636977,12632397,12633159,12637736,12632993,12638030,12637764,12633417,12636890,12635998,12631214,12631815
12636857,12632758,12633146,12637659,12637097,12637102,12633614,12637567,12632855,12632924,12637069,12631825,12632658,12637240,12637805,12637521,12633100,12638219,12633918,12633509,12632995,12638260,12638030,12637772,12637189,12632612,12632965,12638178,12636977,12632405,12633164,12637746,12632998,12638032,12637782,12633430,12636900,12636029,12631227,12631817
12636885,12632763,12633238,12637662,12637102,12637102,12633619,12637575,12632860,12632934,12637069,12631889,12632666,12637258,12637823,12637539,12633100,12638232,12633977,12633514,12633008,12638265,12638058,12637782,12637212,12632627,12632985,12638206,12636990,12632428,12633169,12637749,12633018,12638035,12637787,12633440,12636905,12636044,12631242,12631830
12636885,12632765,12633246,12637680,12637102,12637110,12633652,12637580,12632888,12632939,12637074,12631904,12632676,12637299,12637833,12637590,12633141,12638242,12633982,12633532,12633034,12638278,12638063,12637787,12637217,12632645,12632985,12638232,12636990,12632451,12633177,12637787,12633018,12638050,12637787,12633445,12636926,12636044,12631245,12631830
12636885,12632768,12633251,12637700,12637110,12637138,12633655,12637580,12632957,12632952,12637079,12632037,12632676,12637322,12637833,12637608,12633146,12638242,12633982,12633537,12633082,12638280,12638073,12637805,12637227,12632645,12633008,12638298,12637028,12632469,12633197,12637800,12633021,12638058,12637792,12633448,12636946,12636049,12631245,12631840
12636895,12632768,12633256,12637713,12637143,12637156,12633657,12637613,12632962,12632962,12637082,12632060,12632699,12637322,12637838,12637631,12633159,12638247,12633992,12633550,12633113,12638283,12638076,12637833,12637240,12632648,12633026,12638298,12637046,12632497,12633202,12637815,12633031,12638078,12637792,12633463,12636964,12636085,12631255,12631858
12636895,12632773,12633279,12637718,12637153,12637184,12633660,12637618,12632965,12632965,12637082,12632073,12632709,12637340,12637866,12637634,12633164,12638257,12634000,12633550,12633128,12638288,12638086,12637846,12637253,12632653,12633036,12638301,12637051,12632502,12633210,12637820,12633044,12638081,12637795,12633473,12636977,12636093,12631265,12631866
12636898,12632781,12633289,12637751,12637166,12637194,12633665,12637621,12632972,12632990,12637092,12632075,12632709,12637345,12637874,12637649,12633177,12638270,12634002,12633555,12633146,12638298,12638086,12637851,12637268,12632663,12633044,12638306,12637064,12632515,12633210,12637823,12633049,12638086,12637805,12633486,12636982,12636093,12631273,12631881
12636903,12632783,12633307,12637769,12637184,12637212,12633675,12637631,12632980,12633003,12637120,12632124,12632722,12637345,12637889,12637664,12633187,12638331,12634038,12633555,12633159,12638298,12638104,12637856,12637276,12632663,12633067,12638390,12637074,12632520,12633233,12637833,12633105,12638099,12637820,12633496,12636982,12636108,12631278,12631891
12636908,12632791,12633310,12637774,12637194,12637220,12633693,12637649,12632985,12633013,12637120,12632139,12632750,12637404,12637897,12637726,12633202,12638339,12634038,12633573,12633164,12638298,12638104,12637861,12637276,12632666,12633077,12638390,12637074,12632520,12633256,12637861,12633141,12638099,12637828,12633532,12637010,12636113,12631296,12631894
12636918,12632814,12633315,12637810,12637199,12637240,12633693,12637657,12632995,12633021,12637143,12632139,12632773,12637424,12637902,12637782,12633210,12638344,12634043,12633596,12633197,12638311,12638114,12637902,12637276,12632668,12633082,12638390,12637079,12632525,12633269,12637884,12633159,12638101,12637833,12633555,12637038,12636113,12631309,12631927
12636946,12632824,12633325,12637828,12637243,12637281,12633703,12637662,12633026,12633059,12637161,12632147,12632834,12637427,12637943,12637787,12633225,12638352,12634043,12633596,12633200,12638311,12638122,12637912,12637291,12632671,12633090,12638393,12637082,12632599,12633274,12637930,12633187,12638119,12637838,12633578,12637041,12636116,12631309,12631930
12636964,12632827,12633330,12637828,12637245,12637291,12633706,12637664,12633044,12633082,12637176,12632157,12632837,12637457,12637953,12637797,12633256,12638393,12634043,12633629,12633205,12638316,12638132,12637915,12637332,12632709,12633105,12638395,12637084,12632673,12633274,12637935,12633215,12638122,12637843,12633588,12637051,12636116,12631329,12631945
12636969,12632842,12633330,12637833,12637253,12637322,12633706,12637667,12633049,12633085,12637179,12632160,12632842,12637465,12637966,12637810,12633256,12638395,12634056,12633634,12633220,12638321,12638137,12637920,12637335,12632722,12633113,12638395,12637084,12632686,12633284,12637966,12633228,12638127,12637846,12633591,12637074,12636126,12631332,12631950
12636972,12632847,12633343,12637846,12637253,12637332,12633721,12637667,12633049,12633090,12637184,12632190,12632852,12637511,12637976,12637810,12633292,12638439,12634061,12633652,12633256,12638334,12638137,12637933,12637350,12632735,12633118,12638413,12637097,12632709,12633297,12637966,12633261,12638137,12637866,12633601,12637079,12636136,12631334,12631955
12636972,12632865,12633376,12637846,12637268,12637332,12633752,12637682,12633049,12633090,12637184,12632198,12632855,12637549,12637994,12637815,12633297,12638464,12634061,12633680,12633256,12638334,12638142,12637966,12637350,12632737,12633118,12638413,12637097,12632722,12633310,12638002,12633266,12638150,12637887,12633634,12637112,12636167,12631342,12631958
12636977,12632870,12633417,12637851,12637276,12637342,12633767,12637710,12633062,12633141,12637212,12632208,12632898,12637552,12638022,12637820,12633307,12638467,12634135,12633688,12633261,12638339,12638165,12637976,12637358,12632750,12633141,12638421,12637115,12632727,12633315,12638012,12633279,12638173,12637897,12633642,12637120,12636167,12631342,12631963
12636977,12632870,12633435,12637874,12637281,12637345,12633772,12637733,12633082,12633141,12637235,12632234,12632911,12637552,12638055,12637828,12633307,12638472,12634138,12633701,12633271,12638339,12638165,12637979,12637368,12632760,12633197,12638436,12637115,12632745,12633335,12638032,12633312,12638201,12637907,12633647,12637120,12636177,12631342,12631963
12636987,12632873,12633440,12637879,12637281,12637381,12633775,12637751,12633085,12633141,12637248,12632239,12632911,12637557,12638058,12637828,12633315,12638487,12634153,12633721,12633274,12638375,12638168,12637981,12637368,12632765,12633210,12638439,12637130,12632755,12633348,12638050,12633320,12638216,12637956,12633670,12637128,12636177,12631347,12631968
12636987,12632873,12633450,12637902,12637289,12637386,12633793,12637774,12633090,12633141,12637250,12632239,12632934,12637562,12638081,12637833,12633325,12638487,12634161,12633731,12633274,12638377,12638173,12637981,12637386,12632768,12633218,12638444,12637130,12632773,12633361,12638058,12633325,12638239,12637976,12633670,12637133,12636177,12631347,12631978
12637010,12632888,12633453,12637907,12637296,12637386,12633803,12637795,12633103,12633149,12637263,12632300,12632934,12637580,12638086,12637856,12633335,12638495,12634166,12633734,12633274,12638385,12638188,12637989,12637386,12632773,12633220,12638444,12637133,12632796,12633371,12638071,12633325,12638255,12637981,12633683,12637156,12636182,12631347,12631986
12637018,12632901,12633463,12637907,12637299,12637404,12633808,12637797,12633131,12633187,12637263,12632341,12632942,12637616,12638109,12637874,12633348,12638508,12634171,12633752,12633279,12638390,12638191,12637994,12637396,12632778,12633220,12638446,12637166,12632804,12633376,12638086,12633335,12638283,12637999,12633711,12637158,12636185,12631370,12631986
12637033,12632924,12633468,12637910,12637309,12637414,12633831,12637800,12633164,12633192,12637268,12632346,12632949,12637636,12638117,12637889,12633353,12638518,12634176,12633754,12633307,12638390,12638201,12637999,12637409,12632796,12633261,12638449,12637171,12632819,12633394,12638127,12633343,12638293,12637999,12633724,12637166,12636187,12631370,12631991
12637036,12632929,12633468,12637925,12637332,12637419,12633854,12637805,12633187,12633197,12637276,12632372,12632962,12637639,12638132,12637897,12633353,12638546,12634181,12633772,12633312,12638395,12638229,12638007,12637411,12632801,12633289,12638459,12637181,12632842,12633394,12638127,12633353,12638301,12638012,12633744,12637166,12636218,12631380,12631991
12637046,12632934,12633496,12637930,12637360,12637460,12633885,12637856,12633192,12633200,12637327,12632377,12632967,12637644,12638132,12637910,12633361,12638551,12634191,12633780,12633312,12638398,12638237,12638009,12637414,12632801,12633312,12638464,12637189,12632852,12633394,12638132,12633376,12638303,12638017,12633749,12637171,12636223,12631380,12632004
12637051,12632934,12633522,12637935,12637373,12637473,12633895,12637861,12633210,12633205,12637332,12632397,12632975,12637644,12638137,12637912,12633366,12638564,12634232,12633785,12633315,12638421,12638257,12638027,12637424,12632814,12633320,12638482,12637189,12632852,12633412,12638168,12633389,12638316,12638027,12633762,12637176,12636233,12631393,12632006
12637056,12632939,12633542,12637938,12637383,12637483,12633905,12637871,12633210,12633215,12637337,12632405,12632980,12637649,12638145,12637920,12633389,12638574,12634250,12633803,12633353,12638426,12638285,12638035,12637427,12632827,12633340,12638505,12637207,12632857,12633427,12638170,12633394,12638329,12638045,12633775,12637176,12636233,12631393,12632009
12637061,12632939,12633573,12637938,12637388,12637483,12633910,12637879,12633215,12633228,12637355,12632410,12632985,12637649,12638206,12637930,12633450,12638600,12634255,12633808,12633353,12638441,12638321,12638068,12637437,12632837,12633353,12638513,12637235,12632888,12633440,12638170,12633394,12638331,12638045,12633803,12637181,12636241,12631411,12632009
12637092,12632949,12633573,12637953,12637404,12637493,12633913,12637879,12633256,12633251,12637355,12632413,12632990,12637654,12638211,12637933,12633453,12638628,12634258,12633831,12633353,12638449,12638321,12638086,12637455,12632842,12633361,12638513,12637243,12632893,12633450,12638178,12633394,12638339,12638048,12633808,12637230,12636246,12631434,12632009
12637107,12632952,12633578,12637961,12637452,12637493,12633913,12637879,12633261,12633266,12637368,12632428,12633021,12637659,12638232,12637935,12633468,12638633,12634263,12633846,12633358,12638449,12638331,12638094,12637460,12632842,12633371,12638523,12637245,12632916,12633471,12638211,12633412,12638344,12638050,12633813,12637240,12636251,12631439,12632024
12637125,12632952,12633596,12637976,12637452,12637493,12633918,12637887,12633261,12633269,12637373,12632489,12633049,12637672,12638247,12637943,12633499,12638661,12634286,12633854,12633358,12638454,12638334,12638099,12637460,12632855,12633394,12638541,12637268,12632924,12633481,12638214,12633435,12638349,12638050,12633813,12637248,12636264,12631444,12632032
12637130,12632952,12633614,12637984,12637460,12637511,12633923,12637930,12633269,12633284,12637373,12632492,12633049,12637682,12638262,12637966,12633501,12638671,12634291,12633859,12633376,12638454,12638334,12638109,12637460,12632865,12633394,12638541,12637273,12632926,12633486,12638224,12633440,12638362,12638058,12633816,12637248,12636269,12631467,12632055
12637130,12632988,12633614,12637984,12637465,12637511,12633923,12637948,12633274,12633284,12637378,12632512,12633054,12637695,12638270,12637966,12633509,12638692,12634306,12633862,12633379,12638472,12638339,12638114,12637483,12632883,12633412,12638582,12637273,12632934,12633496,12638234,12633440,12638377,12638132,12633859,12637263,12636269,12631485,12632060
12637133,12632990,12633629,12637986,12637475,12637526,12633928,12637956,12633307,12633287,12637378,12632525,12633054,12637708,12638293,12637971,12633509,12638697,12634314,12633900,12633381,12638477,12638344,12638132,12637483,12632883,12633412,12638592,12637294,12632947,12633514,12638242,12633463,12638380,12638142,12633864,12637294,12636274,12631495,12632065
12637138,12632993,12633632,12637986,12637483,12637547,12633946,12637958,12633371,12633297,12637378,12632538,12633082,12637713,12638334,12637971,12633514,12638702,12634329,12633905,12633389,12638482,12638347,12638137,12637498,12632883,12633417,12638592,12637296,12632952,12633527,12638275,12633478,12638398,12638150,12633872,12637363,12636274,12631498,12632093
12637143,12632995,12633657,12638012,12637493,12637552,12633951,12637961,12633386,12633302,12637386,12632551,12633085,12637718,12638334,12638030,12633524,12638707,12634329,12633905,12633394,12638492,12638349,12638140,12637506,12632888,12633440,12638597,12637314,12632962,12633532,12638288,12633491,12638403,12638155,12633882,12637373,12636274,12631498,12632106
12637148,12633016,12633670,12638022,12637498,12637562,12633951,12637971,12633389,12633302,12637386,12632561,12633100,12637726,12638339,12638086,12633527,12638725,12634329,12633905,12633404,12638508,12638354,12638142,12637506,12632893,12633440,12638600,12637314,12632975,12633542,12638316,12633501,12638416,12638160,12633900,12637378,12636287,12631503,12632106
12637153,12633016,12633675,12638053,12637501,12637603,12633969,12637976,12633394,12633312,12637396,12632576,12633113,12637731,12638344,12638096,12633591,12638748,12634332,12633923,12633404,12638510,12638357,12638155,12637529,12632901,12633450,12638615,12637319,12633008,12633542,12638331,12633504,12638426,12638160,12633905,12637383,12636292,12631508,12632165
12637171,12633026,12633698,12638063,12637529,12637611,12633979,12637979,12633399,12633325,12637406,12632584,12633118,12637733,12638362,12638099,12633596,12638771,12634365,12633928,12633422,12638518,12638390,12638178,12637539,12632906,12633476,12638666,12637319,12633021,12633555,12638334,12633504,12638436,12638165,12633910,12637391,12636310,12631531,12632170
12637181,12633044,12633708,12638073,12637539,12637621,12634015,12637994,12633412,12633366,12637406,12632584,12633141,12637751,12638362,12638109,12633601,12638776,12634396,12633931,12633430,12638523,12638390,12638178,12637552,12632906,12633478,12638669,12637327,12633026,12633560,12638334,12633509,12638436,12638173,12633918,12637391,12636333,12631536,12632180
