0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1920},0-BINSEARCH[56](1935){1984},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1568},0-BINSEARCH[56](1935){1680},0-BINSEARCH[56](1935){1736},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792}
14145979,14144461,14151486,14150525,14141440,14153676,14156740,14155506,14145253,14152963,14151596,14158764,14158675,14214879,14163198,14169040,14166293,14146487,14155953,14153942,14297830,14154187,
14145989,14144466,14151527,14150566,14141448,14153717,14156748,14155506,14145253,14152971,14151614,14158769,14158746,14215027,14163226,14169058,14166303,14146490,14155966,14153960,14297830,14154190,
14145994,14144471,14151532,14150571,14141448,14153722,14156758,14155511,14145253,14152976,14151619,14158772,14158782,14215122,14163254,14169270,14166510,14146500,14155971,14153965,14297830,14154205,
14145999,14144471,14151550,14150576,14141453,14153786,14156784,14155524,14145266,14152981,14151624,14158782,14158859,14215137,14163300,14169324,14166625,14146508,14155971,14153975,14297835,14154259,
14146004,14144484,14151550,14150579,14141453,14153817,14156789,14155544,14145281,14153004,14151629,14158795,14158892,14215252,14163308,14170037,14166791,14146518,14155984,14153980,14297863,14154264,
14146007,14144494,14151560,14150589,14141458,14153837,14156804,14155567,14145284,14153027,14151637,14158813,14158953,14215265,14163359,14170103,14166809,14146523,14155986,14153985,14297871,14154279,
14146007,14144504,14151565,14150594,14141468,14153847,14156850,14155572,14145284,14153032,14151647,14158836,14158961,14215600,14163367,14170249,14166924,14146528,14155989,14153988,14297899,14154292,
14146017,14144517,14151565,14150594,14141468,14153855,14156896,14155621,14145284,14153045,14151662,14158851,14158966,14216103,14163382,14170254,14166937,14146533,14155994,14153988,14297904,14154310,
14146030,14144527,14151596,14150594,14141468,14153906,14156909,14155626,14145294,14153050,14151665,14158851,14158974,14216162,14163390,14170323,14166988,14146541,14156012,14153998,14297914,14154328,
14146035,14144530,14151611,14150681,14141473,14153911,14156927,14155634,14145299,14153058,14151683,14158851,14158994,14216295,14163405,14170402,14167011,14146541,14156040,14153998,14297932,14154343,
14146058,14144532,14151624,14150686,14141473,14153947,14156983,14155677,14145299,14153063,14151706,14158874,14159048,14216295,14163505,14170558,14167088,14146546,14156040,14154003,14297955,14154356,
14146071,14144609,14151624,14150694,14141473,14153965,14156988,14155677,14145299,14153065,14151711,14158882,14159053,14216323,14163520,14170852,14167126,14146546,14156050,14154011,14297955,14154366,
14146073,14144622,14151629,14150699,14141476,14153970,14156998,14155695,14145317,14153078,14151716,14158887,14159063,14216359,14163525,14171082,14167249,14146546,14156073,14154021,14297960,14154369,
14146073,14144642,14151647,14150699,14141481,14153978,14157001,14155708,14145322,14153083,14151726,14158897,14159084,14216696,14163533,14171529,14167269,14146549,14156091,14154034,14297978,14154389,
14146076,14144655,14151660,14150704,14141486,14153993,14157029,14155718,14145332,14153096,14151734,14158905,14159099,14217394,14163551,14171739,14167269,14146549,14156091,14154034,14297978,14154425,
14146089,14144660,14151662,14150709,14141486,14154008,14157034,14155764,14145340,14153101,14151739,14158971,14159109,14217519,14163556,14172508,14167318,14146551,14156122,14154039,14298001,14154430,
14146099,14144660,14151670,14150732,14141494,14154039,14157047,14155782,14145340,14153104,14151757,14159007,14159140,14217547,14163648,14172572,14167392,14146564,14156122,14154039,14298001,14154443,
14146099,14144673,14151675,14150768,14141504,14154039,14157052,14155792,14145345,14153109,14151757,14159012,14159219,14218048,14163666,14172743,14167522,14146569,14156127,14154052,14298014,14154453,
14146104,14144691,14151693,14150832,14141504,14154095,14157093,14155810,14145345,14153119,14151772,14159020,14159232,14218439,14163676,14172973,14167645,14146569,14156137,14154067,14298024,14154578,
14146109,14144706,14151716,14150834,14141514,14154131,14157111,14155828,14145350,14153119,14151775,14159066,14159237,14218812,14163694,14173617,14167688,14146574,14156168,14154067,14298032,14154601,
14146109,14144729,14151734,14150860,14141550,14154195,14157167,14155833,14145350,14153129,14151790,14159071,14159242,14218843,14163704,14173691,14167729,14146577,14156173,14154077,14298037,14154693,
14146117,14144737,14151739,14150883,14141558,14154259,14157223,14155838,14145350,14153155,14151808,14159099,14159265,14219180,14163712,14173957,14167803,14146579,14156173,14154085,14298037,14154711,
14146122,14144739,14151739,14150888,14141560,14154269,14157231,14155851,14145358,14153155,14151808,14159122,14159357,14219259,14163717,14174624,14168074,14146579,14156183,14154085,14298050,14154752,
14146127,14144742,14151754,14150893,14141568,14154287,14157244,14155889,14145368,14153170,14151818,14159127,14159398,14219298,14163745,14174639,14168092,14146587,14156186,14154093,14298060,14154770,
14146140,14144747,14151762,14150919,14141568,14154300,14157277,14155889,14145368,14153175,14151823,14159145,14159408,14219369,14163786,14174693,14168289,14146587,14156193,14154113,14298088,14154821,
14146150,14144760,14151780,14150934,14141568,14154338,14157290,14155902,14145373,14153188,14151831,14159245,14159416,14219433,14163786,14174826,14168337,14146587,14156209,14154113,14298098,14154880,
14146155,14144770,14151785,14150934,14141578,14154353,14157305,14155907,14145378,14153201,14151831,14159288,14159508,14219556,14163791,14174882,14168337,14146592,14156247,14154121,14298111,14154895,
14146158,14144775,14151790,14150947,14141578,14154453,14157338,14155915,14145381,14153211,14151836,14159306,14159508,14219829,14163860,14174987,14168626,14146592,14156247,14154136,14298111,14154913,
14146163,14144775,14151790,14150949,14141583,14154471,14157397,14155930,14145381,14153216,14151854,14159311,14159531,14219842,14163865,14175217,14168634,14146615,14156283,14154159,14298157,14154982,
14146163,14144780,14151798,14150952,14141583,14154476,14157425,14155938,14145386,14153221,14151854,14159324,14159574,14219993,14163901,14175419,14168708,14146620,14156288,14154159,14298170,14155005,
14146163,14144803,14151816,14150962,14141596,14154481,14157479,14155976,14145396,14153229,14151867,14159324,14159592,14219993,14163937,14175912,14168787,14146623,14156306,14154167,14298180,14155051,
14146165,14144816,14151818,14150962,14141601,14154484,14157494,14155981,14145396,14153239,14151867,14159347,14159600,14220292,14163980,14176083,14169158,14146628,14156329,14154167,14298195,14155061,
14146186,14144821,14151818,14150962,14141606,14154494,14157553,14155999,14145404,14153249,14151872,14159352,14159697,14220325,14164029,14177596,14169367,14146628,14156329,14154172,14298244,14155110,
14146191,14144847,14151831,14150967,14141609,14154504,14157614,14156002,14145406,14153257,14151892,14159352,14159730,14220670,14164057,14178166,14169549,14146638,14156329,14154172,14298249,14155115,
14146201,14144857,14151854,14150985,14141619,14154540,14157642,14156032,14145409,14153262,14151900,14159393,14159748,14220708,14164090,14178388,14169896,14146643,14156339,14154177,14298290,14155156,
14146206,14144867,14151900,14151016,14141619,14154545,14157645,14156040,14145409,14153270,14151913,14159439,14159802,14220770,14164090,14178437,14170269,14146656,14156339,14154182,14298341,14155179,
14146209,14144872,14151915,14151026,14141619,14154609,14157650,14156058,14145409,14153285,14151913,14159444,14159812,14220836,14164243,14178570,14170438,14146656,14156362,14154190,14298359,14155240,
14146209,14144880,14151915,14151031,14141627,14154619,14157691,14156109,14145414,14153288,14151936,14159490,14159858,14220849,14164261,14178820,14170530,14146656,14156362,14154190,14298359,14155296,
14146214,14144908,14151923,14151077,14141629,14154637,14157706,14156145,14145419,14153298,14151941,14159495,14159876,14220964,14164269,14179022,14170604,14146661,14156372,14154210,14298395,14155322,
14146219,14144921,14151933,14151082,14141629,14154670,14157714,14156147,14145419,14153308,14151946,14159518,14160111,14221181,14164371,14179114,14170867,14146661,14156398,14154210,14298415,14155335,
14146229,14144921,14151959,14151085,14141629,14154673,14157765,14156186,14145422,14153308,14151951,14159526,14160121,14221332,14164430,14179421,14171174,14146666,14156416,14154236,14298420,14155350,
14146232,14144926,14151997,14151085,14141632,14154678,14157798,14156186,14145427,14153316,14151954,14159569,14160129,14221521,14164435,14180714,14171772,14146669,14156421,14154241,14298433,14155365,
14146232,14144926,14152000,14151095,14141632,14154711,14157803,14156188,14145427,14153318,14151964,14159620,14160157,14221618,14164445,14181005,14171951,14146679,14156421,14154256,14298446,14155429,
14146232,14144936,14152005,14151100,14141642,14154734,14157834,14156193,14145437,14153326,14151979,14159636,14160185,14221751,14164458,14181166,14171989,14146684,14156441,14154259,14298451,14155442,
14146242,14144941,14152010,14151110,14141647,14154752,14157857,14156209,14145442,14153331,14151982,14159641,14160249,14221861,14164458,14181598,14172393,14146694,14156441,14154264,14298451,14155447,
14146247,14144959,14152038,14151118,14141652,14154752,14157895,14156247,14145447,14153336,14151987,14159684,14160254,14221907,14164463,14182715,14172439,14146697,14156446,14154264,14298456,14155460,
14146257,14144964,14152043,14151131,14141660,14154752,14157908,14156260,14145450,14153341,14151997,14159692,14160272,14222799,14164491,14182927,14172462,14146707,14156454,14154274,14298461,14155465,
14146260,14144969,14152053,14151159,14141670,14154762,14157913,14156303,14145455,14153344,14152000,14159702,14160277,14223011,14164499,14183032,14172935,14146712,14156454,14154274,14298461,14155506,
14146260,14144972,14152094,14151169,14141673,14154785,14158013,14156334,14145465,14153349,14152015,14159707,14160300,14223969,14164532,14184044,14173382,14146720,14156462,14154282,14298479,14155557,
14146260,14144977,14152099,14151218,14141678,14154836,14158018,14156349,14145473,14153349,14152028,14159748,14160328,14224475,14164563,14185028,14174427,14146720,14156464,14154284,14298507,14155557,
14146270,14144987,14152107,14151220,14141683,14154849,14158031,14156362,14145475,14153357,14152030,14159774,14160395,14224534,14164619,14185099,14174555,14146725,14156492,14154302,14298507,14155644,
14146270,14145013,14152130,14151223,14141711,14154974,14158041,14156367,14145478,14153372,14152043,14159817,14160451,14224595,14164632,14185227,14174573,14146725,14156523,14154305,14298520,14155649,
14146288,14145033,14152140,14151228,14141716,14154977,14158051,14156380,14145478,14153377,14152056,14159835,14160507,14225114,14164762,14185250,14174586,14146738,14156536,14154315,14298525,14155736,
14146288,14145046,14152158,14151238,14141716,14155005,14158064,14156390,14145483,14153377,14152066,14159853,14160517,14225252,14164790,14185748,14174642,14146740,14156536,14154315,14298548,14155769,
14146306,14145046,14152189,14151238,14141721,14155005,14158087,14156459,14145488,14153390,14152092,14159894,14160530,14225416,14164798,14185766,14175255,14146748,14156538,14154320,14298571,14155774,
14146316,14145069,14152240,14151238,14141724,14155018,14158087,14156472,14145488,14153418,14152094,14159904,14160589,14226149,14164877,14186607,14175733,14146753,14156546,14154320,14298579,14155925,
14146321,14145074,14152240,14151251,14141726,14155069,14158128,14156477,14145493,14153423,14152094,14159963,14160630,14226315,14164882,14187504,14178194,14146758,14156551,14154325,14298581,14155948,
14146321,14145087,14152240,14151251,14141729,14155074,14158169,14156495,14145496,14153428,14152112,14159973,14160632,14226609,14165015,14187969,14178649,14146771,14156561,14154361,14298581,14155956,
14146321,14145092,14152253,14151274,14141734,14155138,14158189,14156505,14145529,14153428,14152130,14159983,14160635,14226691,14165102,14188184,14178764,14146779,14156607,14154366,14298599,14156004,
14146334,14145115,14152286,14151274,14141734,14155263,14158243,14156546,14145534,14153441,14152135,14160001,14160640,14227023,14165102,14188531,14179201,14146786,14156610,14154369,14298622,14156009,
14146339,14145120,14152332,14151279,14141752,14155304,14158261,14156564,14145534,14153441,14152135,14160006,14160732,14227115,14165148,14188876,14179224,14146804,14156625,14154374,14298632,14156025,
14146352,14145123,14152337,14151284,14141757,14155340,14158266,14156651,14145537,14153451,14152135,14160011,14160737,14227197,14165176,14188971,14179237,14146804,14156638,14154379,14298632,14156132,
14146365,14145138,14152373,14151284,14141762,14155391,14158299,14156666,14145542,14153459,14152140,14160014,14160760,14227598,14165194,14190052,14179326,14146807,14156638,14154379,14298650,14156211,
14146375,14145161,14152375,14151297,14141762,14155391,14158355,14156666,14145547,14153459,14152143,14160019,14160834,14227639,14165263,14191046,14179331,14146817,14156653,14154384,14298658,14156219,
14146380,14145189,14152401,14151297,14141780,14155409,14158363,14156684,14145557,14153464,14152153,14160042,14160837,14228066,14165309,14191253,14179610,14146817,14156661,14154384,14298668,14156242,
14146388,14145194,14152424,14151302,14141780,14155455,14158394,14156697,14145562,14153464,14152158,14160042,14160860,14228173,14165342,14192017,14179840,14146817,14156666,14154389,14298678,14156329,
14146393,14145230,14152424,14151312,14141785,14155465,14158404,14156722,14145562,14153469,14152158,14160042,14160888,14228403,14165383,14192140,14180964,14146822,14156694,14154430,14298691,14156339,
14146395,14145230,14152452,14151325,14141798,14155544,14158432,14156730,14145570,14153482,14152161,14160047,14160998,14228715,14165401,14192352,14181074,14146825,14156725,14154430,14298694,14156403,
14146398,14145248,14152452,14151343,14141798,14155544,14158445,14156735,14145570,14153487,14152163,14160075,14161039,14228922,14165406,14192513,14181100,14146827,14156730,14154435,14298732,14156413,
14146403,14145266,14152457,14151356,14141798,14155552,14158465,14156745,14145583,14153497,14152176,14160075,14161253,14229788,14165439,14192518,14181115,14146840,14156735,14154443,14298745,14156454,
14146408,14145266,14152475,14151356,14141798,14155649,14158496,14156794,14145588,14153518,14152186,14160088,14161399,14230046,14165460,14192582,14181220,14146845,14156748,14154443,14298763,14156528,
14146416,14145286,14152493,14151371,14141803,14155654,14158514,14156837,14145593,14153533,14152189,14160093,14161422,14230284,14165483,14192850,14181838,14146855,14156758,14154448,14298768,14156628,
14146421,14145294,14152572,14151376,14141803,14155664,14158524,14156853,14145593,14153533,14152194,14160096,14161504,14230826,14165488,14193594,14183213,14146858,14156799,14154458,14298773,14156643,
14146431,14145317,14152582,14151376,14141808,14155667,14158537,14156891,14145598,14153538,14152204,14160106,14161642,14231125,14165626,14193645,14183801,14146863,14156804,14154463,14298778,14156666,
14146441,14145322,14152598,14151417,14141808,14155682,14158552,14156899,14145598,14153551,14152212,14160134,14161905,14231787,14165692,14194933,14183939,14146868,14156817,14154476,14298806,14156684,
14146441,14145340,14152626,14151453,14141816,14155705,14158557,14156932,14145598,14153551,14152240,14160285,14161910,14231950,14165718,14195107,14184069,14146873,14156827,14154476,14298809,14156748,
14146444,14145368,14152646,14151468,14141826,14155741,14158593,14157001,14145598,14153561,14152240,14160285,14161918,14232091,14165871,14195922,14184361,14146873,14156835,14154486,14298811,14156794,
14146444,14145381,14152654,14151486,14141826,14155746,14158616,14157052,14145598,14153564,14152258,14160354,14161946,14232147,14165958,14196681,14184670,14146873,14156840,14154499,14298814,14156807,
14146449,14145383,14152682,14151560,14141826,14155782,14158624,14157075,14145603,14153564,14152260,14160387,14162043,14232344,14165981,14197330,14184685,14146876,14156873,14154499,14298860,14156822,
14146454,14145386,14152682,14151578,14141831,14155787,14158652,14157300,14145603,14153566,14152276,14160405,14162245,14233062,14166076,14197399,14185902,14146876,14156878,14154504,14298865,14156835,
14146457,14145391,14152700,14151591,14141834,14155810,14158657,14157341,14145603,14153569,14152276,14160484,14162286,14233913,14166354,14197670,14186101,14146881,14156881,14154509,14298870,14156924,
14146457,14145401,14152705,14151601,14141836,14155889,14158754,14157351,14145603,14153587,14152276,14160512,14162401,14234000,14166357,14198424,14186165,14146886,14156886,14154517,14298875,14156942,
14146467,14145409,14152736,14151609,14141839,14155897,14158782,14157384,14145606,14153592,14152286,14160579,14162403,14234759,14166804,14198654,14186727,14146886,14156891,14154537,,14157024,
14146472,14145450,14152743,14151624,14141844,14155933,14158790,14157384,14145611,14153594,14152291,14160655,14162467,14234899,14166822,14198963,14187075,14146896,14156901,14154540,,14157042,
14146472,14145455,14152746,14151642,14141849,14155953,14158828,14157402,14145611,14153602,14152296,14160709,14163037,14235091,14166822,14199009,14187407,14146904,14156909,14154545,,14157070,
14146477,14145460,14152769,14151647,14141849,14155999,14158836,14157438,14145631,14153607,14152296,14160714,14163101,14236834,14166827,14199377,14188557,14146904,14156914,14154550,,14157113,
14146477,14145473,14152774,14151652,14141854,14156053,14158869,14157507,14145634,14153615,14152309,14160727,14163193,14237194,14166860,14199684,14188759,14146904,14156914,14154550,,14157121,
14146485,14145478,14152787,14151670,14141854,14156073,14158877,14157540,14145634,14153615,14152319,14160732,14163252,14237215,14166924,14199827,14188787,14146922,14156924,14154568,,14157167,
14146490,14145478,14152792,14151688,14141854,14156137,14158879,14157553,14145636,14153617,14152337,14160742,14163275,14237511,14166932,14200062,14188861,14146922,14156937,14154581,,14157182,
14146490,14145511,14152792,14151706,14141862,14156155,14158897,14157563,14145639,14153617,14152347,14160760,14163308,14237910,14166942,14200361,14189270,14146932,14156955,14154586,,14157195,
14146495,14145519,14152805,14151716,14141862,14156201,14158910,14157581,14145639,14153620,14152347,14160778,14163336,14238344,14167034,14200384,14189676,14146940,14156970,14154596,,14157292,
14146518,14145521,14152856,14151729,14141862,14156211,14158915,14157635,14145639,14153648,14152378,14160870,14163354,14238528,14167062,14200987,14189883,14146950,14157052,14154596,,14157361,
14146536,14145547,14152879,14151734,14141867,14156265,14159012,14157686,14145649,14153648,14152393,14160878,14163515,14238646,14167118,14201488,14190310,14146955,14157062,14154596,,14157384,
14146536,14145552,14152884,14151739,14141872,14156265,14159020,14157686,14145652,14153658,14152406,14160939,14163906,14238684,14167162,14202730,14190371,14146955,14157083,14154599,,14157389,
14146536,14145567,14152904,14151767,14141872,14156354,14159040,14157760,14145654,14153663,14152419,14161013,14163975,14238827,14167213,14203019,14190798,14146968,14157085,14154609,,14157410,
14146541,14145575,14152912,14151775,14141887,14156385,14159053,14157796,14145659,14153699,14152424,14161046,14164031,14238932,14167272,14203167,14191128,14146973,14157103,14154619,,14157645,
14146541,14145575,14152930,14151785,14141895,14156408,14159058,14157857,14145667,14153712,14152429,14161123,14164256,14239024,14167369,14203259,14191271,14146983,14157121,14154632,,14157724,
14146546,14145580,14152935,14151795,14141900,14156469,14159061,14157862,14145672,14153727,14152429,14161146,14164969,14239103,14167527,14203545,14191478,14147001,14157144,14154673,,14157755,
14146569,14145585,14152935,14151798,14141900,14156477,14159071,14157921,14145672,14153730,14152429,14161159,14165222,14239111,14167609,14203770,14191483,14147001,14157149,14154701,,14157821,
14146574,14145598,14152940,14151808,14141905,14156569,14159084,14157921,14145672,14153740,14152434,14161174,14165437,14239428,14167936,14204488,14191608,14147001,14157149,14154706,,14157847,
14146577,14145598,14152953,14151841,14141910,14156569,14159114,14157921,14145677,14153740,14152439,14161197,14166482,14240031,14168010,14205260,14191828,14147009,14157149,14154706,,14157913,
14146595,14145603,14152958,14151844,14141913,14156730,14159163,14157954,14145680,14153740,14152439,14161215,14166495,14240049,14168023,14205917,14192278,14147024,14157162,14154711,,14158033,
14146605,14145603,14152976,14151849,14141913,14156832,14159176,14157995,14145680,14153750,14152442,14161256,14167093,14240141,14168056,14206147,14193075,14147037,14157167,14154711,,14158051,
14146605,14145621,14152986,14151859,14141918,14156835,14159191,14158059,14145682,14153750,14152452,14161297,14167118,14240302,14168258,14206525,14193144,14147037,14157167,14154714,,14158156,
14146610,14145636,14152994,14151877,14141918,14156896,14159260,14158082,14145685,14153753,14152452,14161343,14167862,14240394,14168335,14206732,14193208,14147047,14157172,14154724,,14158212,
14146610,14145649,14152999,14151885,14141928,14156909,14159273,14158092,14145695,14153753,14152465,14161371,14167918,14241370,14168731,14206760,14193752,14147047,14157177,14154729,,14158312,
14146615,14145652,14152999,14151905,14141936,14157111,14159275,14158092,14145695,14153755,14152470,14161450,14169495,14241457,14168861,14207077,14194090,14147047,14157231,14154737,,14158396,
14146618,14145713,14153027,14151905,14141941,14157139,14159283,14158118,14145695,14153758,14152470,14161486,14170967,14241485,14168861,14207877,14194445,14147047,14157241,14154742,,14158547,
14146641,14145723,14153027,14151913,14141946,14157180,14159311,14158151,14145695,14153763,14152480,14161532,14172421,14241518,14169027,14208071,14194555,14147047,14157246,14154747,,14158598,
14146643,14145736,14153027,14151928,14141951,14157213,14159316,14158184,14145703,14153763,14152483,14161665,14172444,14241572,14169168,14208125,14194785,14147055,14157246,14154752,,14158920,
14146664,14145736,14153032,14151936,14141954,14157313,14159342,14158192,14145703,14153763,14152485,14161782,14172536,14241710,14169270,14208194,14195076,14147057,14157267,14154775,,14159030,
14146679,14145736,14153063,14151951,14141956,14157389,14159347,14158220,14145708,14153773,14152488,14161798,14172610,14241983,14169533,14208406,14196696,14147070,14157305,14154775,,14159063,
14146687,14145754,14153078,14151959,14141987,14157594,14159352,14158243,14145708,14153781,14152503,14162153,14172623,14241986,14169569,14208840,14197606,14147070,14157305,14154783,,14159168,
14146687,14145754,14153078,14151964,14141987,14157609,14159398,14158258,14145713,14153786,14152503,14162342,14173193,14242474,14170157,14208963,14197747,14147080,14157320,14154793,,14159462,
14146689,14145772,14153170,14151979,14141987,14157614,14159411,14158286,14145713,14153819,14152506,14162347,14173594,14242911,14170382,14209203,14197823,14147088,14157346,14154793,,14159541,
14146689,14145772,14153175,14151982,14141992,14157816,14159439,14158340,14145718,14153822,14152508,14162442,14173617,14243113,14170517,14209947,14198079,14147088,14157346,14154816,,14159766,
14146689,14145790,14153216,14151987,14141995,14157826,14159490,14158419,14145718,14153822,14152511,14162442,14173906,14243747,14170967,14210016,14198636,14147093,14157351,14154826,,14159781,
14146692,14145805,14153224,14151992,14142010,14157870,14159541,14158460,14145723,14153824,14152516,14162539,14174302,14244406,14171805,14210059,14198843,14147098,14157384,14154831,,14159853,
14146692,14145833,14153239,14152000,14142015,14157944,14159577,14158478,14145726,14153827,14152521,14162613,14174867,14244552,14171961,14210445,14199413,14147108,14157397,14154867,,14159873,
14146692,14145841,14153252,14152038,14142023,14158120,14159595,14158493,14145731,14153827,14152526,14162695,14175199,14244562,14172222,14210568,14199497,14147111,14157402,14154890,,14160129,
14146694,14145846,14153270,14152066,14142025,14158128,14159643,14158570,14145731,14153842,14152531,14162853,14175488,14244682,14172523,14210619,14199911,14147111,14157443,14154903,,14160193,
14146697,14145897,14153285,14152092,14142028,14158151,14159674,14158736,14145731,14153855,14152544,14162876,14175534,14244751,14172843,14211074,14200675,14147111,14157466,14154908,,14160548,
14146707,14145897,14153288,14152140,14142033,14158192,14159689,14158772,14145736,14153860,14152549,14162981,14175899,14244833,14173395,14211327,14202308,14147121,14157466,14154913,,14160640,
14146707,14145910,14153293,14152140,14142038,14158197,14159743,14158805,14145736,14153865,14152559,14163022,14176633,14244853,14174693,14211792,14202344,14147121,14157466,14154913,,14160929,
14146712,14145933,14153336,14152166,14142043,14158197,14159781,14158833,14145736,14153870,14152585,14163065,14178028,14245270,14174974,14211874,14202426,14147126,14157471,14154913,,14161003,
14146712,14145948,14153354,14152171,14142046,14158345,14159802,14158838,14145741,14153873,14152603,14163285,14178089,14245285,14175421,14212515,14202822,14147129,14157484,14154918,,14161003,
14146715,14145948,14153385,14152176,14142048,14158419,14159817,14158892,14145741,14153901,14152603,14163359,14178501,14245520,14175595,14212546,14202896,14147134,14157504,14154987,,14161018,
14146725,14145951,14153418,14152186,14142051,14158565,14159845,14159081,14145741,14153909,14152608,14163408,14178792,14245970,14175618,14212694,14202991,14147139,14157512,14154987,,14161435,
14146730,14145966,14153482,14152191,14142056,14158787,14159868,14159122,14145749,14153929,14152613,14163459,14178856,14246085,14175672,14212753,14203221,14147149,14157522,14154992,,14161463,
14146735,14145976,14153482,14152199,14142056,14158790,14159881,14159145,14145751,14153942,14152618,14163459,14179339,14246251,14175835,14212799,14203824,14147149,14157530,14154992,,14161514,
14146748,14145981,14153487,14152204,14142061,14158851,14159889,14159196,14145754,14153955,14152621,14163602,14179339,14246315,14176188,14212975,14204248,14147152,14157553,14155005,,14161713,
14146748,14145989,14153502,14152222,14142064,14158951,14159894,14159219,14145759,14153970,14152621,14163929,14180057,14246320,14176630,14212988,14204419,14147172,14157553,14155010,,14161997,
14146748,14145989,14153510,14152268,14142074,14159076,14159937,14159227,14145759,14153978,14152631,14163939,14180116,14246458,14176763,14213594,14204731,14147175,14157571,14155033,,14162020,
14146756,14146007,14153538,14152278,14142079,14159140,14159968,14159242,14145764,14153978,14152636,14164039,14180282,14246762,14176957,14213798,14205503,14147175,14157576,14155046,,14162219,
14146763,14146030,14153538,14152286,14142079,14159421,14159996,14159265,14145764,14153980,14152641,14164067,14181197,14246775,14176965,14213885,14205577,14147180,14157586,14155064,,14162258,
14146794,14146040,14153579,14152296,14142079,14159426,14159996,14159265,14145777,14153983,14152646,14164182,14181925,14247710,14177246,14213931,14206037,14147185,14157609,14155069,,14162940,
14146794,14146040,14153597,14152304,14142084,14159500,14160052,14159324,14145787,14153998,14152654,14164315,14182107,14247815,14177392,14214056,14206318,14147185,14157622,14155074,,14162953,
14146799,14146050,14153640,14152314,14142097,14159674,14160088,14159352,14145787,14154011,14152659,14164379,14182347,14247999,14177540,14214726,14206816,14147185,14157632,14155074,,14163096,
14146807,14146071,14153671,14152319,14142097,14160001,14160088,14159357,14145797,14154011,14152664,14164384,14182444,14248104,14177540,14214851,14207192,14147193,14157650,14155092,,14163142,
14146807,14146073,14153671,14152324,14142107,14160226,14160139,14159360,14145800,14154016,14152664,14164476,14182554,14248178,14177788,14216106,14207220,14147195,14157658,14155097,,14163221,
14146817,14146076,14153740,14152327,14142112,14160239,14160359,14159449,14145800,14154044,14152677,14164665,14183144,14248763,14177923,14216379,14207795,14147203,14157683,14155112,,14163321,
14146830,14146081,14153763,14152332,14142112,14160479,14160377,14159462,14145800,14154049,14152687,14164788,14183221,14248791,14178166,14216420,14207974,14147208,14157691,14155115,,14163929,
14146832,14146091,14153850,14152337,14142115,14160599,14160433,14159480,14145805,14154049,14152700,14164941,14183277,14248932,14178166,14216686,14208508,14147221,14157691,14155138,,14164103,
14146835,14146104,14153886,14152342,14142115,14160934,14160456,14159697,14145805,14154052,14152700,14165043,14183428,14249351,14179027,14216709,14208756,14147231,14157701,14155143,,14164696,
14146835,14146140,14153906,14152355,14142138,14160995,14160461,14159702,14145805,14154062,14152720,14165087,14183538,14251007,14179040,14217013,14209408,14147236,14157706,14155153,,14164918,
14146848,14146155,14153909,14152365,14142138,14161146,14160553,14159743,14145810,14154077,14152733,14165148,14184036,14252359,14179224,14218007,14210310,14147239,14157750,14155161,,14165953,
14146858,14146178,14153914,14152365,14142148,14161266,14160558,14159776,14145813,14154080,14152741,14165299,14185117,14253092,14179684,14218255,14210527,14147249,14157752,14155161,,14166500,
14146858,14146196,14153942,14152373,14142153,14161345,14160558,14159843,14145823,14154080,14152746,14165526,14185189,14253340,14179694,14218283,14210706,14147254,14157783,14155166,,14167070,
14146863,14146232,14153952,14152383,14142153,14161665,14160607,14159863,14145823,14154103,14152751,14165667,14185567,14253427,14180057,14219515,14210931,14147254,14157783,14155166,,14167481,
14146876,14146237,14153978,14152401,14142156,14161703,14160607,14159868,14145828,14154118,14152756,14165807,14186234,14253445,14180374,14219525,14211189,14147254,14157788,14155184,,14167867,
14146876,14146270,14153980,14152429,14142166,14162135,14160612,14159965,14145836,14154121,14152782,14165912,14186786,14253890,14180548,14219745,14211286,14147259,14157801,14155189,,14167880,
14146876,14146316,14153998,14152434,14142171,14162168,14160645,14160093,14145841,14154149,14152792,14166091,14186865,14253951,14180816,14219995,14211442,14147262,14157816,14155197,,14168368,
14146886,14146321,14154075,14152442,14142171,14162222,14160653,14160213,14145851,14154149,14152792,14166267,14186990,14254084,14180890,14220445,14211493,14147264,14157829,14155199,,14168442,
14146894,14146334,14154103,14152452,14142171,14162779,14160663,14160254,14145856,14154159,14152797,14166372,14188230,14254089,14181662,14220496,14211590,14147267,14157842,14155207,,14168593,
14146914,14146380,14154103,14152488,14142176,14162917,14160668,14160267,14145856,14154169,14152797,14166431,14188723,14254158,14182406,14220803,14212500,14147277,14157870,14155212,,14168915,
