0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1920},0-BINSEARCH[56](1935){1984},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1568},0-BINSEARCH[56](1935){1680},0-BINSEARCH[56](1935){1736},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792}
14140275,14138177,14140354,14143009,14136232,14141440,14144995,14143883,14141578,14149163,14145557,14147313,14144195,14153653,14151486,14151890,14152503,14141463,14146109,14148233,14152953,14141788,14157985
14140275,14138197,14140364,14143012,14136237,14141443,14145013,14143891,14141588,14149168,14145562,14147323,14144205,14153671,14151504,14151895,14152506,14141468,14146114,14148238,14152968,14141788,14158077
14140280,14138197,14140377,14143017,14136237,14141453,14145015,14143896,14141604,14149168,14145565,14147323,14144213,14153676,14151504,14151905,14152508,14141468,14146114,14148243,14153045,14141795,14158115
14140285,14138205,14140382,14143022,14136260,14141463,14145023,14143906,14141609,14149181,14145575,14147338,14144218,14153684,14151519,14151910,14152511,14141486,14146117,14148253,14153050,14141803,14158143
14140295,14138205,14140390,14143050,14136293,14141463,14145041,14143937,14141627,14149196,14145575,14147392,14144218,14153699,14151537,14151923,14152534,14141494,14146122,14148256,14153050,14141859,14158151
14140308,14138205,14140395,14143050,14136293,14141471,14145051,14143942,14141627,14149204,14145575,14147402,14144226,14153712,14151537,14151928,14152559,14141494,14146127,14148256,14153055,14141862,14158179
14140313,14138207,14140400,14143058,14136293,14141473,14145056,14143947,14141629,14149204,14145575,14147415,14144241,14153722,14151537,14151931,14152582,14141512,14146132,14148261,14153068,14141872,14158189
14140331,14138215,14140410,14143058,14136319,14141476,14145079,14143960,14141634,14149209,14145575,14147438,14144241,14153740,14151555,14151933,14152595,14141537,14146155,14148261,14153096,14141882,14158202
14140349,14138228,14140441,14143068,14136329,14141486,14145092,14143960,14141647,14149209,14145575,14147456,14144246,14153745,14151573,14151941,14152641,14141540,14146173,14148261,14153109,14141903,14158207
14140349,14138238,14140441,14143068,14136334,14141504,14145120,14143965,14141655,14149214,14145580,14147456,14144254,14153768,14151583,14151979,14152677,14141540,14146173,14148266,14153114,14141905,14158220
14140359,14138251,14140451,14143076,14136337,14141504,14145146,14143973,14141660,14149214,14145580,14147540,14144264,14153768,14151583,14151982,14152718,14141542,14146183,14148276,14153129,14141913,14158256
14140364,14138266,14140459,14143086,14136347,14141504,14145161,14143993,14141660,14149219,14145585,14147548,14144264,14153786,14151606,14152010,14152723,14141545,14146183,14148279,14153183,14141928,14158271
14140364,14138271,14140469,14143086,14136362,14141532,14145161,14143996,14141665,14149227,14145593,14147558,14144295,14153878,14151629,14152038,14152746,14141545,14146191,14148281,14153193,14141941,14158289
14140405,14138289,14140492,14143086,14136367,14141540,14145166,14144001,14141665,14149237,14145598,14147568,14144297,14153878,14151634,14152056,14152764,14141550,14146196,14148284,14153201,14141959,14158299
14140415,14138312,14140507,14143109,14136370,14141540,14145184,14144003,14141665,14149237,14145603,14147576,14144305,14153916,14151652,14152084,14152779,14141568,14146196,14148289,14153203,14141964,14158307
14140415,14138322,14140515,14143109,14136375,14141550,14145194,14144006,14141670,14149237,14145603,14147581,14144305,14153952,14151657,14152094,14152797,14141568,14146196,14148297,14153206,14141964,14158327
14140423,14138330,14140528,14143114,14136383,14141558,14145197,14144016,14141688,14149240,14145616,14147584,14144305,14153970,14151678,14152112,14152797,14141591,14146201,14148307,14153221,14141969,14158396
14140428,14138353,14140533,14143145,14136385,14141568,14145207,14144026,14141688,14149242,14145616,14147627,14144315,14153970,14151680,14152166,14152830,14141596,14146211,14148307,14153247,14141972,14158409
14140428,14138353,14140566,14143147,14136398,14141583,14145220,14144029,14141706,14149245,14145626,14147632,14144315,14153970,14151721,14152204,14152833,14141604,14146214,14148307,14153252,14141987,14158424
14140441,14138376,14140576,14143147,14136416,14141596,14145230,14144047,14141711,14149250,14145629,14147632,14144328,14153993,14151734,14152217,14152838,14141606,14146224,14148320,14153275,14142015,14158455
14140441,14138376,14140589,14143160,14136416,14141596,14145235,14144047,14141721,14149255,14145634,14147637,14144346,14154029,14151744,14152278,14152848,14141619,14146242,14148325,14153349,14142043,14158460
14140446,14138376,14140612,14143160,14136421,14141601,14145243,14144067,14141726,14149260,14145636,14147640,14144351,14154034,14151749,14152306,14152879,14141624,14146257,14148335,14153377,14142046,14158468
14140451,14138381,14140620,14143160,14136426,14141611,14145245,14144080,14141734,14149268,14145644,14147658,14144366,14154039,14151749,14152314,14152879,14141637,14146265,14148345,14153385,14142061,14158478
14140469,14138381,14140620,14143165,14136462,14141619,14145248,14144080,14141742,14149270,14145662,14147663,14144366,14154049,14151749,14152324,14152935,14141647,14146270,14148350,14153400,14142069,14158496
14140469,14138417,14140622,14143173,14136467,14141629,14145248,14144088,14141757,14149278,14145662,14147678,14144374,14154057,14151767,14152347,14152943,14141665,14146270,14148358,14153428,14142089,14158542
14140497,14138422,14140630,14143188,14136467,14141632,14145253,14144103,14141762,14149283,14145667,14147683,14144389,14154080,14151777,14152355,14152948,14141665,14146270,14148358,14153449,14142115,14158560
14140510,14138432,14140638,14143206,14136472,14141634,14145268,14144108,14141780,14149286,14145672,14147686,14144407,14154090,14151785,14152388,14152971,14141665,14146270,14148363,14153451,14142120,14158575
14140528,14138432,14140653,14143211,14136495,14141650,14145289,14144113,14141780,14149288,14145672,14147691,14144430,14154113,14151785,14152406,14152999,14141670,14146275,14148363,14153469,14142120,14158593
14140533,14138440,14140658,14143214,14136495,14141660,14145291,14144121,14141793,14149291,14145680,14147709,14144433,14154121,14151808,14152429,14153019,14141678,14146283,14148363,14153482,14142125,14158593
14140561,14138440,14140658,14143219,14136503,14141665,14145294,14144121,14141798,14149296,14145680,14147742,14144433,14154136,14151821,14152462,14153022,14141678,14146293,14148376,14153569,14142125,14158611
14140571,14138450,14140676,14143224,14136513,14141665,14145294,14144126,14141798,14149306,14145685,14147747,14144443,14154213,14151831,14152470,14153027,14141688,14146316,14148381,14153612,14142130,14158616
14140571,14138473,14140681,14143229,14136549,14141675,14145314,14144141,14141818,14149309,14145685,14147755,14144443,14154218,14151859,14152488,14153050,14141688,14146329,14148389,14153620,14142171,14158629
14140574,14138486,14140689,14143247,14136587,14141678,14145330,14144157,14141836,14149311,14145690,14147755,14144448,14154218,14151923,14152511,14153055,14141693,14146334,14148394,14153643,14142194,14158657
14140574,14138491,14140694,14143262,14136610,14141688,14145340,14144172,14141836,14149311,14145695,14147760,14144448,14154223,14151923,14152549,14153068,14141698,14146339,14148399,14153681,14142204,14158667
14140584,14138491,14140712,14143265,14136628,14141688,14145368,14144218,14141849,14149329,14145695,14147778,14144448,14154241,14151946,14152549,14153101,14141703,14146342,14148409,14153699,14142204,14158680
14140589,14138496,14140714,14143270,14136633,14141701,14145391,14144223,14141849,14149342,14145705,14147778,14144448,14154246,14151959,14152585,14153101,14141706,14146344,14148409,14153712,14142204,14158693
14140589,14138501,14140722,14143275,14136633,14141701,14145424,14144233,14141849,14149342,14145713,14147788,14144453,14154254,14151992,14152595,14153160,14141711,14146357,14148414,14153717,14142207,14158713
14140589,14138504,14140727,14143275,14136638,14141703,14145429,14144251,14141859,14149342,14145718,14147801,14144476,14154274,14151997,14152608,14153211,14141716,14146357,14148422,14153722,14142207,14158762
14140594,14138514,14140732,14143275,14136641,14141719,14145432,14144259,14141867,14149347,14145721,14147801,14144509,14154287,14152000,14152626,14153221,14141726,14146370,14148432,14153727,14142222,14158772
14140597,14138514,14140735,14143290,14136641,14141724,14145437,14144269,14141867,14149352,14145721,14147806,14144540,14154292,14152020,14152659,14153239,14141742,14146408,14148432,14153730,14142225,14158795
14140607,14138537,14140740,14143293,14136674,14141739,14145442,14144287,14141867,14149357,14145723,14147811,14144563,14154300,14152020,14152687,14153242,14141752,14146413,14148440,14153758,14142232,14158815
14140630,14138537,14140758,14143313,14136687,14141757,14145452,14144287,14141867,14149360,14145728,14147824,14144563,14154338,14152025,14152687,14153244,14141762,14146421,14148442,14153840,14142235,14158823
14140630,14138545,14140768,14143316,14136692,14141757,14145455,14144323,14141877,14149360,14145741,14147829,14144586,14154338,14152038,14152705,14153265,14141775,14146426,14148445,14153878,14142240,14158851
14140630,14138547,14140773,14143326,14136692,14141762,14145455,14144333,14141882,14149362,14145754,14147847,14144604,14154389,14152051,14152710,14153290,14141775,14146431,14148455,14153878,14142248,14158892
14140635,14138550,14140776,14143329,14136702,14141775,14145475,14144338,14141885,14149370,14145759,14147883,14144627,14154389,14152079,14152743,14153313,14141775,14146436,14148460,14153891,14142250,14158961
14140635,14138568,14140778,14143329,14136710,14141775,14145478,14144361,14141887,14149370,14145764,14147893,14144627,14154402,14152079,14152746,14153326,14141780,14146454,14148468,14153919,14142286,14158961
14140645,14138570,14140786,14143339,14136715,14141788,14145501,14144369,14141895,14149375,14145764,14147898,14144632,14154402,14152092,14152769,14153372,14141798,14146454,14148468,14153929,14142286,14158989
14140648,14138570,14140786,14143339,14136715,14141798,14145506,14144374,14141900,14149375,14145769,14147913,14144655,14154402,14152107,14152774,14153377,14141798,14146467,14148473,14153957,14142291,14159007
14140653,14138575,14140791,14143344,14136715,14141808,14145519,14144374,14141908,14149375,14145772,14147916,14144655,14154420,14152135,14152779,14153377,14141798,14146472,14148473,14153985,14142304,14159053
14140653,14138578,14140804,14143349,14136720,14141821,14145521,14144384,14141913,14149378,14145774,14147939,14144673,14154438,14152138,14152782,14153380,14141808,14146472,14148473,14154052,14142309,14159071
14140691,14138578,14140814,14143352,14136733,14141826,14145524,14144402,14141913,14149380,14145777,14147954,14144678,14154440,14152148,14152792,14153436,14141818,14146477,14148478,14154085,14142314,14159071
14140694,14138583,14140827,14143367,14136738,14141849,14145529,14144407,14141913,14149393,14145787,14147962,14144686,14154458,14152163,14152815,14153436,14141821,14146485,14148478,14154113,14142324,14159076
14140694,14138601,14140832,14143367,14136748,14141862,14145534,14144412,14141918,14149393,14145787,14147967,14144724,14154463,14152176,14152848,14153454,14141826,14146490,14148486,14154126,14142337,14159122
14140704,14138606,14140860,14143372,14136756,14141864,14145562,14144420,14141923,14149401,14145800,14147975,14144734,14154468,14152181,14152856,14153464,14141844,14146495,14148486,14154131,14142345,14159130
14140712,14138606,14140878,14143377,14136766,14141867,14145565,14144420,14141928,14149403,14145800,14147977,14144737,14154499,14152186,14152876,14153492,14141849,14146503,14148496,14154149,14142350,14159130
14140722,14138624,14140883,14143377,14136766,14141882,14145570,14144425,14141941,14149406,14145823,14147990,14144747,14154522,14152189,14152902,14153500,14141854,14146518,14148524,14154149,14142360,14159201
14140735,14138629,14140883,14143385,14136771,14141887,14145575,14144430,14141946,14149416,14145823,14147995,14144760,14154527,14152194,14152912,14153510,14141854,14146518,14148527,14154154,14142365,14159278
14140750,14138629,14140911,14143385,14136781,14141908,14145585,14144443,14141954,14149416,14145833,14148013,14144770,14154545,14152199,14152935,14153510,14141864,14146518,14148529,14154154,14142365,14159278
14140750,14138639,14140939,14143390,14136789,14141918,14145585,14144443,14141959,14149421,14145833,14148013,14144780,14154586,14152212,14152945,14153510,14141882,14146526,14148542,14154182,14142378,14159296
14140755,14138639,14140952,14143390,14136804,14141928,14145598,14144463,14141969,14149424,14145833,14148023,14144793,14154591,14152214,14152999,14153523,14141885,14146536,14148547,14154200,14142378,14159329
14140755,14138647,14140957,14143395,14136804,14141941,14145611,14144463,14141974,14149424,14145833,14148023,14144811,14154629,14152222,14153004,14153541,14141885,14146541,14148552,14154236,14142388,14159334
14140760,14138662,14140965,14143403,14136807,14141946,14145613,14144479,14141977,14149426,14145833,14148049,14144816,14154632,14152245,14153032,14153561,14141885,14146546,14148552,14154236,14142391,14159357
14140768,14138662,14140970,14143405,14136817,14141951,14145616,14144481,14141979,14149429,14145836,14148082,14144839,14154645,14152245,14153060,14153579,14141913,14146546,14148555,14154269,14142401,14159362
14140781,14138683,14140980,14143408,14136825,14141954,14145626,14144494,14141982,14149434,14145861,14148082,14144857,14154660,14152250,14153083,14153579,14141923,14146549,14148560,14154279,14142432,14159370
14140791,14138703,14140988,14143408,14136825,14141969,14145626,14144494,14141982,14149434,14145874,14148110,14144903,14154678,14152268,14153083,14153579,14141931,14146574,14148560,14154305,14142434,14159370
14140801,14138708,14140993,14143418,14136843,14141979,14145631,14144499,14141995,14149439,14145882,14148123,14144908,14154691,14152301,14153086,14153589,14141936,14146587,14148570,14154338,14142447,14159385
14140809,14138716,14140993,14143423,14136881,14141982,14145639,14144527,14142000,14149439,14145884,14148128,14144913,14154739,14152304,14153109,14153594,14141941,14146592,14148570,14154384,14142465,14159406
14140809,14138726,14141021,14143426,14136886,14141997,14145644,14144535,14142000,14149444,14145907,14148128,14144916,14154742,14152332,14153114,14153625,14141941,14146597,14148575,14154389,14142470,14159416
14140814,14138731,14141031,14143431,14136894,14141997,14145654,14144553,14142000,14149457,14145915,14148136,14144962,14154742,14152337,14153129,14153635,14141941,14146615,14148575,14154389,14142475,14159431
14140814,14138731,14141054,14143436,14136896,14142002,14145672,14144558,14142005,14149457,14145920,14148138,14144990,14154752,14152365,14153147,14153653,14141959,14146638,14148578,14154425,14142478,14159436
14140819,14138739,14141077,14143436,14136904,14142020,14145672,14144563,14142015,14149457,14145935,14148138,14145036,14154757,14152365,14153147,14153658,14141964,14146643,14148593,14154430,14142498,14159439
