0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1856},0-BINSEARCH[56](2042){1888},0-BINSEARCH[56](2042){1904},0-BINSEARCH[56](2042){1896},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1894}
14169293,14166597,14233900,14181754,14181823,14171698,14166201,14212275,14194197,14173584,14244204,14269256,14175644,14213458,14166505,14227552,14166127,14234156,14166321,14162986,14163390
14169293,14166597,14234020,14181754,14181864,14171698,14166201,14212298,14194565,14173791,14244327,14269356,14175687,14213691,14166510,14227565,14166127,14234212,14166326,14162986,14163392
14169296,14166602,14234120,14181882,14181923,14171698,14166201,14212316,14194657,14173911,14244705,14269558,14175723,14213801,14166510,14228012,14166129,14234263,14166326,14162991,14163395
14169298,14166602,14234202,14181905,14181933,14171703,14166201,14212349,14194749,14173952,14244953,14269632,14175843,14213967,14166510,14228038,14166129,14234355,14166326,14162991,14163395
14169298,14166605,14234378,14181920,14181948,14171703,14166206,14212390,14194754,14173988,14245055,14269670,14175858,14214230,14166513,14228071,14166132,14234414,14166326,14162991,14163400
14169301,14166605,14234677,14181943,14181953,14171703,14166211,14212441,14194910,14173993,14245106,14269780,14176035,14214266,14166513,14228278,14166137,14234598,14166329,14162994,14163400
14169301,14166607,14234728,14181956,14181966,14171708,14166211,14212515,14195007,14174044,14245272,14269918,14176211,14214386,14166513,14228278,14166137,14234608,14166331,14162996,14163405
14169301,14166610,14234876,14182081,14181974,14171713,14166211,14212712,14195186,14174113,14245344,14270051,14176326,14214491,14166515,14228319,14166142,14234613,14166334,14162996,14163405
14169306,14166610,14235349,14182237,14182058,14171713,14166214,14212722,14195416,14174233,14245405,14270161,14176405,14214542,14166515,14228551,14166142,14234930,14166339,14163004,14163405
14169311,14166610,14235441,14182268,14182089,14171713,14166214,14213154,14195447,14174284,14245607,14270378,14176464,14214570,14166518,14228582,14166147,14235147,14166339,14163004,14163405
14169311,14166612,14235592,14182296,14182094,14171716,14166214,14213264,14195638,14174312,14245699,14270391,14176510,14214603,14166528,14228623,14166147,14235160,14166339,14163009,14163408
14169311,14166615,14235656,14182306,14182099,14171721,14166216,14213269,14195720,14174315,14246195,14270856,14176817,14214626,14166528,14228702,14166147,14235193,14166344,14163009,14163410
14169316,14166615,14235919,14182339,14182191,14171726,14166216,14213297,14195945,14174491,14246210,14270874,14176906,14214718,14166528,14228927,14166150,14235375,14166344,14163009,14163410
14169321,14166620,14235929,14182365,14182214,14171726,14166216,14213343,14196014,14174583,14246279,14271086,14177113,14214746,14166533,14229042,14166150,14235390,14166344,14163009,14163413
14169321,14166620,14235978,14182365,14182227,14171726,14166221,14213415,14196014,14174775,14246632,14271183,14177338,14215086,14166533,14229323,14166160,14235413,14166349,14163014,14163415
14169321,14166620,14236067,14182385,14182270,14171731,14166221,14213420,14196101,14174956,14246696,14271183,14177361,14215140,14166533,14229423,14166160,14235643,14166349,14163014,14163418
14169326,14166620,14236195,14182393,14182329,14171736,14166224,14213573,14196382,14175092,14246862,14271252,14177425,14215181,14166536,14229448,14166165,14235643,14166349,14163014,14163418
14169326,14166625,14236246,14182393,14182421,14171744,14166224,14213678,14196400,14175184,14246900,14271380,14177545,14215214,14166538,14229469,14166183,14235694,14166349,14163017,14163423
14169326,14166625,14236379,14182408,14182536,14171744,14166224,14213724,14196594,14175186,14246987,14271431,14177729,14215339,14166541,14229975,14166188,14235947,14166354,14163019,14163428
14169334,14166625,14236420,14182436,14182592,14171749,14166224,14213732,14196653,14175237,14247020,14271536,14177813,14215339,14166543,14230069,14166188,14236310,14166357,14163019,14163428
14169339,14166628,14236425,14182475,14182638,14171754,14166229,14213798,14196758,14175268,14247358,14271551,14178115,14215413,14166543,14230248,14166191,14236351,14166359,14163027,14163433
14169339,14166630,14236494,14182482,14182659,14171754,14166229,14213880,14197062,14175286,14247447,14271592,14178286,14215485,14166546,14230335,14166191,14236548,14166359,14163032,14163433
14169344,14166630,14236563,14182595,14182674,14171759,14166229,14213926,14197103,14175444,14247511,14271661,14178309,14215505,14166546,14230427,14166193,14236693,14166367,14163032,14163436
14169349,14166633,14236647,14182641,14182771,14171762,14166234,14213962,14197118,14175659,14247570,14272182,14178452,14215569,14166551,14230458,14166196,14236821,14166367,14163032,14163436
14169352,14166633,14236665,14182748,14182794,14171762,14166234,14214023,14197545,14175705,14247736,14272461,14178562,14215574,14166564,14230601,14166196,14237179,14166367,14163037,14163438
14169352,14166635,14236678,14182771,14182830,14171772,14166234,14214327,14197601,14175705,14248109,14272604,14178956,14215646,14166564,14230805,14166201,14237851,14166372,14163037,14163438
14169352,14166638,14237000,14182807,14182894,14171772,14166239,14214340,14197647,14175728,14248270,14272604,14178961,14215702,14166566,14230859,14166206,14237994,14166377,14163040,14163441
14169357,14166638,14237031,14182820,14182914,14171772,14166239,14214396,14197798,14175736,14248349,14272617,14179030,14215794,14166569,14230997,14166206,14238214,14166377,14163042,14163441
14169357,14166638,14237156,14182942,14182978,14171777,14166242,14214419,14197813,14175746,14248423,14272783,14179160,14215830,14166569,14231061,14166206,14238357,14166380,14163042,14163446
14169357,14166643,14237243,14182950,14182991,14171777,14166252,14214583,14197816,14175807,14248679,14272801,14179183,14216052,14166569,14231242,14166211,14238955,14166380,14163042,14163451
14169365,14166643,14237562,14183078,14183024,14171777,14166257,14214585,14198005,14175830,14248743,14273123,14179283,14216139,14166569,14231245,14166211,14239134,14166382,14163045,14163451
14169365,14166643,14237759,14183093,14183034,14171780,14166257,14214616,14198488,14176124,14248799,14273138,14179584,14216341,14166574,14231411,14166216,14239172,14166382,14163045,14163451
14169370,14166648,14237925,14183144,14183121,14171782,14166262,14214713,14199201,14176280,14248840,14273258,14179694,14216456,14166574,14231444,14166219,14239180,14166382,14163047,14163454
14169370,14166648,14238201,14183180,14183318,14171785,14166262,14214838,14199285,14176615,14249057,14273685,14179914,14216461,14166574,14231498,14166221,14239346,14166385,14163050,14163456
14169372,14166651,14238260,14183193,14183331,14171787,14166265,14214851,14199285,14176625,14249060,14273777,14180108,14216499,14166579,14231516,14166224,14239379,14166385,14163050,14163459
14169375,14166651,14238278,14183272,14183346,14171790,14166265,14214897,14199377,14176799,14249246,14274173,14180144,14216617,14166579,14231549,14166224,14239540,14166390,14163050,14163461
14169375,14166653,14238362,14183300,14183346,14171790,14166267,14214971,14199380,14176804,14249259,14274329,14180320,14216732,14166579,14231687,14166224,14239691,14166395,14163050,14163461
14169380,14166656,14238426,14183333,14183359,14171795,14166267,14214989,14199395,14176906,14249277,14274393,14180553,14216796,14166579,14231963,14166224,14239752,14166398,14163055,14163464
14169380,14166658,14238431,14183392,14183392,14171795,14166270,14215035,14199538,14176914,14249397,14274554,14180571,14216829,14166587,14232017,14166224,14240317,14166403,14163055,14163469
14169380,14166658,14238513,14183466,14183622,14171795,14166275,14215145,14199630,14176970,14249433,14274615,14180773,14216847,14166587,14232234,14166229,14240363,14166405,14163055,14163474
14169380,14166658,14238523,14183487,14183640,14171800,14166280,14215150,14199822,14177200,14249678,14275152,14180816,14216857,14166587,14232809,14166229,14240373,14166405,14163060,14163479
14169385,14166661,14238960,14183520,14183650,14171805,14166280,14215610,14200057,14177236,14249788,14275180,14180903,14216980,14166589,14232916,14166229,14240496,14166408,14163060,14163482
14169385,14166661,14238988,14183535,14183671,14171813,14166280,14215620,14200182,14177535,14249829,14275267,14181133,14216990,14166589,14232937,14166234,14240616,14166413,14163065,14163484
14169385,14166661,14239014,14183576,14183814,14171818,14166285,14215692,14200223,14177652,14249857,14275405,14181373,14217054,14166589,14232952,14166239,14241002,14166413,14163068,14163492
14169385,14166666,14239029,14183696,14183883,14171818,14166285,14215748,14200443,14177668,14249931,14275673,14181654,14217501,14166589,14233098,14166239,14241058,14166423,14163068,14163492
14169388,14166666,14239083,14183709,14183903,14171826,14166290,14215804,14200596,14177816,14250013,14275732,14181680,14217534,14166592,14233154,14166239,14241521,14166428,14163070,14163497
14169390,14166666,14239116,14183768,14183962,14171828,14166293,14215873,14201074,14177949,14250647,14276039,14182107,14217557,14166597,14233264,14166242,14241539,14166436,14163070,14163497
14169390,14166666,14239208,14183875,14183967,14171828,14166293,14215881,14201230,14178225,14250680,14276044,14182224,14217603,14166597,14233527,14166242,14241554,14166436,14163070,14163500
14169393,14166671,14239246,14183893,14184151,14171828,14166298,14215937,14201281,14178263,14250979,14276059,14182526,14217611,14166597,14233670,14166247,14241559,14166441,14163073,14163502
14169398,14166671,14239328,14183893,14184276,14171831,14166303,14216098,14201396,14178465,14251163,14276118,14182554,14217749,14166602,14233882,14166247,14241562,14166441,14163073,14163510
14169398,14166671,14239581,14184072,14184297,14171831,14166303,14216190,14201404,14178501,14251319,14276161,14182623,14217782,14166602,14233946,14166252,14241610,14166441,14163078,14163515
14169398,14166676,14239586,14184133,14184568,14171833,14166303,14216244,14201465,14179025,14251360,14276179,14182955,14218033,14166602,14234056,14166252,14241651,14166446,14163078,14163515
14169398,14166684,14239594,14184133,14184708,14171836,14166306,14216300,14201562,14179165,14251429,14276182,14183290,14218038,14166602,14234074,14166252,14241664,14166449,14163078,14163533
14169403,14166684,14239944,14184187,14184711,14171836,14166308,14216331,14201667,14179252,14251477,14276404,14183354,14218112,14166602,14234304,14166252,14241825,14166449,14163083,14163533
14169403,14166684,14240322,14184192,14184757,14171836,14166311,14216397,14201703,14179283,14251536,14276905,14183397,14218306,14166607,14234393,14166257,14241976,14166449,14163088,14163538
14169403,14166684,14240565,14184289,14184775,14171841,14166313,14216507,14201925,14179712,14251582,14276933,14183474,14218319,14166607,14234774,14166257,14241991,14166451,14163088,14163538
14169403,14166689,14240703,14184371,14185104,14171841,14166313,14216520,14201948,14179791,14251646,14277125,14183760,14218342,14166610,14234884,14166257,14242073,14166459,14163088,14163543
14169403,14166689,14240828,14184749,14185107,14171846,14166316,14216614,14202022,14179878,14251687,14277171,14184509,14218347,14166612,14234953,14166262,14242290,14166464,14163091,14163543
14169403,14166694,14240836,14185033,14185168,14171851,14166316,14216681,14202145,14180062,14251697,14277273,14185181,14218352,14166615,14235091,14166265,14242395,14166464,14163101,14163546
14169408,14166694,14241306,14185089,14185209,14171851,14166321,14216701,14202344,14180090,14251850,14277309,14185296,14218383,14166615,14235165,14166265,14242418,14166464,14163101,14163548
14169408,14166694,14241342,14185227,14185296,14171851,14166321,14216824,14202395,14180126,14251963,14277398,14185360,14218398,14166620,14235362,14166265,14242625,14166464,14163101,14163551
14169413,14166699,14241457,14185465,14185508,14171854,14166321,14216880,14202574,14180297,14252382,14277618,14185370,14218411,14166620,14235441,14166267,14242648,14166467,14163106,14163551
14169413,14166699,14241628,14185488,14185626,14171856,14166321,14216995,14202605,14180369,14252599,14277738,14185516,14218495,14166625,14235472,14166267,14242709,14166467,14163109,14163556
14169413,14166702,14241651,14185633,14185812,14171859,14166321,14217744,14202684,14180397,14252704,14277991,14185549,14218495,14166625,14235656,14166267,14242980,14166469,14163109,14163556
14169413,14166704,14242050,14185641,14185935,14171859,14166326,14217787,14202758,14180402,14252939,14278083,14185697,14218679,14166625,14235766,14166270,14243021,14166469,14163111,14163556
14169416,14166707,14242282,14185656,14186042,14171864,14166326,14218012,14202822,14180415,14252944,14278093,14185848,14218812,14166628,14235883,14166270,14243123,14166472,14163114,14163556
14169416,14166712,14242341,14185774,14186183,14171869,14166329,14218117,14203001,14180642,14253046,14278410,14186142,14218817,14166635,14235955,14166270,14243123,14166482,14163114,14163561
14169416,14166712,14242349,14185792,14186285,14171869,14166329,14218370,14203405,14180650,14253072,14278630,14186244,14218914,14166643,14236006,14166270,14243131,14166487,14163114,14163561
14169421,14166712,14242415,14185871,14186303,14171874,14166329,14218426,14203443,14180793,14253123,14278732,14186671,14218968,14166643,14236131,14166270,14243187,14166487,14163116,14163561
14169421,14166717,14242461,14186027,14186344,14171874,14166331,14218513,14203655,14180821,14253151,14278855,14186717,14219047,14166643,14236218,14166270,14243256,14166490,14163119,14163566
14169421,14166722,14242699,14186050,14186377,14171874,14166334,14218582,14203737,14181097,14253187,14279049,14186786,14219180,14166648,14236228,14166275,14243545,14166492,14163124,14163566
14169421,14166722,14242870,14186106,14186423,14171882,14166336,14218656,14203742,14181386,14253200,14279090,14186865,14219244,14166656,14236323,14166275,14243836,14166505,14163124,14163566
14169426,14166725,14243136,14186165,14186671,14171882,14166339,14218756,14203788,14181524,14253307,14279100,14186934,14219566,14166656,14236673,14166275,14243974,14166510,14163124,14163571
14169426,14166725,14243164,14186377,14186712,14171882,14166344,14218766,14203811,14181547,14253320,14279159,14187494,14219625,14166658,14237138,14166283,14243992,14166513,14163124,14163574
14169431,14166725,14243302,14186998,14186806,14171882,14166349,14218820,14204064,14181552,14253358,14279182,14187637,14219681,14166658,14237432,14166285,14244038,14166515,14163129,14163576
14169439,14166725,14243312,14187072,14186809,14171887,14166349,14218999,14204069,14182076,14253509,14279228,14187642,14219875,14166658,14237695,14166285,14244309,14166515,14163132,14163584
14169444,14166730,14243450,14187310,14186832,14171887,14166349,14219234,14204087,14182250,14253583,14279256,14187688,14219967,14166661,14238091,14166290,14244465,14166518,14163137,14163584
14169449,14166730,14243772,14187333,14186988,14171892,14166354,14219295,14204105,14182380,14253639,14279266,14187867,14220039,14166661,14238099,14166293,14244534,14166520,14163137,14163584
14169449,14166735,14243854,14187356,14187006,14171892,14166357,14219543,14204217,14182459,14253744,14279302,14187982,14220238,14166661,14238441,14166293,14244567,14166520,14163137,14163584
14169449,14166735,14243900,14187770,14187269,14171892,14166359,14219691,14204220,14182518,14253754,14279578,14188000,14220624,14166666,14238878,14166293,14244833,14166533,14163137,14163584
14169449,14166735,14244010,14187826,14187333,14171892,14166362,14219704,14204340,14182753,14254061,14279624,14188230,14220721,14166666,14238886,14166293,14244899,14166533,14163142,14163589
14169449,14166740,14244043,14188041,14187333,14171895,14166362,14219737,14204537,14182955,14254245,14279678,14188258,14220721,14166666,14239272,14166293,14244907,14166536,14163147,14163589
14169449,14166740,14244181,14188437,14187379,14171897,14166367,14219804,14204634,14183032,14254488,14279821,14188393,14220744,14166666,14239341,14166293,14244968,14166538,14163147,14163599
14169454,14166740,14244204,14188549,14187399,14171897,14166372,14219873,14205025,14183244,14254516,14280189,14188411,14221092,14166666,14239359,14166298,14245004,14166538,14163147,14163602
14169454,14166745,14244281,14188636,14187412,14171900,14166372,14219875,14205025,14183290,14254534,14280263,14188488,14221130,14166666,14239471,14166298,14245096,14166541,14163147,14163602
14169454,14166758,14244368,14188639,14187670,14171900,14166375,14219916,14205204,14183553,14254697,14280539,14188641,14221465,14166671,14240092,14166306,14245178,14166546,14163147,14163602
14169462,14166763,14244388,14188774,14187767,14171910,14166377,14220113,14205227,14183571,14254830,14280659,14188718,14221480,14166671,14240189,14166308,14245303,14166546,14163147,14163602
14169462,14166763,14244498,14188820,14187831,14171910,14166377,14220156,14205255,14183571,14254835,14280664,14189109,14221559,14166671,14240570,14166308,14245331,14166551,14163152,14163607
14169467,14166771,14244608,14188838,14188342,14171910,14166385,14220476,14205485,14183653,14254886,14280687,14189311,14221723,14166674,14240946,14166316,14245423,14166551,14163152,14163607
14169467,14166771,14244751,14188848,14188503,14171915,14166385,14220537,14205799,14183658,14254930,14280787,14189395,14221904,14166676,14241268,14166316,14245446,14166551,14163157,14163612
14169467,14166771,14244779,14189104,14188511,14171920,14166385,14220609,14205830,14183985,14255009,14281137,14189492,14222012,14166681,14241365,14166316,14245487,14166556,14163162,14163617
14169472,14166776,14244884,14189362,14188659,14171923,14166390,14220629,14205845,14184317,14255050,14281244,14189671,14222027,14166681,14241375,14166316,14245546,14166556,14163165,14163625
14169472,14166776,14244902,14189441,14188897,14171923,14166390,14220675,14206027,14184542,14255280,14281275,14189740,14222045,14166684,14241899,14166321,14245602,14166556,14163165,14163625
14169472,14166781,14244958,14189929,14189035,14171933,14166390,14220900,14206236,14184803,14255285,14281400,14189850,14222134,14166689,14241917,14166321,14245620,14166556,14163165,14163625
14169477,14166781,14244958,14189929,14189349,14171933,14166390,14220984,14206510,14184864,14255285,14281538,14190052,14222137,14166689,14242387,14166321,14245671,14166559,14163170,14163630
14169480,14166786,14245055,14189937,14189395,14171938,14166395,14220992,14206750,14184992,14255336,14281689,14190139,14222321,14166694,14242492,14166321,14245704,14166561,14163170,14163630
14169482,14166786,14245275,14189965,14189418,14171938,14166395,14221480,14207003,14185411,14255492,14281873,14190640,14222339,14166694,14242599,14166321,14245763,14166561,14163170,14163630
14169485,14166786,14245285,14190489,14189495,14171938,14166395,14221654,14207363,14185595,14255507,14282029,14191023,14222436,14166697,14242635,14166321,14246039,14166561,14163170,14163635
14169487,14166786,14245293,14190706,14189589,14171938,14166400,14221720,14207455,14185618,14255571,14282141,14191054,14222548,14166699,14242952,14166321,14246223,14166564,14163170,14163643
14169490,14166786,14245428,14190862,14189868,14171941,14166400,14221797,14207795,14186170,14255745,14282241,14191082,14222556,14166702,14243013,14166331,14246274,14166564,14163175,14163643
14169490,14166791,14245635,14191189,14189891,14171943,14166403,14221802,14207805,14186170,14256292,14282540,14191148,14222666,14166707,14243292,14166334,14246351,14166564,14163175,14163645
14169490,14166794,14245638,14191299,14190098,14171946,14166403,14221874,14208176,14186239,14256578,14282793,14191654,14222804,14166707,14243611,14166334,14246371,14166569,14163175,14163648
14169490,14166794,14245694,14191603,14190131,14171946,14166405,14221899,14208380,14186331,14256591,14283148,14191810,14222863,14166712,14243867,14166334,14246507,14166569,14163180,14163653
14169495,14166794,14245730,14191741,14190182,14171951,14166408,14221981,14208636,14186405,14256780,14283424,14192418,14222909,14166712,14245022,14166336,14246972,14166574,14163180,14163658
14169500,14166794,14245781,14191841,14190213,14171951,14166408,14222045,14208861,14186612,14256877,14283442,14192799,14222937,14166712,14245551,14166336,14246987,14166574,14163183,14163658
14169500,14166796,14245804,14191958,14190346,14171956,14166413,14222065,14208917,14186653,14256936,14283511,14192822,14223264,14166712,14245671,14166336,14246987,14166574,14163183,14163658
14169505,14166796,14245809,14192048,14190594,14171956,14166413,14222119,14209119,14186860,14257212,14283626,14192955,14223315,14166717,14245704,14166339,14247174,14166574,14163188,14163663
14169508,14166804,14245863,14192219,14190637,14171961,14166413,14222170,14209459,14186901,14257281,14283910,14193075,14223374,14166717,14245934,14166339,14247253,14166584,14163188,14163663
14169510,14166804,14245919,14192237,14190645,14171961,14166413,14222206,14210136,14187039,14257355,14283915,14193264,14223430,14166717,14246246,14166339,14247281,14166587,14163188,14163668
14169513,14166804,14245970,14192408,14190701,14171961,14166413,14222464,14210205,14187997,14257621,14284045,14193374,14223540,14166717,14246532,14166349,14247360,14166587,14163193,14163671
14169513,14166804,14246504,14192633,14190926,14171966,14166418,14222663,14210274,14188580,14257700,14284122,14193645,14223540,14166720,14246568,14166349,14247360,14166592,14163193,14163671
14169513,14166804,14246563,14193126,14191156,14171966,14166423,14222745,14210458,14188662,14257728,14284242,14193683,14223637,14166722,14246675,14166352,14247401,14166592,14163193,14163676
14169518,14166804,14246660,14193149,14191176,14171969,14166426,14222929,14210688,14188669,14257892,14284288,14193696,14223982,14166722,14246706,14166354,14247452,14166597,14163198,14163681
14169518,14166809,14246757,14193305,14191350,14171969,14166431,14222998,14210905,14188838,14257912,14284329,14193719,14224013,14166725,14246752,14166357,14247902,14166602,14163198,14163681
14169518,14166812,14246760,14193308,14191588,14171969,14166431,14223297,14211051,14188846,14258178,14284370,14194187,14224184,14166725,14246775,14166357,14247943,14166602,14163203,14163684
14169518,14166812,14246836,14193387,14191787,14171974,14166436,14223297,14211061,14188907,14258390,14284398,14195173,14224327,14166725,14247046,14166357,14247994,14166602,14163208,14163686
14169523,14166814,14246982,14193507,14191887,14171974,14166441,14223895,14211447,14189129,14258395,14284546,14195401,14224524,14166730,14247161,14166362,14248234,14166607,14163211,14163694
14169523,14166817,14246982,14193522,14191953,14171974,14166441,14224097,14211539,14189211,14258400,14284771,14195646,14224659,14166730,14247317,14166367,14248380,14166610,14163216,14163699
14169523,14166817,14246992,14193645,14192017,14171974,14166441,14224189,14211585,14189400,14258464,14284932,14195725,14224705,14166730,14247378,14166367,14248403,14166610,14163216,14163699
14169523,14166817,14247018,14193814,14192022,14171979,14166441,14224202,14211613,14189643,14258589,14285032,14196009,14225009,14166735,14247777,14166367,14248546,14166610,14163221,14163699
14169523,14166817,14247194,14194013,14192109,14171984,14166441,14224437,14212012,14190001,14258597,14285277,14196129,14225035,14166735,14248334,14166367,14248556,14166612,14163221,14163704
14169526,14166817,14247194,14194128,14192168,14171984,14166449,14224644,14212193,14190016,14258630,14285732,14196259,14225045,14166735,14248347,14166367,14248620,14166615,14163226,14163704
14169526,14166822,14247207,14194399,14192178,14171984,14166449,14224664,14212587,14190320,14258653,14286044,14196267,14225071,14166735,14248426,14166367,14248712,14166620,14163226,14163704
14169526,14166822,14247358,14194504,14192418,14171987,14166449,14224986,14212610,14190760,14258781,14286067,14196359,14225076,14166735,14248620,14166367,14248776,14166620,14163226,14163712
14169528,14166822,14247470,14194810,14192472,14171992,14166451,14225303,14212638,14190898,14258786,14286256,14196666,14225173,14166740,14248656,14166372,14248919,14166620,14163229,14163714
14169528,14166827,14247544,14195053,14192602,14171997,14166454,14226162,14212730,14191836,14259062,14286261,14196699,14225692,14166740,14248684,14166372,14249029,14166625,14163229,14163717
14169531,14166827,14247897,14195457,14192830,14171997,14166454,14226231,14212745,14191897,14259085,14286307,14196801,14225914,14166743,14248753,14166372,14249379,14166625,14163229,14163717
14169541,14166827,14247930,14195549,14192850,14172002,14166459,14226778,14212776,14192104,14259131,14286575,14197008,14225955,14166745,14248799,14166372,14249522,14166625,14163234,14163717
14169546,14166827,14247981,14195761,14192937,14172002,14166459,14226893,14213085,14192278,14259139,14286593,14197072,14226039,14166745,14248891,14166377,14249558,14166625,14163234,14163722
14169551,14166832,14248081,14196162,14192942,14172002,14166459,14227156,14213136,14192352,14259397,14286598,14197197,14226645,14166745,14248899,14166380,14249604,14166630,14163234,14163722
14169551,14166832,14248242,14196441,14193318,14172002,14166464,14227202,14213159,14192482,14259517,14286606,14197200,14226691,14166748,14248919,14166380,14249686,14166633,14163239,14163722
14169554,14166832,14248510,14196502,14193374,14172002,14166464,14227207,14213246,14192531,14259706,14286864,14197348,14226875,14166750,14248965,14166385,14249737,14166635,14163244,14163737
14169556,14166832,14248574,14196566,14193392,14172007,14166467,14227317,14213371,14192983,14259908,14287012,14197358,14227248,14166753,14249108,14166385,14249949,14166635,14163244,14163740
14169559,14166837,14248630,14196566,14193604,14172007,14166467,14227841,14213415,14192983,14260041,14287117,14197394,14227483,14166758,14249167,14166385,14250261,14166638,14163247,14163740
14169559,14166840,14248638,14196852,14193936,14172007,14166472,14228490,14213440,14192996,14260059,,14197688,14227496,14166758,14249272,14166390,14250281,14166638,14163249,14163740
14169564,14166842,14249090,14196924,14194095,14172007,14166472,14228595,14213614,14193042,14260217,,14197877,14227721,14166763,14249392,14166395,14250312,14166643,14163249,14163745
14169564,14166842,14249098,14196980,14194128,14172010,14166472,14228600,14213742,14193065,14260289,,14197979,14227782,14166763,14249686,14166403,14250381,14166653,14163252,14163745
14169569,14166842,14249180,14197174,14194233,14172010,14166474,14228615,14213849,14193080,14260368,,14198020,14227851,14166763,14249872,14166403,14250391,14166653,14163252,14163750
14169569,14166845,14249231,14197274,14194422,14172010,14166477,14228853,14214422,14193093,14260690,,14198337,14228173,14166766,14249967,14166403,14250404,14166656,14163252,14163753
14169569,14166850,14249351,14197394,14194468,14172010,14166477,14229599,14214856,14193525,14260759,,14198401,14228357,14166771,14250100,14166403,14250795,14166661,14163252,14163755
14169574,14166850,14249558,14197537,14194519,14172012,14166477,14229773,14214887,14193599,14260910,,14198429,14228449,14166776,14250110,14166403,14251099,14166661,14163254,14163755
14169577,14166850,14249724,14197550,14194777,14172012,14166482,14230008,14215275,14193709,14261030,,14198498,14228480,14166776,14250202,14166408,14251158,14166661,14163257,14163760
14169579,14166850,14249944,14197767,14194785,14172012,14166482,14230131,14215288,14193773,14261679,,14198562,14228720,14166776,14250210,14166413,14251265,14166666,14163257,14163763
14169582,14166850,14249990,14197900,14194859,14172015,14166482,14230177,14215326,14193898,14261748,,14198585,14228955,14166781,14250266,14166413,14251388,14166671,14163257,14163768
14169582,14166855,14250064,14198143,14194979,14172015,14166487,14230233,14215457,14194031,14261986,,14198899,14229607,14166781,14250537,14166418,14251444,14166671,14163262,14163768
14169582,14166855,14250079,14198590,14195388,14172015,14166490,14230455,14215513,14194624,14262070,,14199819,14230008,14166781,14250593,14166418,14251495,14166671,14163267,14163768
14169582,14166858,14250161,14198718,14195411,14172015,14166492,14230795,14215541,14194841,14262259,,14200003,14230133,14166781,14250649,14166418,14251863,14166674,14163267,14163768
14169587,14166860,14250276,14198879,14195485,14172017,14166492,14230895,14215582,14195104,14262323,,14200499,14230225,14166786,14250672,14166423,14251973,14166674,14163267,14163768
14169587,14166860,14250340,14198945,14195840,14172020,14166492,14231337,14215633,14195227,14262410,,14200604,14230284,14166786,14250946,14166423,14252073,14166676,14163270,14163776
14169587,14166860,14250409,14199078,14195863,14172020,14166492,14231498,14215651,14195247,14262415,,14200642,14230808,14166786,14250971,14166423,14252231,14166676,14163270,14163778
14169587,14166863,14250593,14199175,14195912,14172020,14166495,14231700,14215702,14195751,14262535,,14200982,14230808,14166791,14250994,14166428,14252533,14166679,14163272,14163781
14169587,14166863,14250703,14199472,14196027,14172020,14166500,14231802,14216208,14195817,14262627,,14201000,14230992,14166791,14251035,14166431,14252566,14166679,14163275,14163801
14169592,14166868,14250762,14199814,14196032,14172020,14166500,14232372,14216287,14195953,14262788,,14201041,14231038,14166791,14251150,14166436,14252737,14166689,14163277,14163801
14169592,14166873,14250836,14199878,14196106,14172025,14166500,14232556,14216305,14196267,14262824,,14201240,14231273,14166791,14251273,14166441,14252883,14166689,14163280,14163801
14169592,14166873,14250859,14200205,14196428,14172025,14166505,14232561,14216420,14196364,14262916,,14201539,14231439,14166791,14251406,14166444,14252952,14166689,14163285,14163804
14169597,14166873,14250961,14200361,14196436,14172025,14166505,14232883,14216456,14196778,14263146,,14201639,14231447,14166794,14251480,14166444,14253021,14166689,14163285,14163814
14169597,14166873,14251066,14200369,14196487,14172025,14166510,14232921,14216461,14197256,14263473,,14201713,14231549,14166799,14251518,14166446,14253110,14166694,14163285,14163814
14169600,14166878,14251140,14200471,14196768,14172030,14166510,14232947,14216571,14197284,14263478,,14201843,14231641,14166804,14251521,14166449,14253325,14166694,14163290,14163822
14169600,14166878,14251168,14200499,14197031,14172033,14166510,14233269,14216985,14197348,14263565,,14201848,14231876,14166804,14251922,14166449,14253361,14166694,14163290,14163822
14169600,14166878,14251186,14200509,14197110,14172035,14166518,14233435,14217077,14197366,14263578,,14202096,14231981,14166804,14251963,14166451,14253371,14166694,14163290,14163827
14169602,14166886,14251237,14200527,14197195,14172035,14166518,14233443,14217289,14197440,14263813,,14202421,14231981,14166804,14252057,14166459,14253376,14166694,14163290,14163827
14169602,14166896,14251385,14200563,14197547,14172038,14166520,14233642,14217376,14197440,14264094,,14202469,14232019,14166809,14252208,14166464,14253394,14166699,14163290,14163827
14169605,14166901,14251444,14200775,14197583,14172038,14166523,14233752,14217412,14197596,14264270,,14202937,14232224,14166814,14252231,14166464,14253422,14166702,14163290,14163827
