0-NOMOD,0-MINOR[63],0-MAJOR[63]
14163658,14170814,14171496
14163699,14170898,14171496
14163722,14170944,14171552
14163727,14170949,14171601
14163732,14171008,14171657
14163758,14171023,14171662
14163758,14171036,14171698
14163768,14171049,14171711
14163773,14171064,14171739
14163778,14171087,14171803
14163791,14171123,14171810
14163791,14171161,14171854
14163819,14171169,14171864
14163824,14171197,14171997
14163827,14171210,14172002
14163827,14171266,14172053
14163842,14171271,14172071
14163845,14171284,14172071
14163847,14171284,14172094
14163847,14171284,14172168
14163850,14171289,14172176
14163855,14171304,14172181
14163860,14171312,14172194
14163865,14171330,14172245
14163878,14171371,14172260
14163893,14171404,14172288
14163924,14171409,14172301
14163924,14171427,14172365
14163934,14171496,14172370
14163942,14171583,14172398
14163952,14171611,14172398
14163975,14171734,14172439
14163975,14171767,14172485
14164008,14171795,14172493
14164013,14171818,14172508
14164044,14171849,14172582
14164044,14171869,14172623
14164057,14171872,14172651
14164072,14171897,14172659
14164072,14171918,14172664
14164095,14171928,14172725
14164100,14171933,14172738
14164113,14171987,14172820
14164126,14172007,14172830
14164141,14172066,14172871
14164159,14172076,14172876
14164159,14172084,14172927
14164200,14172163,14172960
14164200,14172176,14172978
14164205,14172232,14172991
14164210,14172255,14173022
14164220,14172268,14173047
14164223,14172383,14173106
14164228,14172490,14173188
14164228,14172495,14173193
14164228,14172544,14173244
14164246,14172546,14173267
14164261,14172567,14173295
14164261,14172674,14173295
14164284,14172682,14173438
14164284,14172687,14173464
14164292,14172692,14173502
14164312,14172710,14173543
14164320,14172720,14173543
14164353,14172733,14173543
14164376,14172771,14173773
14164379,14172774,14173801
14164379,14172843,14173819
14164384,14172848,14173860
14164389,14172861,14173929
14164435,14172871,14173962
14164435,14172894,14173962
14164450,14172973,14173990
14164453,14173050,14174026
14164476,14173075,14174049
14164476,14173093,14174049
14164491,14173203,14174090
14164491,14173226,14174095
14164527,14173300,14174095
14164537,14173303,14174100
14164550,14173346,14174100
14164563,14173382,14174118
14164586,14173390,14174131
14164591,14173482,14174154
14164609,14173507,14174164
14164614,14173558,14174192
14164614,14173673,14174279
14164614,14173809,14174302
14164624,14173865,14174307
14164627,14173883,14174335
14164634,14173911,14174358
14164637,14173939,14174376
14164647,14173944,14174389
14164657,14173967,14174389
14164673,14174021,14174412
14164683,14174026,14174422
14164706,14174036,14174432
14164706,14174072,14174504
14164729,14174080,14174568
14164744,14174105,14174601
14164762,14174118,14174634
14164780,14174182,14174639
14164790,14174197,14174647
14164798,14174228,14174729
14164803,14174238,14174749
14164813,14174269,14175038
14164818,14174297,14175079
14164826,14174307,14175089
14164839,14174315,14175115
14164841,14174335,14175117
14164849,14174348,14175222
14164854,14174407,14175291
14164867,14174445,14175347
14164877,14174476,14175411
14164882,14174514,14175460
14164890,14174527,14175467
14164890,14174532,14175475
14164890,14174586,14175521
14164895,14174624,14175529
14164918,14174634,14175580
14164946,14174642,14175585
14164964,14174652,14175605
14164974,14174680,14175682
14164977,14174680,14175682
14164979,14174693,14175697
14164979,14174693,14175746
14164992,14174698,14175825
14165000,14174706,14175881
14165005,14174721,14176045
14165010,14174726,14176055
14165010,14174729,14176198
14165015,14174734,14176252
14165033,14174739,14176280
14165043,14174752,14176298
14165051,14174780,14176339
14165056,14174785,14176372
14165061,14174831,14176395
14165069,14174849,14176413
14165084,14174859,14176423
14165097,14174890,14176479
14165102,14174946,14176492
14165107,14174987,14176533
14165117,14175028,14176543
14165120,14175061,14176556
14165125,14175253,14176566
14165143,14175268,14176643
14165153,14175281,14176707
14165166,14175342,14176717
14165212,14175388,14176740
14165217,14175401,14176822
14165232,14175429,14176870
14165240,14175470,14176878
14165245,14175470,14176924
14165253,14175549,14176947
14165263,14175554,14177016
14165268,14175562,14177044
14165273,14175572,14177080
14165286,14175603,14177195
14165286,14175608,14177246
14165296,14175626,14177251
14165304,14175664,14177269
14165314,14175687,14177369
14165324,14175733,14177389
14165360,14175751,14177417
14165378,14175764,14177435
14165378,14175879,14177481
14165393,14175889,14177555
14165401,14175889,14177604
14165419,14175958,14177609
14165442,14176091,14177609
14165442,14176142,14177645
14165447,14176147,14177742
14165452,14176249,14177762
14165480,14176298,14177836
14165480,14176349,14177836
14165488,14176372,14177923
14165488,14176405,14177964
14165539,14176418,14177982
14165552,14176436,14177995
14165554,14176441,14178143
14165572,14176441,14178240
14165585,14176477,14178245
14165585,14176528,14178355
14165593,14176566,14178419
14165598,14176579,14178437
14165616,14176584,14178437
14165639,14176589,14178442
14165649,14176612,14178480
14165667,14176625,14178493
14165672,14176643,14178493
14165687,14176648,14178557
14165695,14176653,14178562
14165705,14176666,14178570
14165769,14176699,14178639
14165787,14176704,14178708
14165792,14176763,14178777
14165815,14176809,14178797
14165815,14176814,14178841
14165825,14176817,14178879
14165828,14176865,14178884
14165833,14176893,14178902
14165843,14176896,14178920
14165851,14176906,14178925
14165856,14176911,14178943
14165861,14176988,14179137
14165897,14177011,14179242
14165902,14177047,14179293
14165902,14177054,14179357
14165902,14177077,14179454
14165930,14177090,14179605
14165930,14177118,14179835
14165935,14177126,14179845
14165935,14177136,14180001
14165943,14177141,14180001
14165948,14177144,14180029
14165971,14177146,14180044
14165976,14177169,14180047
14165989,14177177,14180057
14165999,14177177,14180057
14165999,14177208,14180080
14166017,14177246,14180198
14166027,14177269,14180338
14166032,14177305,14180392
14166040,14177310,14180415
14166040,14177323,14180420
14166053,14177356,14180430
14166058,14177389,14180484
14166063,14177471,14180553
14166076,14177476,14180558
14166096,14177527,14180581
14166119,14177550,14180696
14166119,14177591,14180701
14166124,14177596,14180783
14166137,14177629,14180862
14166168,14177642,14180867
14166183,14177665,14180944
14166188,14177780,14180985
14166201,14177854,14181036
14166219,14177857,14181074
14166219,14177936,14181115
14166224,14177987,14181133
14166252,14178043,14181192
14166252,14178056,14181225
14166265,14178120,14181327
14166270,14178128,14181465
14166280,14178230,14181501
14166280,14178281,14181529
14166288,14178291,14181585
14166298,14178294,14181621
14166308,14178355,14181644
14166367,14178355,14181652
14166385,14178360,14181654
14166395,14178386,14181662
14166446,14178391,14181726
14166454,14178475,14181744
14166467,14178480,14181767
14166472,14178488,14181772
14166495,14178488,14181841
14166500,14178496,14181869
14166510,14178506,14181920
14166533,14178542,14181933
14166536,14178580,14182104
14166556,14178580,14182112
14166574,14178588,14182117
14166702,14178595,14182140
14166707,14178626,14182201
14166717,14178631,14182380
14166722,14178649,14182462
14166730,14178654,14182628
14166735,14178677,14182651
14166743,14178726,14182674
14166763,14178731,14183152
14166799,14178741,14183162
14166812,14178741,14183170
14166832,14178787,14183328
14166865,14178787,14183369
14166868,14178802,14183400
14166888,14178815,14183602
14166896,14178833,14183750
14166947,14178838,14183773
14166950,14178841,14183870
14166955,14178869,14183975
14166957,14178902,14184021
14166960,14178935,14184072
14166978,14178958,14184123
14167029,14178971,14184174
14167052,14178976,14184289
14167070,14178984,14184453
14167080,14179022,14184499
14167085,14179058,14184624
14167093,14179058,14184665
14167108,14179058,14184854
14167116,14179081,14185048
14167139,14179127,14185145
14167162,14179196,14185268
14167200,14179229,14185327
14167205,14179275,14185378
14167213,14179288,14185480
14167228,14179306,14185490
14167236,14179329,14185646
14167277,14179339,14185700
14167323,14179352,14185909
14167333,14179352,14185932
14167356,14179413,14185968
14167369,14179418,14186336
14167379,14179431,14186451
14167389,14179449,14186456
14167402,14179523,14186691
14167415,14179528,14186998
14167440,14179531,14187036
14167448,14179533,14187072
14167453,14179546,14187075
14167461,14179559,14187151
14167471,14179569,14187241
14167471,14179574,14187402
14167476,14179587,14187606
14167494,14179666,14187780
14167512,14179715,14187877
14167540,14179725,14188010
14167568,14179730,14188153
14167581,14179748,14188158
14167586,14179771,14188253
14167609,14179771,14188414
14167632,14179776,14188595
14167632,14179781,14188603
14167660,14179794,14188608
14167668,14179809,14188759
14167696,14179809,14188815
14167734,14179814,14188838
14167765,14179827,14188912
14167775,14179832,14188999
14167780,14179896,14189262
14167793,14179922,14189298
14167798,14179937,14189418
14167816,14179955,14189781
14167816,14180024,14189873
14167826,14180052,14190287
14167849,14180080,14190315
14167849,14180103,14190343
14167857,14180167,14190430
14167857,14180208,14190453
14167862,14180236,14190568
14167867,14180246,14190752
14167903,14180259,14190765
14167913,14180269,14190798
14167931,14180282,14190834
14167939,14180336,14190944
14167941,14180346,14190967
14167941,14180374,14191028
14167949,14180425,14191056
14167995,14180443,14191061
14167995,14180489,14191174
14168010,14180502,14191202
14168041,14180525,14191391
14168046,14180530,14191414
14168059,14180543,14191621
14168061,14180548,14191639
14168069,14180596,14191667
14168087,14180599,14191823
14168092,14180604,14191884
14168102,14180609,14191976
14168115,14180619,14192068
14168133,14180650,14192114
14168143,14180686,14192288
14168161,14180724,14192357
14168197,14180816,14192454
14168207,14180824,14192462
14168281,14180826,14192472
14168286,14180829,14192789
14168286,14180834,14192812
14168299,14180880,14193037
14168327,14180931,14193037
14168345,14180949,14193093
14168355,14180949,14193185
14168355,14180949,14193346
14168404,14180954,14193456
14168429,14180957,14193599
14168429,14180977,14193691
14168445,14181023,14193765
14168450,14181046,14193962
14168450,14181051,14194235
14168470,14181059,14194299
14168478,14181072,14194524
14168483,14181074,14194767
14168501,14181092,14194777
14168506,14181220,14194864
14168552,14181238,14195145
14168557,14181312,14195232
14168560,14181322,14195237
14168611,14181368,14195475
14168611,14181368,14195523
14168621,14181378,14195544
14168644,14181414,14195582
14168649,14181450,14195848
14168652,14181486,14195968
14168667,14181542,14196170
14168690,14181588,14196346
14168703,14181588,14196400
14168708,14181611,14196635
14168713,14181672,14196819
14168736,14181769,14197105
14168736,14181984,14197113
14168744,14182012,14197218
14168764,14182109,14197228
14168787,14182130,14197320
14168805,14182158,14197366
14168874,14182168,14197854
14168874,14182191,14197928
14168887,14182222,14197933
14168889,14182232,14198048
14168892,14182306,14198084
14168907,14182329,14198521
14168925,14182380,14198861
14168933,14182403,14198866
14168961,14182426,14199474
14168979,14182434,14199597
14169012,14182439,14199671
14169017,14182490,14199855
14169040,14182518,14200062
14169053,14182615,14200085
14169058,14182623,14200537
14169063,14182633,14200545
14169068,14182661,14200629
14169099,14182666,14200765
14169112,14182669,14200783
14169117,14182733,14200808
14169145,14182812,14200849
14169183,14182840,14200867
14169186,14182845,14201148
14169204,14182848,14201258
14169214,14182858,14201414
14169229,14182909,14201549
14169247,14182922,14201662
14169255,14183014,14201700
14169260,14183060,14201930
14169265,14183080,14201994
14169270,14183083,14202068
14169278,14183198,14202426
14169288,14183203,14202513
14169298,14183221,14202518
14169357,14183226,14203065
14169367,14183259,14203149
14169416,14183341,14203456
14169421,14183387,14203479
14169472,14183415,14203686
14169490,14183423,14203852
14169490,14183433,14203962
14169569,14183451,14204013
14169569,14183479,14204100
14169574,14183502,14204105
14169592,14183525,14204120
14169605,14183548,14204174
14169633,14183576,14204299
14169661,14183640,14204524
14169666,14183686,14204570
14169666,14183755,14204611
14169666,14183788,14204616
14169669,14183842,14204723
14169740,14183888,14204731
14169743,14183967,14204864
14169753,14183990,14205040
14169781,14184018,14205196
14169786,14184031,14205357
14169794,14184041,14205518
14169799,14184049,14205574
14169809,14184087,14205781
14169830,14184215,14205858
14169835,14184271,14206029
14169894,14184371,14206060
14169927,14184427,14206116
14169960,14184463,14206134
14169965,14184721,14206423
14169968,14184757,14206745
14169983,14184767,14206990
14170019,14184882,14207031
14170024,14184905,14207064
14170024,14185010,14207156
14170047,14185020,14207238
14170052,14185020,14207320
14170065,14185097,14207348
14170080,14185258,14207381
14170103,14185375,14207389
14170116,14185475,14208058
14170170,14185526,14208135
14170208,14185536,14208296
14170254,14185544,14208380
14170259,14185549,14208567
14170269,14185585,14208764
14170295,14185595,14208769
14170305,14185718,14208784
14170318,14185733,14208940
14170323,14185746,14209134
14170331,14185756,14209229
14170359,14185761,14209461
14170387,14185881,14209497
14170392,14185912,14209602
14170430,14186037,14209722
14170438,14186303,14209791
14170456,14186303,14210182
14170461,14186395,14210210
14170474,14186413,14210233
14170520,14186428,14210287
14170525,14186617,14210297
14170566,14186658,14210440
14170568,14186668,14210463
14170571,14186934,14210583
14170576,14186947,14210647
14170586,14187003,14210706
14170591,14187008,14210918
14170599,14187031,14211069
14170635,14187044,14211112
14170635,14187044,14211273
14170645,14187057,14211373
14170645,14187077,14211414
14170678,14187090,14211654
14170683,14187394,14211695
14170714,14187458,14211787
14170719,14187476,14212362
14170788,14187578,14212584
14170816,14187701,14212970
14170862,14187711,14213052
14170880,14187785,14213067
14170888,14187905,14213154
14170890,14187997,14213310
14170898,14188015,14213619
14170911,14188048,14213622
14170934,14188148,14213632
14170939,14188296,14213678
14170967,14188391,14213793
14170967,14188480,14213801
14170980,14188608,14213852
14170985,14188828,14213913
14170985,14188846,14214115
14170995,14188866,14214189
14171000,14188897,14214261
14171031,14189017,14214529
14171046,14189045,14214603
14171064,14189293,14214713
14171123,14189344,14214764
14171123,14189372,14215035
14171156,14189490,14215119
14171156,14189518,14215209
14171161,14189520,14215477
14171207,14189538,14215500
14171220,14189551,14215523
14171253,14189584,14215605
14171261,14189689,14215761
14171307,14189789,14216305
14171312,14189804,14216420
14171340,14189817,14216438
14171340,14189901,14216576
14171340,14190080,14216701
14171348,14190139,14216885
14171363,14190149,14216990
14171394,14190231,14217046
14171399,14190249,14217463
14171440,14190356,14217529
14171468,14190394,14217583
14171473,14190788,14217688
14171488,14190844,14217800
14171501,14191018,14217833
14171514,14191161,14217872
14171534,14191189,14217941
14171542,14191248,14218227
14171550,14191401,14218278
14171560,14191419,14218314
14171578,14191427,14218564
14171588,14191460,14218677
14171634,14191654,14218733
14171652,14191746,14218914
14171657,14191759,14219272
14171667,14191782,14219364
14171690,14191910,14219456
14171759,14191928,14219543
14171762,14192020,14219558
14171810,14192022,14219561
14171831,14192068,14219758
14171833,14192247,14220223
14171836,14192385,14220256
14171851,14192426,14220312
14171864,14192444,14220596
14171869,14192582,14220716
14171877,14192886,14220793
14171900,14193093,14220864
14171920,14193167,14221245
14171938,14193198,14221485
14171946,14193223,14221516
14171979,14193369,14221669
14171989,14193387,14221723
14172012,14193420,14221728
14172084,14193469,14221922
14172094,14193727,14222132
14172104,14193732,14222418
14172191,14193742,14222487
14172232,14193783,14222755
14172237,14193847,14222863
14172255,14193949,14222873
14172265,14194041,14222914
14172270,14194164,14222975
14172283,14194371,14223256
14172334,14194391,14223402
14172337,14194409,14223550
14172342,14194422,14223969
14172347,14194547,14223995
14172393,14194593,14224470
14172416,14194647,14224562
14172467,14194749,14224713
14172521,14194849,14224994
14172554,14194915,14225513
14172592,14195176,14225564
14172600,14195176,14225610
14172605,14195214,14225722
14172605,14195214,14225937
14172651,14195447,14226024
14172654,14195521,14226172
14172707,14195523,14226195
14172710,14195569,14226269
14172715,14195646,14226397
14172715,14195730,14226453
14172725,14196479,14226573
14172733,14196625,14226852
14172738,14196653,14226931
14172761,14196658,14227010
14172779,14196755,14227327
14172812,14196962,14227340
14172817,14196975,14227437
14172845,14197008,14227925
14172904,14197036,14228063
14172930,14197251,14228209
14172945,14197271,14228365
14172991,14197371,14228559
14173032,14197407,14228638
14173042,14197527,14228822
14173042,14197757,14229009
14173045,14197867,14229055
14173060,14197895,14229106
14173083,14197951,14229231
14173106,14198069,14229267
14173160,14198332,14229724
14173175,14198345,14229824
14173211,14198383,14229852
14173221,14198636,14229911
14173231,14198710,14230026
14173234,14198820,14230284
14173257,14198884,14230353
14173267,14199068,14230537
14173305,14199152,14230552
14173308,14199188,14230759
14173354,14199656,14230823
14173390,14199778,14230836
14173410,14199801,14230974
14173436,14199855,14231835
14173436,14199924,14231907
14173459,14199978,14232088
14173464,14200333,14232170
14173464,14200440,14232326
14173469,14200581,14232364
14173535,14200624,14232492
14173574,14200872,14232617
14173599,14201207,14232865
14173625,14201235,14233013
14173635,14201340,14233159
14173645,14201386,14233279
14173648,14201401,14233310
14173676,14201406,14233565
14173704,14201437,14233841
14173714,14201682,14234015
14173714,14201746,14234020
14173742,14201764,14234033
14173745,14201846,14234268
14173750,14201976,14234286
14173811,14201981,14234332
14173819,14202071,14234485
14173819,14202242,14234598
14173852,14202431,14234613
14173865,14202462,14234787
14173911,14202518,14234948
14173934,14202679,14234976
14173939,14202947,14235101
14173944,14203011,14235224
14173947,14203042,14235308
14173972,14203338,14235344
14173998,14203512,14235418
14174013,14203558,14235459
14174016,14203668,14235556
14174039,14203711,14235587
14174090,14203775,14235689
14174141,14204064,14235694
14174164,14204953,14235763
14174169,14205242,14236080
14174261,14205252,14236310
14174315,14205255,14236338
14174340,14205306,14236517
14174366,14205370,14236619
14174376,14205600,14236640
14174417,14205623,14236783
14174427,14205628,14236798
14174458,14205661,14236893
14174573,14205720,14237087
14174583,14205894,14237115
14174588,14205914,14237166
14174593,14206034,14237470
14174596,14206065,14237575
14174614,14206433,14237930
14174642,14206456,14237989
14174652,14207077,14238158
14174665,14207271,14238316
14174693,14207302,14238505
14174698,14207680,14238577
14174749,14208002,14238582
14174752,14208145,14238628
14174762,14208319,14238646
14174821,14208434,14238648
14174849,14208539,14238748
14174849,14208723,14238771
14174854,14208815,14238922
14174885,14209083,14238965
14174905,14209584,14239098
14174913,14209584,14239198
14174959,14209599,14239254
14174964,14209602,14239331
14174969,14209712,14239584
14174969,14210624,14239637
14174969,14210739,14239998
14174987,14211135,14240021
14175030,14211659,14240325
14175033,14211902,14240394
14175056,14212040,14240537
14175079,14212040,14240621
14175227,14212073,14240657
14175255,14212165,14240739
14175278,14212183,14240897
14175291,14212201,14240915
14175299,14212229,14241066
14175342,14212267,14241858
14175347,14212405,14242024
14175355,14212469,14242282
14175360,14212482,14242300
14175360,14212490,14242510
14175373,14212988,14242666
14175424,14213067,14242704
14175475,14213098,14242768
14175493,14213205,14242906
14175511,14213333,14242972
14175516,14213333,14243039
14175521,14213435,14243174
14175539,14213448,14244089
14175544,14213471,14244636
14175557,14213476,14244705
14175618,14213550,14244746
14175621,14213558,14244815
14175623,14213594,14245073
14175628,14213732,14245239
14175682,14213816,14245423
14175700,14213880,14245428
14175756,14213936,14245709
14175820,14214105,14245758
14175833,14214125,14246008
14175848,14214194,14246353
14175866,14214289,14246448
14175881,14214460,14246563
14175907,14214519,14246624
14175912,14214529,14247194
14175953,14214585,14247345
14175999,14214746,14247534
14176022,14214805,14247708
14176037,14215058,14247754
14176042,14215201,14247925
14176050,14215380,14248799
14176096,14215439,14249126
14176124,14215794,14249149
14176132,14215812,14249369
14176165,14215991,14249479
14176211,14216126,14249581
14176211,14216218,14249806
14176224,14216272,14249880
14176244,14216430,14249921
14176267,14216512,14250248
14176280,14216875,14250302
14176290,14217220,14250363
14176303,14217289,14250371
14176303,14217412,14250501
14176344,14217509,14250524
14176359,14217895,14250560
14176372,14218040,14250639
14176380,14218283,14250644
14176436,14218526,14251444
14176454,14218817,14251871
14176464,14219014,14251909
14176487,14219185,14252027
14176492,14219341,14252134
14176538,14219620,14252737
14176584,14219691,14252816
14176592,14219722,14252875
14176597,14219750,14252875
14176648,14219804,14252908
14176658,14219809,14253041
14176658,14219906,14253100
14176758,14220133,14253187
14176771,14220343,14253197
14176771,14220450,14253611
14176799,14220619,14253688
14176809,14220890,14253851
14176863,14221079,14253984
14176888,14221322,14254235
14176906,14221345,14254426
14176970,14221782,14254480
14176988,14222635,14254516
14177052,14222763,14254853
14177072,14223072,14255106
14177113,14223415,14255221
14177131,14223514,14255336
14177149,14223527,14255341
14177154,14223555,14255510
14177236,14223568,14255579
14177251,14224046,14255607
14177251,14224207,14256274
14177259,14224475,14256343
14177300,14224616,14256443
14177315,14225017,14256499
14177338,14225017,14256683
14177343,14225053,14256744
14177348,14225127,14257299
14177348,14225155,14257470
14177356,14225252,14257549
14177371,14225278,14257613
14177374,14225362,14257805
14177384,14225377,14257917
14177399,14225551,14257976
14177399,14225730,14258142
14177407,14225932,14258170
14177443,14225983,14258316
14177453,14226129,14258413
14177463,14226568,14258472
14177463,14226719,14258495
14177527,14226893,14258587
14177540,14227143,14258906
14177540,14227192,14259389
14177555,14227192,14259563
14177586,14227409,14259594
14177609,14227621,14259632
14177614,14227818,14259640
14177660,14227869,14259665
14177701,14228030,14259844
14177706,14228357,14259867
14177742,14228444,14259964
14177742,14228467,14260220
14177798,14228587,14260358
14177798,14228702,14260419
14177875,14228960,14260460
14177890,14229073,14260933
14177918,14229617,14261030
14177941,14229875,14261288
14177941,14229939,14261411
14177949,14230348,14261490
14177959,14230371,14261633
14177982,14230463,14261753
14178028,14230946,14261919
14178038,14231079,14261932
14178051,14231099,14262083
14178084,14231347,14262254
14178133,14231674,14262305
14178148,14231884,14262341
14178156,14231945,14262609
14178171,14232124,14262673
14178176,14232170,14262724
14178199,14232254,14262793
14178207,14232280,14262829
14178268,14232487,14262952
14178304,14232975,14263018
14178322,14233090,14263077
14178332,14234061,14263110
14178350,14234355,14263146
14178368,14234585,14263731
14178388,14234754,14263757
14178391,14234866,14263772
14178391,14234999,14263841
14178437,14235035,14263961
14178447,14235096,14264094
14178465,14235244,14264186
14178473,14235280,14265001
14178475,14235515,14265106
14178478,14235681,14265252
14178501,14235694,14265428
14178506,14236001,14265459
14178516,14236430,14265525
14178547,14236443,14265576
14178575,14236829,14265594
14178590,14236926,14265617
14178603,14236977,14265630
14178677,14237031,14265681
14178677,14237161,14265686
14178700,14237171,14265819
14178713,14237547,14266059
14178741,14237892,14266192
14178774,14237976,14266432
14178779,14237994,14266757
14178815,14238104,14267033
14178818,14238211,14267099
14178841,14238293,14267276
14178866,14238444,14267424
14178884,14238528,14267756
14178920,14238610,14267884
14178925,14238661,14267912
14178925,14238730,14268247
14178935,14238812,14268589
14178958,14239047,14268794
14178961,14239387,14268832
14178966,14239392,14269141
14178989,14239543,14269177
14178994,14239706,14269195
14178994,14239747,14269530
14179004,14240041,14269675
14179012,14240565,14269829
14179032,14240713,14270378
14179063,14240754,14270741
14179081,14241002,14270843
14179099,14241347,14271145
14179109,14241421,14271393
14179109,14241462,14271431
14179142,14241498,14271472
14179150,14241618,14271988
14179155,14241789,14271993
14179160,14241830,14272177
14179165,14241840,14272223
14179209,14241858,14272443
14179214,14242078,14272530
14179214,14242083,14272535
14179229,14242267,14272696
14179229,14242359,14272834
14179247,14242474,14272893
14179298,14242599,14273332
14179324,14242612,14273391
14179326,14242630,14273897
14179334,14242681,14273915
14179339,14242842,14273984
14179349,14242926,14274546
14179354,14243011,14275438
14179385,14243041,14276118
14179398,14243238,14276371
14179408,14243289,14276409
14179426,14243294,14276831
14179431,14243302,14276869
14179436,14243343,14277015
14179454,14243496,14277043
14179485,14243683,14277104
14179513,14243703,14277485
14179518,14243754,14277904
14179620,14244015,14277996
14179633,14244204,14278589
14179661,14244940,14278801
14179674,14245124,14279062
14179707,14245295,14279159
14179738,14245533,14279223
14179738,14245602,14279228
14179745,14245888,14279320
14179776,14246338,14279443
14179776,14246384,14279767
14179784,14246435,14279972
14179804,14246445,14280005
14179850,14246591,14280153
14179914,14246604,14280217
14179922,14246660,14280342
14179924,14246719,14280350
14179947,14246890,14280383
14179975,14247051,14280488
14180006,14247069,14280695
14180024,14247135,14281014
14180085,14247327,14281058
14180121,14247493,14281362
14180134,14247787,14281551
14180167,14247820,14282075
14180198,14247838,14282154
14180241,14247874,14282182
14180295,14248094,14282540
14180328,14248283,14282540
14180410,14248301,14283077
14180425,14248334,14283084
14180466,14248362,14283751
14180476,14248418,14283828
14180525,14248518,14284022
14180545,14248602,14284444
14180545,14248615,14285315
14180553,14248661,14286128
14180586,14248952,14286363
14180594,14249024,14286537
14180614,14249047,14286570
14180614,14249085,14286588
14180619,14249190,14286997
14180650,14249213,14287076
14180655,14249295,14287812
14180742,14249448,14288290
14180760,14249489,14288755
14180801,14249512,14289031
14180816,14249535,14289312
14180847,14249540,14289409
14180862,14249550,14289491
14180893,14249576,14289527
14180926,14249926,14289767
14180987,14250207,14289785
14181008,14250258,14289941
14181056,14250266,14290122
14181125,14250289,14290176
14181156,14250437,14290194
14181156,14250516,14290370
14181197,14250608,14290715
14181202,14250767,14290820
14181207,14250974,14290853
14181248,14251117,14290907
14181253,14251380,14290907
14181317,14251431,14290953
14181317,14251528,14291012
14181345,14251577,14291334
14181353,14251641,14291349
14181399,14251876,14291451
14181404,14251955,14291666
14181404,14252024,14291753
14181422,14252116,14292346
14181437,14252239,14292522
14181473,14252451,14293013
14181478,14252489,14293258
14181493,14252709,14293419
14181501,14253036,14293544
14181529,14253192,14294423
14181552,14253831,14294459
14181575,14253877,14294467
14181575,14253877,14294523
14181621,14253951,14295494
14181652,14254140,14295525
14181657,14254227,14295550
14181685,14254411,14295829
14181708,14254452,14295936
14181713,14254557,14295980
14181713,14254679,14295995
14181726,14254812,14296120
14181785,14255354,14296289
14181795,14255410,14296345
14181828,14255602,14296422
14181861,14255643,14296777
14181877,14255648,14296800
14181897,14255962,14296892
14181902,14256366,14296910
14181910,14256376,14297040
14181928,14256486,14297168
14181933,14256683,14297214
14181953,14257051,14297232
14181974,14257061,14297357
14181989,14257120,14297370
14182043,14257133,14297715
14182066,14257253,14297784
14182081,14257258,14297835
14182081,14257442,14297886
14182086,14257644,14298190
14182089,14257687,14298448
14182137,14257797,14298645
14182145,14258224,14298870
14182150,14258280,14299100
14182214,14258620,14299225
14182214,14258635,14299228
14182222,14258750,14299435
14182250,14259218,14299775
14182275,14259678,14300130
14182296,14260184,14300518
14182314,14260194,14300518
14182321,14260294,14300610
14182329,14260327,14300945
14182334,14260404,14300986
14182485,14260634,14301032
14182508,14260644,14301206
14182523,14261086,14301211
14182531,14261127,14301313
14182554,14261219,14301737
14182592,14261232,14301791
14182615,14261265,14301888
14182623,14261303,14302136
14182669,14261321,14302251
14182674,14261398,14302256
14182679,14261582,14302443
14182743,14261597,14302499
14182748,14261973,14302678
14182766,14262124,14302946
14182799,14262397,14303061
14182799,14262584,14303327
14182802,14262594,14303424
14182817,14263294,14303516
14182822,14263317,14303577
14182863,14263565,14303853
14182863,14263616,14303963
14182960,14263851,14304270
14183057,14264679,14304326
14183083,14264730,14304436
14183111,14264945,14305034
14183116,14265083,14305453
14183144,14265111,14305461
14183162,14265129,14305517
14183175,14265188,14305530
14183193,14265298,14305775
14183218,14265341,14306483
14183218,14265395,14306557
14183226,14265832,14306657
14183249,14265947,14306815
14183254,14265967,14306861
14183267,14266266,14307127
14183300,14266384,14307155
14183313,14266473,14307255
14183336,14266749,14307638
14183369,14266772,14307812
14183387,14266813,14308103
14183443,14267056,14308277
14183446,14267327,14308407
14183451,14267360,14308415
14183461,14267825,14308494
14183479,14268119,14308599
14183502,14268510,14308788
14183581,14268533,14308957
14183602,14268648,14308972
14183625,14268750,14309118
14183676,14268911,14309496
14183681,14269085,14309846
14183719,14269095,14309920
14183760,14269213,14310245
14183773,14269325,14310495
14183783,14269346,14310590
14183783,14269486,14310638
14183847,14269560,14311446
14183857,14269573,14311796
14183898,14269959,14311962
14183934,14270184,14312123
14183944,14270332,14312156
14183947,14270414,14312228
14183967,14271058,14312430
14184016,14271183,14312859
14184041,14271523,14313148
14184049,14271653,14313194
14184077,14271702,14313299
14184095,14271817,14313327
14184131,14272300,14313664
14184151,14272397,14313723
14184169,14272581,14314134
14184368,14272627,14315034
14184427,14273473,14315205
14184486,14273900,14315489
14184496,14274191,14315586
14184501,14274301,14315673
14184555,14274733,14316240
14184596,14274835,14316452
14184596,14274835,14316626
14184716,14274868,14316751
14184795,14274889,14316856
14184808,14274988,14318034
14184831,14275287,14318172
14184844,14275336,14318361
14184928,14275471,14318645
14184992,14275502,14318706
14185171,14275607,14318926
14185194,14275778,14319097
14185278,14275972,14319363
14185301,14276041,14319371
14185403,14276087,14320329
14185403,14276399,14320564
14185416,14276422,14321346
14185439,14276468,14321811
14185449,14276486,14321852
14185470,14276652,14321985
