0-NOMOD,0-MINOR[63],0-MAJOR[63]
14473596,14481536,14479425
14473601,14481600,14479443
14473619,14481613,14479456
14473637,14481618,14479520
14473762,14481633,14479558
14473826,14481656,14479563
14473954,14481753,14479604
14473964,14481784,14479650
14474010,14481802,14479673
14474030,14481881,14479683
14474043,14481891,14479686
14474181,14481904,14479688
14474240,14481904,14479706
14474253,14481917,14479773
14474373,14481937,14479788
14474373,14481981,14479811
14474411,14481996,14479824
14474467,14481996,14479834
14474488,14482009,14479872
14474498,14482029,14479916
14474521,14482042,14479959
14474526,14482042,14479985
14474539,14482098,14479990
14474590,14482126,14479995
14474710,14482134,14480069
14474779,14482152,14480069
14474981,14482180,14480092
14475096,14482180,14480092
14475165,14482190,14480105
14475188,14482198,14480133
14475267,14482218,14480138
14475280,14482277,14480146
14475293,14482295,14480161
14475321,14482305,14480243
14475372,14482331,14480253
14475382,14482336,14480271
14475390,14482356,14480279
14475423,14482410,14480317
14475474,14482461,14480327
14475520,14482466,14480335
14475533,14482469,14480363
14475533,14482479,14480414
14475602,14482484,14480422
14475643,14482533,14480432
14475694,14482581,14480442
14475804,14482581,14480447
14475819,14482612,14480455
14475832,14482622,14480455
14475942,14482627,14480465
14475957,14482671,14480473
14475988,14482704,14480478
14476001,14482773,14480486
14476024,14482819,14480488
14476080,14482837,14480514
14476090,14482847,14480542
14476205,14482847,14480588
14476223,14482860,14480588
14476241,14482870,14480657
14476264,14482893,14480670
14476269,14482893,14480690
14476323,14482911,14480695
14476438,14482934,14480718
14476461,14482954,14480744
14476481,14482985,14480759
14476489,14482985,14480772
14476540,14483003,14480790
14476568,14483031,14480805
14476624,14483031,14480813
14476632,14483064,14480828
14476742,14483064,14480833
14476747,14483067,14480836
14476752,14483105,14480874
14477000,14483161,14480974
14477069,14483187,14481035
14477069,14483246,14481076
14477092,14483256,14481127
14477189,14483256,14481168
14477189,14483289,14481196
14477199,14483289,14481196
14477240,14483325,14481204
14477258,14483460,14481288
14477378,14483519,14481334
14477411,14483524,14481342
14477437,14483542,14481352
14477480,14483555,14481352
14477654,14483583,14481416
14477884,14483639,14481449
14478035,14483642,14481459
14478173,14483680,14481485
14478183,14483762,14481559
14478211,14483780,14481587
14478229,14483872,14481600
14478265,14483882,14481628
14478293,14483882,14481641
14478357,14483956,14481669
14478362,14484020,14481753
14478518,14484056,14481802
14478648,14484130,14481853
14478712,14484158,14481863
14478717,14484171,14481871
14478720,14484189,14481894
14478748,14484204,14481904
14478748,14484204,14481904
14478799,14484209,14481935
14478840,14484383,14481978
14478924,14484444,14482088
14478942,14484449,14482093
14478978,14484472,14482111
14479029,14484521,14482134
14479172,14484554,14482175
14479223,14484567,14482203
14479228,14484577,14482226
14479249,14484669,14482226
14479277,14484774,14482241
14479277,14484797,14482259
14479499,14484856,14482356
14479512,14484871,14482392
14479540,14484953,14482410
14479581,14484999,14482410
14479622,14485004,14482443
14479632,14485042,14482502
14479660,14485203,14482530
14479668,14485216,14482558
14479793,14485239,14482622
14480005,14485249,14482750
14480026,14485257,14482862
14480164,14485280,14482898
14480202,14485346,14482952
14480230,14485354,14483026
14480327,14485436,14483026
14480340,14485446,14483064
14480427,14485533,14483064
14480460,14485574,14483077
14480478,14485607,14483141
14480537,14485640,14483225
14480560,14485653,14483243
14480580,14485732,14483253
14480598,14485737,14483381
14480703,14485745,14483458
14480713,14485796,14483478
14480731,14485924,14483596
14480759,14485985,14483616
14480810,14486016,14483688
14480892,14486039,14483721
14480984,14486085,14483759
14480992,14486113,14483767
14481017,14486141,14483987
14481035,14486284,14484015
14481076,14486376,14484033
14481209,14486389,14484079
14481214,14486412,14484084
14481268,14486430,14484153
14481288,14486435,14484181
14481375,14486458,14484217
14481661,14486499,14484268
14481799,14486550,14484444
14481886,14486586,14484493
14481940,14486683,14484518
14481955,14486724,14484521
14481973,14486854,14484600
14482042,14486854,14484613
14482065,14486872,14484761
14482075,14486880,14484825
14482075,14486974,14485019
14482134,14486977,14485032
14482162,14486979,14485073
14482180,14487010,14485091
14482236,14487071,14485111
14482354,14487079,14485436
14482364,14487125,14485454
14482469,14487419,14485630
14482479,14487429,14485681
14482489,14487457,14485704
14482576,14487733,14485947
14482589,14487746,14485983
14482594,14487828,14486008
14482627,14487861,14486192
14482645,14487884,14486205
14482755,14487953,14486220
14482783,14487961,14486384
14482911,14488124,14486450
14482921,14488127,14486481
14482931,14488142,14486606
14483087,14488311,14486619
14483174,14488436,14486655
14483215,14488482,14486716
14483225,14488533,14486726
14483228,14488704,14486775
14483256,14488799,14486803
14483340,14488863,14486872
14483348,14488960,14487158
14483358,14489029,14487189
14483514,14489052,14487296
14483514,14489085,14487378
14483606,14489116,14487414
14483713,14489121,14487424
14483721,14489154,14487572
14483731,14489315,14487626
14483767,14489315,14487626
14483795,14489402,14487700
14483803,14489499,14487751
14483818,14489522,14487797
14483831,14489540,14487971
14483841,14489540,14488022
14484051,14489903,14488114
14484076,14490000,14488247
14484158,14490284,14488275
14484219,14490447,14488354
14484324,14490455,14488362
14484411,14490496,14488395
14484539,14490611,14488533
14484595,14490652,14488860
14484843,14490864,14488873
14484912,14490879,14488929
14484932,14490943,14488988
14484999,14490989,14489003
14485060,14491007,14489108
14485060,14491089,14489164
14485147,14491104,14489180
14485183,14491352,14489254
14485339,14491370,14489264
14485377,14491444,14489563
14485413,14491477,14489632
14485523,14491482,14489757
14485658,14491582,14489844
14485799,14491610,14489844
14486246,14491845,14489880
14486312,14491858,14490036
14486374,14491886,14490092
14486389,14491909,14490212
14486657,14491922,14490235
14486734,14492226,14490616
14486936,14492290,14490815
14487079,14492369,14490874
14487079,14492681,14490925
14487107,14492686,14490938
14487332,14492867,14491007
14487488,14493064,14491012
14487526,14493225,14491040
14487741,14493271,14491094
14487953,14493317,14491099
14488124,14493478,14491145
14488242,14493534,14491467
14488280,14493836,14491546
14488459,14493882,14491628
14488855,14494130,14491710
14489052,14494163,14491743
14489070,14494283,14492042
14489090,14494319,14492162
14489241,14494615,14492308
14489430,14494615,14492392
14489655,14494720,14492430
14489678,14494861,14492474
14489724,14495024,14492507
14489737,14495037,14492755
14489739,14495083,14493036
14489852,14495206,14493307
14490079,14495249,14493348
14490276,14495484,14493629
14490294,14495510,14493680
14490307,14495589,14493695
14490350,14495691,14493744
14490516,14495850,14493782
14490575,14496210,14493928
14490677,14496233,14493969
14490905,14496992,14493974
14491209,14497140,14493992
14491324,14497168,14494109
14491398,14497306,14494265
14491679,14497562,14494536
14491827,14497718,14494541
14491909,14497879,14494618
14491950,14498065,14494692
14492369,14498272,14494733
14492451,14498459,14494802
14492742,14498569,14494812
14492814,14498661,14494843
14492903,14498676,14495349
14492939,14498722,14495372
14492967,14498786,14495489
14493064,14498952,14495510
14493082,14498957,14495581
14493128,14499070,14495594
14493468,14499144,14495681
14493496,14499228,14496182
14493601,14499438,14496402
14494150,14499514,14496435
14494155,14499527,14496435
14494743,14499563,14496471
14494871,14499688,14496739
14494963,14499992,14496798
14495157,14500212,14496992
14495206,14500547,14497130
14495221,14500685,14497245
14495295,14500736,14497253
14495351,14500746,14497360
14495594,14501099,14497631
14496036,14501178,14497664
14496182,14501260,14497792
14496394,14501270,14497925
14496836,14501278,14498104
14497539,14501375,14498298
14497659,14501385,14498671
14498229,14501694,14498676
14498479,14501730,14498689
14499205,14502006,14498975
14499629,14502111,14499376
14500046,14502402,14499563
14500082,14502581,14499719
14500102,14502686,14499729
14500110,14503194,14499790
14500222,14503312,14499831
14500429,14503399,14499844
14500731,14503672,14499857
14500920,14503810,14500084
14500966,14503961,14500138
14501293,14504084,14500263
14501482,14504214,14500506
14501615,14504449,14500562
14501638,14504687,14501091
14501822,14504733,14501096
14502075,14504738,14501574
14502080,14504761,14501942
14502108,14505083,14502126
14502126,14505111,14502162
14502443,14505126,14502292
14502489,14506399,14502341
14503317,14506872,14502384
14503892,14507053,14502392
14504015,14507097,14502438
14504370,14507099,14502456
14504536,14507194,14502788
14504720,14507733,14503332
14505300,14508073,14503345
14505400,14508183,14503611
14505561,14509008,14504531
14505686,14509187,14505190
14505985,14509532,14505262
14506197,14510759,14505870
14506269,14511137,14505898
14506325,14511380,14507618
14507633,14511753,14508267
14509724,14512218,14509371
14510516,14514577,14509706
14511495,14515157,14509872
14514574,14516708,14510396
14517163,14517728,14513690
14517858,14518622,14514597
14522113,14519366,14517485
14524615,14519412,14520232
14526749,14527403,14523741
14528515,14533884,14528704
14530835,14540329,14529877
14543424,14547050,14540978
